Выборы Президента Российской Федерации																																																																		
Дата голосования: 04.03.2012																																																																		
																																																																		
Наименование Избирательной комиссии:    Троицкая																																																																		
																																																																		
Сводная таблица итогов голосования																																																																		
																																																																		
	Число участковых избирательных комиссий	55																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	55																																																																
																																																																		
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403									
1	Число избирателей, включенных в список избирателей	22966	668	74	210	197	1086	264	495	116	64	215	193	135	477	458	124	983	520	1270	1677	594	199	990	130	279	381	859	210	452	1290	751	1133	102	481	164	189	83	977	213	186	90	197	919	93	158	217	268	149	71	834	161	207	91	102	386	134									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	20700	650	80	200	200	1000	250	450	100	60	200	180	110	450	450	120	900	450	1050	1350	500	200	850	130	250	300	800	200	400	1100	700	1000	100	400	150	170	80	800	200	170	80	170	900	80	130	200	250	150	70	850	150	200	90	100	400	130									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	13256	434	49	125	99	649	125	256	70	31	120	105	83	262	229	82	488	287	617	971	274	109	659	97	162	213	573	136	240	694	445	622	79	282	93	124	53	585	109	127	53	110	560	49	99	142	132	82	48	509	91	138	66	80	242	97									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2713	54	11	49	66	72	51	131	21	14	27	15	22	57	65	9	130	29	132	123	81	29	45	12	61	27	92	24	55	215	80	154	10	38	57	32	2	61	17	25	8	16	167	10	21	15	42	11	1	67	50	15	6	6	58	25									
6	Число погашенных избирательных бюллетеней	4731	162	20	26	35	279	74	63	9	15	53	60	5	131	156	29	282	134	301	256	145	62	146	21	27	60	135	40	105	191	175	224	11	80	0	14	25	154	74	18	19	44	173	21	10	43	76	57	21	274	9	47	18	14	100	8									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2713	54	11	49	66	72	51	131	21	14	27	15	22	57	65	9	130	29	132	123	81	29	45	12	61	27	92	24	55	215	80	154	10	38	57	32	2	61	17	25	8	16	167	10	21	15	42	11	1	67	50	15	6	6	58	25									
8	Число бюллетеней в стационарных ящиках для голосования	13250	432	49	125	99	649	125	256	70	31	120	105	83	261	229	82	488	287	615	971	274	109	659	97	162	213	573	136	240	693	445	622	79	282	93	124	53	585	109	127	53	110	560	49	99	142	132	82	48	509	91	138	66	80	242	97									
9	Число недействительных избирательных бюллетеней	183	2	1	2	1	13	3	1	0	2	2	2	2	2	7	0	9	6	14	16	2	0	11	2	3	0	0	0	2	13	7	7	4	2	1	2	0	9	2	3	1	0	4	0	2	1	1	0	0	9	0	5	0	2	1	2									
10	Число действительных избирательных бюллетеней	15780	484	59	172	164	708	173	386	91	43	145	118	103	316	287	91	609	310	733	1078	353	138	693	107	220	240	665	160	293	895	518	769	85	318	149	154	55	637	124	149	60	126	723	59	118	156	173	93	49	567	141	148	72	84	299	120									
11	Число полученных открепительных  удостоверений	1192	40	12	26	22	35	10	36	12	10	12	13	2	30	53	22	40	18	33	35	15	27	30	20	20	8	30	14	27	56	40	40	16	3	12	9	10	15	10	13	2	5	62	15	2	21	7	12	15	70	15	22	7	16	30	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1192	40	12	26	22	35	10	36	12	10	12	13	2	30	53	22	40	18	33	35	15	27	30	20	20	8	30	14	27	56	40	40	16	3	12	9	10	15	10	13	2	5	62	15	2	21	7	12	15	70	15	22	7	16	30	15									
13	Число избирателей, проголосовавших по открепительным удостоверениям	522	7	5	6	8	13	2	22	9	2	1	4	11	20	9	5	10	5	18	28	7	7	61	7	7	15	18	2	6	25	20	18	4	10	5	6	3	15	2	5	2	4	20	5	2	4	6	2	5	18	3	3	8	1	6	5									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	Жириновский Владимир Вольфович	1041	36	5	16	3	32	21	20	5	1	18	6	12	19	14	6	28	23	59	62	30	4	53	10	23	20	56	21	16	50	29	36	6	18	3	5	7	56	8	10	4	7	31	3	10	17	19	2	5	36	9	12	4	7	15	13									
		6.52%	7.41%	8.33%	9.20%	1.82%	4.44%	11.93%	5.17%	5.49%	2.22%	12.24%	5.00%	11.43%	5.97%	4.76%	6.59%	4.53%	7.28%	7.90%	5.67%	8.45%	2.90%	7.53%	9.17%	10.31%	8.33%	8.42%	13.13%	5.42%	5.51%	5.52%	4.64%	6.74%	5.63%	2.00%	3.21%	12.73%	8.67%	6.35%	6.58%	6.56%	5.56%	4.26%	5.08%	8.33%	10.83%	10.92%	2.15%	10.20%	6.25%	6.38%	7.84%	5.56%	8.14%	5.00%	10.66%									
