Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Кыштовская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655					
1	"Число избирателей, внесенных в списки"	11708	1324	748	891	1282	120	101	429	250	256	454	452	310	94	221	306	520	86	249	255	451	265	160	294	310	268	185	256	225	389	306	251					
2	"Число бюллетеней, полученных участковыми комиссиями"	11635	1255	737	851	1272	118	114	438	258	266	450	456	312	95	226	312	486	85	251	245	463	258	163	307	309	271	179	256	228	391	325	258					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7080	660	437	428	638	92	58	196	163	166	290	277	167	72	152	245	340	81	200	163	367	194	45	184	199	161	146	220	129	247	183	180					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1120	32	26	46	74	0	43	104	62	59	31	12	63	2	16	15	18	0	0	29	0	12	96	68	53	60	3	0	51	46	64	35					
6	Число погашенных бюллетеней	3435	563	274	377	560	26	13	138	33	41	129	167	82	21	58	52	128	4	51	53	96	52	22	55	57	50	30	36	48	98	78	43					
7	Число бюллетеней в переносных ящиках для голосования	1120	32	26	46	74	0	43	104	62	59	31	12	63	2	16	15	18	0	0	29	0	12	96	68	53	60	3	0	51	46	64	35					
8	Число бюллетеней в стационарных ящиках для голосования	7080	660	437	428	638	92	58	196	163	166	290	277	167	72	152	245	340	81	200	163	367	194	45	184	199	161	146	220	129	247	183	180					
9	Число недействительных бюллетеней	192	8	8	10	8	0	2	7	5	4	8	3	9	1	10	9	9	1	4	9	6	2	4	1	11	11	3	4	5	10	9	11					
10	Число действительных бюллетеней	8008	684	455	464	704	92	99	293	220	221	313	286	221	73	158	251	349	80	196	183	361	204	137	251	241	210	146	216	175	283	238	204					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	125	10	8	8	10	3	3	5	4	3	4	4	3	2	3	3	5	2	3	3	5	3	3	3	3	3	3	3	3	4	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	6	1	0	7	3	1	0	4	0	0	0	0	0	3	1	1	0	0	0	0	0	0	2	1	1	0	0	3	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	6	4	1	4	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0					
