Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
"Наименование Избирательной комиссии:    Новороссийск, Центральная"																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3797	УИК №3798	УИК №3799									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	46839	1022	1706	1717	951	1083	2022	1477	1084	1283	1648	1368	1442	1960	1827	1790	2189	1176	1825	1896	1683	1765	1954	2213	955	1411	2178	258	1535	1968	730	133	590									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44910	990	1500	1500	900	1000	1900	1525	1000	1100	1500	1200	1300	1750	1700	1600	2000	2000	1900	1700	1500	1600	1800	2000	1800	1300	2000	280	1400	1700	730	135	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	26995	425	1067	1142	669	494	1210	639	763	1012	806	904	565	1284	800	1228	694	995	800	1056	925	1258	1242	921	821	658	1735	138	1282	1107	14	119	222									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4220	172	138	28	38	233	152	113	16	82	164	42	90	47	86	124	39	181	50	209	206	218	29	274	134	16	11	108	31	91	716	14	368									
6	Число погашенных избирательных бюллетеней	13695	393	295	330	193	273	538	773	221	6	530	254	645	419	814	248	1267	824	1050	435	369	124	529	805	845	626	254	34	87	502	0	2	10									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	4220	172	138	28	38	233	152	113	16	82	164	42	90	47	86	124	39	181	50	209	206	218	29	274	134	16	11	108	31	91	716	14	368									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	26995	425	1067	1142	669	494	1210	639	763	1012	806	904	565	1284	800	1228	694	995	800	1056	925	1258	1242	921	821	658	1735	138	1282	1107	14	119	222									
9	Число недействительных избирательных бюллетеней	201	4	0	1	8	0	7	5	1	0	11	8	9	4	17	0	9	1	26	0	9	18	0	8	7	6	16	9	0	15	0	2	0									
10	Число действительных избирательных бюллетеней	31014	593	1205	1169	699	727	1355	747	778	1094	959	938	646	1327	869	1352	724	1175	824	1265	1122	1458	1271	1187	948	668	1730	237	1313	1183	730	131	590									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	800	20	30	30	20	25	30	25	25	25	25	25	25	35	30	30	35	35	35	30	25	25	30	35	35	25	35	0	25	30	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	403	7	30	12	4	20	15	12	4	7	19	13	7	17	15	9	10	12	11	16	14	9	11	15	35	12	35	0	25	7	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	486	55	16	2	0	20	11	0	19	14	8	11	6	9	37	12	30	8	22	22	30	4	22	34	0	12	10	8	8	25	27	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	397	13	0	18	16	5	15	13	21	18	6	12	18	18	15	21	25	23	24	14	11	16	19	20	0	13	0	0	0	23	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	98	1	2	3	1	0	3	4	2	6	5	2	3	3	6	9	6	3	2	7	2	0	2	8	7	1	6	0	2	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	438	10	13	2	12	14	41	9	12	3	26	12	2	22	26	8	28	28	18	14	30	11	4	15	17	17	20	0	9	5	2	1	7									
		1.40%	1.68%	1.08%	0.17%	1.70%	1.93%	3.01%	1.20%	1.54%	0.27%	2.68%	1.27%	0.31%	1.65%	2.93%	0.59%	3.82%	2.38%	2.12%	1.11%	2.65%	0.75%	0.31%	1.26%	1.78%	2.52%	1.15%	0.00%	0.69%	0.42%	0.27%	0.75%	1.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	370	8	9	4	16	7	13	13	9	7	16	9	4	13	23	15	22	15	16	16	19	15	9	16	12	11	24	3	2	9	3	3	9									
		1.19%	1.34%	0.75%	0.34%	2.26%	0.96%	0.95%	1.73%	1.16%	0.64%	1.65%	0.95%	0.61%	0.98%	2.60%	1.11%	3.00%	1.28%	1.88%	1.26%	1.68%	1.02%	0.71%	1.34%	1.26%	1.63%	1.37%	1.22%	0.15%	0.75%	0.41%	2.26%	1.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	395	7	6	6	8	13	16	17	15	10	17	17	5	0	32	17	17	17	15	6	12	17	4	28	13	16	24	2	3	10	7	4	14									
		1.27%	1.17%	0.50%	0.51%	1.13%	1.79%	1.17%	2.26%	1.93%	0.91%	1.75%	1.80%	0.76%	0.00%	3.61%	1.26%	2.32%	1.45%	1.76%	0.47%	1.06%	1.15%	0.31%	2.34%	1.36%	2.37%	1.37%	0.81%	0.23%	0.83%	0.96%	3.01%	2.37%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20339	370	818	967	459	493	633	455	436	683	588	592	393	842	335	1030	278	850	348	990	695	1007	1004	687	592	296	1223	203	1196	834	581	96	365									
		65.16%	61.98%	67.88%	82.65%	64.92%	67.81%	46.48%	60.51%	55.97%	62.43%	60.62%	62.58%	60.00%	63.26%	37.81%	76.18%	37.93%	72.28%	40.94%	78.26%	61.45%	68.22%	78.99%	57.49%	61.99%	43.92%	70.05%	82.52%	91.09%	69.62%	79.59%	72.18%	61.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	209	3	11	5	2	5	13	3	10	3	11	10	6	15	11	9	5	3	9	6	9	9	3	9	6	10	6	1	2	9	1	0	4									
		0.67%	0.50%	0.91%	0.43%	0.28%	0.69%	0.95%	0.40%	1.28%	0.27%	1.13%	1.06%	0.92%	1.13%	1.24%	0.67%	0.68%	0.26%	1.06%	0.47%	0.80%	0.61%	0.24%	0.75%	0.63%	1.48%	0.34%	0.41%	0.15%	0.75%	0.14%	0.00%	0.68%									
