Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Верхнеуральская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543									
1	Число избирателей, включенных в список избирателей	29784	1498	1637	1217	1679	1569	2229	2015	1959	368	74	96	1154	361	381	233	168	714	148	638	291	1121	278	85	224	204	1362	198	228	117	126	117	282	503	132	196	1198	184	204	818	155	118	120	233	108	462	123	71	1034	164	320	158	289	255	168									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	30050	1500	1600	1200	1700	1500	2200	2000	2000	370	80	100	1100	310	380	260	170	740	150	640	300	1100	310	100	210	220	1400	200	250	130	140	120	290	520	140	200	1200	190	210	850	170	130	110	260	120	480	130	80	1060	170	340	160	330	260	170									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	18148	907	888	692	982	862	1493	1304	1256	223	45	70	656	236	220	168	129	408	99	325	168	597	204	56	129	152	800	121	160	99	90	104	222	280	90	140	670	98	115	550	108	82	75	156	84	280	92	45	616	103	187	85	190	155	82									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1546	50	60	40	46	260	51	28	97	16	13	14	38	8	23	12	0	54	6	91	17	68	16	6	9	8	55	10	12	0	11	7	4	46	3	0	56	19	18	50	24	20	22	14	6	20	0	1	52	5	17	7	22	3	11									
6	Число погашенных избирательных бюллетеней	10356	543	652	468	672	378	656	668	647	131	22	16	406	66	137	80	41	278	45	224	115	435	90	38	72	60	545	69	78	31	39	9	64	194	47	60	474	73	77	250	38	28	13	90	30	180	38	34	392	62	136	68	118	102	77									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1546	50	60	40	46	260	51	28	97	16	13	14	38	8	23	12	0	54	6	91	17	68	16	6	9	8	55	10	12	0	11	7	4	46	3	0	56	19	18	50	24	20	22	14	6	20	0	1	52	5	17	7	22	3	11									
8	Число бюллетеней в стационарных ящиках для голосования	18148	907	888	692	982	862	1493	1304	1256	223	45	70	656	236	220	168	129	408	99	325	168	597	204	56	129	152	800	121	160	99	90	104	222	280	90	140	670	98	115	550	108	82	75	156	84	280	92	45	616	103	187	85	190	155	82									
9	Число недействительных избирательных бюллетеней	219	4	10	9	11	17	27	21	22	0	0	0	12	1	6	0	8	2	2	1	2	4	0	1	1	2	7	1	2	1	2	0	3	4	0	0	10	6	1	6	1	0	2	1	0	3	0	0	0	2	4	0	0	0	0									
10	Число действительных избирательных бюллетеней	19475	953	938	723	1017	1105	1517	1311	1331	239	58	84	682	243	237	180	121	460	103	415	183	661	220	61	137	158	848	130	170	98	99	111	223	322	93	140	716	111	132	594	131	102	95	169	90	297	92	46	668	106	200	92	212	158	93									
11	Число полученных открепительных  удостоверений	782	15	13	12	30	24	30	25	25	10	4	8	11	10	4	14	4	25	4	11	4	30	36	19	4	19	53	4	14	9	14	4	4	10	9	9	35	4	4	40	17	24	5	19	19	20	4	4	11	7	7	7	18	8	8									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	782	15	13	12	30	24	30	25	25	10	4	8	11	10	4	14	4	25	4	11	4	30	36	19	4	19	53	4	14	9	14	4	4	10	9	9	35	4	4	40	17	24	5	19	19	20	4	4	11	7	7	7	18	8	8									
13	Число избирателей, проголосовавших по открепительным удостоверениям	357	9	10	17	5	9	12	17	4	2	3	1	33	68	7	3	1	6	0	15	2	9	3	2	16	1	10	3	2	1	1	2	0	5	2	1	19	1	0	2	6	7	10	0	1	2	2	0	6	4	3	1	2	3	6									
