Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Верхнеуральская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518					
1	"Число избирателей, внесенных в список"	28832	1462	1551	1140	1570	1345	2284	2197	1696	352	69	112	1075	333	395	258	165	663	167	538	298	1082	301	90	188	178	1241	205	241	117	134	108	263	522	123	202	1213	180	209	739	163	144	128	274	118	447	126	85	988	169	321	164	288	255	156					
2	Число полученных избирательных бюллетеней	27333	1306	1385	1000	1402	1206	1982	1934	1486	372	69	113	1077	327	406	260	164	666	172	550	304	1068	311	87	189	185	1246	205	233	116	146	109	260	520	124	204	1197	172	194	775	168	150	139	275	124	455	127	87	959	167	315	166	281	248	150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19235	813	829	637	1011	789	1440	1343	1056	313	57	106	760	235	293	164	133	425	123	276	185	663	259	81	143	157	806	193	220	108	116	106	233	348	118	184	795	140	176	588	128	112	111	202	110	300	106	62	659	132	235	118	225	179	134					
5	"Число избирательных бюллетеней, выданных вне помещения"	1394	50	108	74	72	101	60	19	54	0	6	0	65	4	32	13	12	88	13	116	31	25	8	0	0	2	42	0	0	1	7	0	8	48	0	0	91	12	10	38	22	28	7	10	5	24	0	0	44	10	5	7	12	10	0					
6	Число погашенных избирательных бюллетеней	6704	443	448	289	319	316	482	572	376	59	6	7	252	88	81	83	19	153	36	158	88	380	44	6	46	26	398	12	13	7	23	3	19	124	6	20	311	20	8	149	18	10	21	63	9	131	21	25	256	25	75	41	44	59	16					
7	Число избирательных бюллетеней в переносных ящиках	1394	50	108	74	72	101	60	19	54	0	6	0	65	4	32	13	12	88	13	116	31	25	8	0	0	2	42	0	0	1	7	0	8	48	0	0	91	12	10	38	22	28	7	10	5	24	0	0	44	10	5	7	12	10	0					
8	Число бюллетеней в стационарных ящиках для голосования	19162	813	829	637	939	789	1440	1343	1056	313	57	106	760	235	293	164	133	424	123	276	185	663	259	81	143	157	806	193	220	108	116	106	233	348	118	184	795	140	176	588	128	112	111	202	110	300	106	62	659	132	235	118	225	179	134					
9	Число недействительных избирательных бюллетеней	257	5	11	9	3	13	20	11	13	7	2	0	6	6	3	4	7	0	0	2	2	11	2	0	0	1	8	5	4	1	0	3	2	10	2	0	18	5	0	16	3	1	1	3	1	5	2	0	13	3	6	0	2	4	1					
10	Число действительных избирательных бюллетеней	20299	858	926	702	1008	877	1480	1351	1097	306	61	106	819	233	322	173	138	512	136	390	214	677	265	81	143	158	840	188	216	108	123	103	239	386	116	184	868	147	186	610	147	139	117	209	114	319	104	62	690	139	234	125	235	185	133					
