Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Бабушкинская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в списки"	11027	2952	487	216	288	343	179	268	641	212	315	123	1022	326	259	142	371	410	316	801	636	140	141	252	187					
2	"Число бюллетеней, полученных участковыми комиссиями"	10045	2500	450	200	260	330	180	250	600	200	300	125	900	300	250	160	350	350	300	700	600	150	140	250	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5757	1611	311	119	176	163	108	163	265	65	169	81	462	126	87	95	200	218	164	354	395	110	73	136	106					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1331	101	64	30	50	67	34	38	110	78	66	11	100	51	102	25	60	15	45	92	81	22	12	13	64					
6	Число погашенных бюллетеней	2957	788	75	51	34	100	38	49	225	57	65	33	338	123	61	40	90	117	91	254	124	18	55	101	30					
7	Число бюллетеней в переносных ящиках для голосования	1331	101	64	30	50	67	34	38	110	78	66	11	100	51	102	25	60	15	45	92	81	22	12	13	64					
8	Число бюллетеней в стационарных ящиках для голосования	5757	1611	311	119	176	163	108	163	265	65	169	81	462	126	87	95	200	218	164	354	395	110	73	136	106					
9	Число недействительных бюллетеней	121	14	12	4	0	9	4	4	6	2	4	7	5	5	1	3	2	5	4	8	8	5	1	5	3					
10	Число действительных бюллетеней	6967	1698	363	145	226	221	138	197	369	141	231	85	557	172	188	117	258	228	205	438	468	127	84	144	167					
