Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Горьковская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, включенных в списки избирателей"	16815	237	125	218	883	699	160	232	99	121	647	1141	1339	967	1057	359	200	165	159	83	77	84	555	125	630	74	185	708	119	809	100	540	142	416	118	189	662	174	107	144	871	296	311	115	171	202					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17279	270	140	250	900	700	165	260	95	125	700	1000	1200	898	900	400	200	165	180	100	86	85	600	130	700	80	200	800	130	900	110	600	190	450	130	200	700	180	120	140	900	300	380	120	200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	12327	140	91	170	629	479	157	180	89	85	382	741	898	650	798	210	180	131	112	73	70	73	391	105	471	66	151	524	85	622	86	461	124	329	90	148	497	157	103	95	587	212	271	99	139	176					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1719	57	14	30	89	139	0	20	4	12	213	74	83	84	73	59	11	16	36	6	3	5	60	17	69	5	10	95	14	74	2	40	0	19	11	15	51	4	0	15	92	40	12	11	20	15					
6	Число погашенных избирательных бюллетеней	3233	73	35	50	182	82	8	60	2	28	105	185	219	164	29	131	9	18	32	21	13	7	149	8	160	9	39	181	31	204	22	99	66	102	29	37	152	19	17	30	221	48	97	10	41	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1719	57	14	30	89	139	0	20	4	12	213	74	83	84	73	59	11	16	36	6	3	5	60	17	69	5	10	95	14	74	2	40	0	19	11	15	51	4	0	15	92	40	12	11	20	15					
8	Число бюллетеней в стационарных ящиках для голосования	12327	140	91	170	629	479	157	180	89	85	382	741	898	650	798	210	180	131	112	73	70	73	391	105	471	66	151	524	85	622	86	461	124	329	90	148	497	157	103	95	587	212	271	99	139	176					
9	Число недействительных избирательных бюллетеней	101	5	2	1	9	3	0	1	0	1	0	9	7	2	4	4	1	0	0	0	0	1	3	2	10	0	2	3	0	6	1	2	0	4	1	1	5	0	0	1	0	3	3	4	0	0					
10	Число действительных избирательных бюллетеней	13945	192	103	199	709	615	157	199	93	96	595	806	974	732	867	265	190	147	148	79	73	77	448	120	530	71	159	616	99	690	87	499	124	344	100	162	543	161	103	109	679	249	280	106	159	191					
11	Число полученных открепительных  удостоверений	568	5	5	5	20	20	5	5	5	10	20	30	35	30	30	5	5	10	5	5	5	5	23	5	20	5	5	40	5	30	10	20	5	30	5	5	20	5	5	5	30	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	459	5	0	1	15	17	5	5	5	10	13	21	35	28	30	5	5	7	3	1	5	5	23	0	20	2	2	40	0	30	6	20	5	13	5	0	16	0	5	3	30	3	10	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	172	5	1	3	3	3	2	1	3	1	5	7	18	10	12	3	1	4	2	1	1	2	5	1	11	4	2	6	1	15	3	5	1	0	1	2	5	4	1	5	5	4	1	1	1	0					
14	Число неиспользованных открепительных удостоверений	109	0	5	4	5	3	0	0	0	0	7	9	0	2	0	0	0	3	2	4	0	0	0	5	0	3	3	0	5	0	4	0	0	17	0	5	4	5	0	2	0	2	0	5	0	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	12	0	1	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
