Выборы Президента Российской Федерации																																																								
Дата голосования: 04.03.2012																																																								
																																																								
Наименование Избирательной комиссии:    Горьковская																																																								
																																																								
Сводная таблица итогов голосования																																																								
																																																								
	Число участковых избирательных комиссий	45																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	45																																																						
																																																								
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626									
1	Число избирателей, включенных в список избирателей	16811	213	110	222	922	673	146	210	76	106	616	1345	1324	976	1250	376	181	161	130	73	85	85	539	125	648	69	164	680	112	823	98	531	141	394	108	177	648	153	136	118	843	239	332	96	174	183									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	18910	275	145	260	1090	770	185	260	100	125	735	1300	1350	980	1280	425	210	170	180	95	90	90	660	125	710	75	185	830	130	900	125	610	165	480	130	215	760	190	135	140	990	315	395	115	220	195									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	9818	90	67	141	524	395	117	138	57	70	359	722	716	530	710	170	109	105	84	55	51	63	296	78	361	53	116	415	72	560	82	315	83	241	65	104	402	84	82	74	473	118	214	59	97	101									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1387	44	7	25	76	100	9	20	7	14	84	97	53	29	34	45	16	15	17	9	5	8	19	18	57	7	9	75	6	54	1	45	11	32	10	17	63	25	8	20	50	44	26	15	33	28									
6	Число погашенных избирательных бюллетеней	7705	141	71	94	490	275	59	102	36	41	292	481	581	421	536	210	85	50	79	31	34	19	345	29	292	15	60	340	52	286	42	250	71	207	55	94	295	81	45	46	467	153	155	41	90	66									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1387	44	7	25	76	100	9	20	7	14	84	97	53	29	34	45	16	15	17	9	5	8	19	18	57	7	9	75	6	54	1	45	11	32	10	17	63	25	8	20	50	44	26	15	33	28									
8	Число бюллетеней в стационарных ящиках для голосования	9818	90	67	141	524	395	117	138	57	70	359	722	716	530	710	170	109	105	84	55	51	63	296	78	361	53	116	415	72	560	82	315	83	241	65	104	402	84	82	74	473	118	214	59	97	101									
9	Число недействительных избирательных бюллетеней	112	1	3	4	6	6	1	4	0	1	4	6	7	3	5	0	1	1	0	1	0	0	2	0	9	0	10	1	0	9	3	2	0	4	1	1	3	0	0	0	5	3	2	0	2	1									
10	Число действительных избирательных бюллетеней	11093	133	71	162	594	489	125	154	64	83	439	813	762	556	739	215	124	119	101	63	56	71	313	96	409	60	115	489	78	605	80	358	94	269	74	120	462	109	90	94	518	159	238	74	128	128									
11	Число полученных открепительных  удостоверений	200	2	2	2	10	5	2	2	2	2	5	10	15	7	14	2	2	2	2	2	4	2	10	2	10	2	2	10	2	10	2	10	2	5	2	2	5	2	2	2	10	2	4	2	2	2									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	132	0	0	1	10	4	1	0	0	1	5	10	15	3	14	1	0	1	2	2	3	0	7	0	7	2	0	3	0	7	0	8	0	3	1	1	5	0	0	0	6	1	4	0	2	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям	104	6	0	2	6	1	2	0	0	1	3	6	3	5	4	4	1	1	0	0	3	1	3	0	11	2	2	2	1	4	1	4	0	0	0	1	8	5	0	5	3	0	1	1	1	0									
14	Число неиспользованных открепительных удостоверений	68	2	2	1	0	1	1	2	2	1	0	0	0	4	0	1	2	1	0	0	1	2	3	2	3	0	2	7	2	3	2	2	2	2	1	1	0	2	2	2	4	1	0	2	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	Жириновский Владимир Вольфович	926	10	2	10	55	26	3	24	3	5	44	75	71	50	81	20	8	16	4	4	1	7	20	3	24	11	8	40	7	45	19	30	11	18	8	6	27	2	17	4	40	12	19	8	16	12									
