Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Суражская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008					
1	"Число избирателей, внесенных в списки избирателей"	20751	1278	1211	1233	1385	1483	1655	1679	650	373	104	216	197	389	188	348	267	108	479	411	284	536	163	405	432	171	549	315	602	714	97	324	390	510	619	217	391	197	181					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20649	1272	1210	1228	1372	1495	1654	1581	652	381	106	219	197	383	187	337	266	104	492	404	294	554	171	417	436	170	540	331	599	710	97	316	399	493	607	217	392	197	169					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9405	597	526	420	603	722	714	689	338	204	48	107	99	184	103	140	151	72	287	190	146	232	60	194	157	59	292	161	264	407	66	198	139	177	284	78	169	81	47					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1507	37	60	21	21	29	40	73	25	24	14	12	6	65	40	65	6	20	94	46	40	35	35	40	23	34	30	36	36	68	9	0	67	85	62	45	38	35	91					
6	Число погашенных избирательных бюллетеней	9737	638	624	787	748	744	900	819	289	153	44	100	92	134	44	132	109	12	111	168	108	287	76	183	256	77	218	134	299	235	22	118	193	231	261	94	185	81	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1507	37	60	21	21	29	40	73	25	24	14	12	6	65	40	65	6	20	94	46	40	35	35	40	23	34	30	36	36	68	9	0	67	85	62	45	38	35	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9405	597	526	420	603	722	714	689	338	204	48	107	99	184	103	140	151	72	287	190	146	232	60	194	157	59	292	161	264	407	66	198	139	177	284	78	169	81	47					
9	Число недействительных избирательных бюллетеней	102	7	7	1	9	3	5	12	8	0	1	2	0	0	0	1	6	0	3	3	1	2	0	2	3	2	6	4	1	2	0	1	2	1	5	2	0	0	0					
10	Число действительных избирательных бюллетеней	10810	627	579	440	615	748	749	750	355	228	61	117	105	249	143	204	151	92	378	233	185	265	95	232	177	91	316	193	299	473	75	197	204	261	341	121	207	116	138					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	285	15	15	15	15	15	15	15	9	9	5	5	5	5	5	5	5	5	9	5	5	9	5	9	5	5	5	5	9	9	5	5	5	6	6	5	5	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	101	3	3	10	4	14	13	7	2	3	0	2	0	0	1	1	1	1	1	5	3	1	1	7	2	0	2	1	2	6	0	0	0	0	2	1	2	0	0					
