Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Суражская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987					
1	"Число избирателей, внесенных в список избирателей"	20087	1135	1185	988	1068	484	647	996	1629	1739	589	361	107	201	201	378	164	329	364	441	400	285	537	140	395	143	309	166	493	295	576	779	278	325	473	621	202	380	187	97					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20700	1208	1210	1023	1119	497	670	1035	1682	1770	610	366	110	209	200	375	159	346	378	459	405	300	543	138	410	150	307	163	510	308	588	802	285	347	475	640	207	383	196	117					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9709	568	683	511	399	225	318	500	772	733	309	197	56	133	128	205	100	159	163	194	189	144	178	74	196	86	153	59	270	141	236	388	173	144	200	317	93	186	89	40					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1966	89	76	50	74	19	19	44	96	69	55	56	25	14	19	76	36	60	39	64	82	33	60	29	55	26	48	37	41	68	68	68	35	55	50	64	36	36	46	49					
6	Число погашенных избирательных бюллетеней	9025	551	451	462	646	253	333	491	814	968	246	113	29	62	53	94	23	127	176	201	134	123	305	35	159	38	106	67	199	99	284	346	77	148	225	259	78	161	61	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1966	89	76	50	74	19	19	44	96	69	55	56	25	14	19	76	36	60	39	64	82	33	60	29	55	26	48	37	41	68	68	68	35	55	50	64	36	36	46	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9709	568	683	511	399	225	318	500	772	733	309	197	56	133	128	205	100	159	163	194	189	144	178	74	196	86	153	59	270	141	236	388	173	144	200	317	93	186	89	40					
9	Число недействительных избирательных бюллетеней	147	7	4	6	4	4	6	10	16	20	5	4	0	1	0	0	1	3	5	4	1	0	6	1	1	2	3	3	4	3	3	5	2	4	4	0	2	1	0	2					
10	Число действительных избирательных бюллетеней	11528	650	755	555	469	240	331	534	852	782	359	249	81	146	147	281	135	216	197	254	270	177	232	102	250	110	198	93	307	206	301	451	206	195	246	381	127	221	135	87					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	343	34	33	34	34	3	8	18	42	25	10	2	1	6	1	2	1	2	2	10	2	11	3	1	5	1	4	1	4	2	3	5	3	11	1	14	0	2	2	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	343	34	33	34	34	3	8	18	42	25	10	2	1	6	1	2	1	2	2	10	2	11	3	1	5	1	4	1	4	2	3	5	3	11	1	14	0	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	8	12	3	10	1	1	4	11	4	5	1	2	3	5	3	3	2	1	4	2	0	1	6	2	2	4	3	2	0	3	2	3	5	1	4	2	4	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	6	4	1	2	6	2	2	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1054	91	63	59	44	29	34	81	112	84	38	19	4	6	16	10	4	9	14	27	18	17	16	2	19	14	13	9	25	15	30	28	8	13	23	32	8	12	1	7					
		9.03%	13.85%	8.30%	10.52%	9.30%	11.89%	10.09%	14.89%	12.90%	10.47%	10.44%	7.51%	4.94%	4.08%	10.88%	3.56%	2.94%	4.11%	6.93%	10.47%	6.64%	9.60%	6.72%	1.94%	7.57%	12.50%	6.47%	9.38%	8.04%	7.18%	9.87%	6.14%	3.85%	6.53%	9.20%	8.40%	6.20%	5.41%	0.74%	7.87%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1147	74	3	57	45	40	34	56	91	106	40	24	4	8	10	35	4	26	23	47	26	12	22	2	24	15	21	11	20	12	25	52	20	21	33	49	18	19	8	10					
		9.82%	11.26%	0.40%	10.16%	9.51%	16.39%	10.09%	10.29%	10.48%	13.22%	10.99%	9.49%	4.94%	5.44%	6.80%	12.46%	2.94%	11.87%	11.39%	18.22%	9.59%	6.78%	9.24%	1.94%	9.56%	13.39%	10.45%	11.46%	6.43%	5.74%	8.22%	11.40%	9.62%	10.55%	13.20%	12.86%	13.95%	8.56%	5.93%	11.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	152	12	7	8	6	1	6	3	11	13	4	5	0	2	1	1	0	2	2	4	2	5	2	15	3	0	7	2	5	1	3	1	2	2	3	5	2	2	1	1					
		1.30%	1.83%	0.92%	1.43%	1.27%	0.41%	1.78%	0.55%	1.27%	1.62%	1.10%	1.98%	0.00%	1.36%	0.68%	0.36%	0.00%	0.91%	0.99%	1.55%	0.74%	2.82%	0.84%	14.56%	1.20%	0.00%	3.48%	2.08%	1.61%	0.48%	0.99%	0.22%	0.96%	1.01%	1.20%	1.31%	1.55%	0.90%	0.74%	1.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2364	129	114	94	97	61	75	126	197	170	63	45	17	40	34	37	16	26	45	49	57	37	70	21	44	14	36	17	60	65	74	92	26	39	66	104	17	41	27	22					
		20.25%	19.63%	15.02%	16.76%	20.51%	25.00%	22.26%	23.16%	22.70%	21.20%	17.31%	17.79%	20.99%	27.21%	23.13%	13.17%	11.76%	11.87%	22.28%	18.99%	21.03%	20.90%	29.41%	20.39%	17.53%	12.50%	17.91%	17.71%	19.29%	31.10%	24.34%	20.18%	12.50%	19.60%	26.40%	27.30%	13.18%	18.47%	20.00%	24.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	125	7	1	2	9	4	11	12	23	15	2	1	0	1	2	1	0	4	2	2	0	3	2	1	2	0	1	0	0	1	1	2	1	3	2	4	0	2	0	1					
		1.07%	1.07%	0.13%	0.36%	1.90%	1.64%	3.26%	2.21%	2.65%	1.87%	0.55%	0.40%	0.00%	0.68%	1.36%	0.36%	0.00%	1.83%	0.99%	0.78%	0.00%	1.69%	0.84%	0.97%	0.80%	0.00%	0.50%	0.00%	0.00%	0.48%	0.33%	0.44%	0.48%	1.51%	0.80%	1.05%	0.00%	0.90%	0.00%	1.12%					
