Выборы Президента Российской Федерации																																																		
Дата голосования: 02.03.2008																																																		
																																																		
Наименование Избирательной комиссии:    Старорусская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
	Число участковых избирательных комиссий	43																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	43																																																
																																																		
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481					
1	"Число избирателей, включенных в списки избирателей"	40140	240	289	450	367	457	623	487	361	488	369	658	422	361	1075	674	1000	283	295	283	623	430	428	1217	875	1430	2370	1301	1724	1705	1299	967	1285	1002	1307	560	1249	1055	1697	1832	1890	1692	2742	278					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37600	250	300	450	350	450	600	450	350	500	400	650	450	350	1050	650	1000	250	300	300	650	400	450	1100	850	1350	2300	1100	1650	1650	1200	850	1200	950	1200	500	1100	1000	1600	1600	1600	1500	2400	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	22965	174	177	262	244	329	369	286	178	308	205	334	228	195	670	367	571	139	134	166	353	280	240	746	476	824	1329	767	1014	918	653	462	754	481	793	348	723	631	1341	1000	978	789	1552	177					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3240	39	71	120	65	58	107	136	116	91	94	146	117	110	56	154	186	98	109	87	119	80	92	50	24	44	50	39	20	42	86	111	75	40	46	16	20	50	39	28	38	56	33	82					
6	Число погашенных избирательных бюллетеней	11395	37	52	68	41	63	124	28	56	101	101	170	105	45	324	129	243	13	57	47	178	40	118	304	350	482	921	294	616	690	461	277	371	429	361	136	357	319	220	572	584	655	815	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3240	39	71	120	65	58	107	136	116	91	94	146	117	110	56	154	186	98	109	87	119	80	92	50	24	44	50	39	20	42	86	111	75	40	46	16	20	50	39	28	38	56	33	82					
8	Число бюллетеней в стационарных ящиках для голосования	22962	174	177	262	244	329	369	286	178	308	205	334	228	195	670	367	571	139	134	166	353	280	240	746	476	824	1329	767	1014	917	653	462	754	481	793	348	723	631	1341	1000	978	789	1550	177					
9	Число недействительных избирательных бюллетеней	238	0	0	4	0	3	8	1	2	3	2	3	5	1	7	0	7	0	0	2	4	4	0	5	2	7	15	10	11	7	7	2	7	5	8	1	11	9	18	14	11	8	22	2					
10	Число действительных избирательных бюллетеней	25964	213	248	378	309	384	468	421	292	396	297	477	340	304	719	521	750	237	243	251	468	356	332	791	498	861	1364	796	1023	952	732	571	822	516	831	363	732	672	1362	1014	1005	837	1561	257					
11	Число полученных открепительных  удостоверений	474	5	30	4	10	3	8	5	25	5	35	15	35	10	29	10	15	1	10	10	15	10	31	5	4	10	11	5	11	15	5	3	5	5	8	5	8	3	11	15	8	5	11	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	467	5	30	4	10	3	8	5	25	3	35	15	35	10	29	10	13	1	10	10	15	10	31	5	3	10	11	4	11	15	4	3	5	5	8	5	8	3	11	15	8	5	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	328	0	5	2	3	3	1	5	3	3	5	5	12	6	7	9	2	1	2	1	2	4	3	2	5	12	6	84	4	14	5	8	4	9	8	7	6	2	2	11	5	7	15	28					
14	Число неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	4	3	0	0	1	0	0	2	1	1	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	Богданов Андрей Владимирович	357	2	5	0	2	2	4	7	2	4	3	2	2	2	9	3	6	4	1	1	4	4	4	8	7	14	26	18	25	10	12	5	16	10	10	6	15	13	29	14	13	7	22	4					
		1.36%	0.94%	2.02%	0.00%	0.65%	0.52%	0.84%	1.66%	0.68%	1.00%	1.00%	0.42%	0.58%	0.66%	1.24%	0.58%	0.79%	1.69%	0.41%	0.40%	0.85%	1.11%	1.20%	1.01%	1.40%	1.61%	1.89%	2.23%	2.42%	1.04%	1.62%	0.87%	1.93%	1.92%	1.19%	1.65%	2.02%	1.91%	2.10%	1.36%	1.28%	0.83%	1.39%	1.54%					
19	Жириновский Владимир Вольфович	2544	8	16	36	9	40	39	49	42	35	40	53	46	18	68	51	82	13	22	22	41	35	35	61	51	79	123	56	105	85	65	70	66	50	80	44	100	91	109	94	103	91	186	35					
		9.71%	3.76%	6.45%	9.42%	2.91%	10.34%	8.19%	11.61%	14.29%	8.77%	13.38%	11.04%	13.33%	5.90%	9.37%	9.79%	10.83%	5.49%	9.05%	8.70%	8.69%	9.72%	10.54%	7.66%	10.20%	9.10%	8.92%	6.95%	10.15%	8.86%	8.80%	12.22%	7.96%	9.60%	9.54%	12.09%	13.46%	13.36%	7.90%	9.14%	10.14%	10.77%	11.75%	13.51%					
20	Зюганов Геннадий Андреевич	6045	60	47	55	49	57	70	72	63	45	54	93	68	33	133	90	150	21	47	37	120	108	46	157	144	240	402	239	304	290	197	157	182	156	186	89	197	89	279	307	283	226	355	48					
		23.07%	28.17%	18.95%	14.40%	15.86%	14.73%	14.71%	17.06%	21.43%	11.28%	18.06%	19.38%	19.71%	10.82%	18.32%	17.27%	19.82%	8.86%	19.34%	14.62%	25.42%	30.00%	13.86%	19.72%	28.80%	27.65%	29.15%	29.65%	29.40%	30.24%	26.66%	27.40%	21.95%	29.94%	22.17%	24.45%	26.51%	13.07%	20.22%	29.86%	27.85%	26.75%	22.43%	18.53%					
