Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Тугулымская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18255	1248	1274	1309	1224	567	124	468	216	765	61	276	147	961	122	157	225	1134	1025	80	414	91	530	561	732	1139	1175	769	180	190	676	313	102									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17725	1200	1250	1300	1200	550	100	450	200	750	100	250	150	950	100	150	200	1100	1000	75	400	90	510	550	700	1100	1150	750	170	180	650	300	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	95	0	0	0	0	0	0	10	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	7	24	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6419	464	406	442	428	174	51	107	93	259	38	137	73	335	38	54	96	407	405	29	169	41	186	171	198	401	328	299	85	66	227	156	56									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1009	76	43	38	33	30	7	28	13	53	4	30	16	56	42	36	22	49	56	13	31	13	31	22	32	31	46	35	3	15	57	44	4									
6	Число погашенных избирательных бюллетеней	10202	660	801	820	739	346	42	305	94	438	39	83	61	559	20	60	82	644	539	33	200	36	293	322	470	668	769	392	82	99	366	100	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1104	76	43	38	33	30	7	38	13	53	23	30	16	56	42	36	22	49	56	13	31	13	31	57	32	31	53	59	3	15	57	44	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6419	464	406	442	428	174	51	107	93	259	38	137	73	335	38	54	96	407	405	29	169	41	186	171	198	401	328	299	85	66	227	156	56									
9	Число недействительных избирательных бюллетеней	248	13	17	9	10	10	5	7	2	16	4	7	1	8	0	4	6	13	11	1	3	0	11	8	6	7	23	16	4	2	12	9	3									
10	Число действительных избирательных бюллетеней	7275	527	432	471	451	194	53	138	104	296	57	160	88	383	80	86	112	443	450	41	197	54	206	220	224	425	358	342	84	79	272	191	57									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	654	40	40	40	40	20	6	27	24	20	8	15	9	30	6	9	12	35	30	3	10	5	20	20	20	40	40	20	9	9	20	21	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	246	13	24	15	6	4	5	17	10	5	6	8	3	0	6	6	12	8	17	3	10	5	10	8	5	13	5	7	1	3	9	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	11	11	6	6	7	3	2	2	2	0	1	1	3	1	0	1	2	1	3	1	1	5	5	1	3	2	3	1	2	1	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	408	27	16	25	34	16	1	10	14	15	2	7	6	30	0	3	0	27	13	0	0	0	10	12	15	27	35	13	8	6	11	20	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0									
