Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Новомалыклинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361					
1	"Число избирателей, внесенных в список избирателей"	11991	291	455	423	274	156	442	1254	1281	189	524	335	307	1217	1082	588	836	398	306	517	378	545	193					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12240	340	490	450	300	150	440	1240	1270	200	500	350	330	1200	1100	580	800	400	290	550	460	600	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8526	240	359	318	198	117	349	899	894	148	415	227	237	730	661	412	539	326	229	406	283	402	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1116	21	40	43	33	16	41	75	72	12	35	39	28	111	134	83	94	29	20	55	47	60	28					
6	Число погашенных избирательных бюллетеней	2598	79	91	89	69	17	50	266	304	40	50	84	65	359	305	85	167	45	41	89	130	138	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1116	21	40	43	33	16	41	75	72	12	35	39	28	111	134	83	94	29	20	55	47	60	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8525	240	359	318	198	117	349	899	894	148	415	227	237	730	661	411	539	326	229	406	283	402	137					
9	Число недействительных избирательных бюллетеней	139	2	6	5	8	4	2	26	13	3	4	2	8	12	7	3	11	6	1	7	2	6	1					
10	Число действительных избирательных бюллетеней	9502	259	393	356	223	129	388	948	953	157	446	264	257	829	788	491	622	349	248	454	328	456	164					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1370	35	60	50	25	10	40	140	130	30	45	45	35	120	120	50	60	30	20	80	100	115	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1264	35	54	46	25	10	33	138	130	19	39	33	35	120	120	50	30	27	0	75	100	115	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	4	7	1	3	12	6	23	8	2	28	1	4	12	8	7	5	6	3	26	7	14	5					
14	Число погашенных неиспользованных открепительных удостоверений	106	0	6	4	0	0	7	2	0	11	6	12	0	0	0	0	30	3	20	5	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	6	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1129	35	47	46	28	15	19	124	139	11	57	37	35	114	97	54	51	26	42	59	28	48	17					
		11.71%	13.41%	11.78%	12.74%	12.12%	11.28%	4.87%	12.73%	14.39%	6.88%	12.67%	13.91%	13.21%	13.56%	12.20%	10.93%	8.06%	7.32%	16.87%	12.80%	8.48%	10.39%	10.30%					
