Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Бардымская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
1	"Число избирателей, внесенных в списки"	19712	482	539	303	59	2495	1937	1551	252	102	131	354	333	312	146	314	1013	212	62	1001	108	247	209	424	210	878	565	479	159	321	105	77	154	165	69	425	117	126	1071	354	542	137	279	375	211	230	77					
2	"Число бюллетеней, полученных участковыми комиссиями"	19645	500	500	300	60	2500	1900	1500	300	100	150	360	350	300	150	320	900	220	80	1000	115	250	220	430	220	850	550	500	150	330	100	75	150	160	70	430	120	130	1050	370	500	120	300	400	260	230	75					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13073	324	381	234	58	1427	1073	995	220	90	100	290	271	247	108	241	669	136	57	703	89	168	151	298	177	579	344	319	117	249	68	60	108	108	50	290	82	97	673	233	324	76	217	250	134	141	47					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1023	66	24	16	1	80	40	12	12	5	12	22	14	12	9	18	32	38	4	50	9	27	15	22	17	46	34	37	11	28	11	6	5	14	4	32	13	10	30	10	11	11	17	16	43	52	25					
6	Число погашенных бюллетеней	5549	110	95	50	1	993	787	493	68	5	38	48	65	41	33	61	199	46	19	247	17	55	54	110	26	225	172	144	22	53	21	9	37	38	16	108	25	23	347	127	165	33	66	134	83	37	3					
7	Число бюллетеней в переносных ящиках для голосования	1023	66	24	16	1	80	40	12	12	5	12	22	14	12	9	18	32	38	4	50	9	27	15	22	17	46	34	37	11	28	11	6	5	14	4	32	13	10	30	10	11	11	17	16	43	52	25					
8	Число бюллетеней в стационарных ящиках для голосования	13073	324	381	234	58	1427	1073	995	220	90	100	290	271	247	108	241	669	136	57	703	89	168	151	298	177	579	344	319	117	249	68	60	108	108	50	290	82	97	673	233	324	76	217	250	134	141	47					
9	Число недействительных бюллетеней	696	24	29	22	0	29	25	22	15	6	10	7	9	13	31	13	24	8	6	27	7	18	13	15	12	47	17	9	8	16	7	1	3	9	0	9	4	11	48	9	35	9	24	29	8	1	7					
10	Число действительных бюллетеней	13400	366	376	228	59	1478	1088	985	217	89	102	305	276	246	86	246	677	166	55	726	91	177	153	305	182	578	361	347	120	261	72	65	110	113	54	313	91	96	655	234	300	78	210	237	169	192	65					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	205	2	2	7	0	22	23	9	5	1	3	4	7	3	2	3	16	2	3	10	1	1	4	3	3	7	6	3	4	3	1	3	3	2	1	5	3	2	5	1	2	2	3	3	3	6	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	163	2	2	7	0	22	17	7	5	1	3	4	6	3	0	2	16	2	3	8	1	0	4	3	2	6	6	2	1	2	0	0	2	0	0	4	2	0	5	1	2	0	1	3	2	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	2	2	0	0	9	5	4	1	2	3	0	2	1	0	3	4	0	0	5	0	0	0	1	0	0	0	1	1	4	0	0	1	1	0	4	2	2	1	0	1	0	3	2	0	2	0					
14	Число погашенных открепительных удостоверений	42	0	0	0	0	0	6	2	0	0	0	0	1	0	2	1	0	0	0	2	0	1	0	0	1	1	0	1	3	1	1	3	1	2	1	1	1	2	0	0	0	2	2	0	1	2	1					
15	Число открепительных удостоверений выданных ТИК	21	0	1	0	0	1	4	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
