Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    район Орехово-Борисово Северное																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	74017	2580	2526	2724	2843	2650	2527	2753	2390	2220	2037	2661	2278	2470	2051	2188	2184	2236	1978	2281	2389	2261	2554	2183	2327	2169	2051	2777	2525	2366	2230	2458	150									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	72350	2500	2500	2700	2800	2600	2500	2700	2300	2200	2000	2600	2200	2400	2000	2100	2100	2200	1900	2200	2400	2200	2500	2100	2300	2100	2000	2700	2500	2300	2200	2400	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	25264	958	863	899	915	773	965	859	743	740	694	972	999	804	635	664	998	727	699	726	744	757	875	695	756	683	760	923	911	838	742	797	150									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	605	20	24	23	19	38	17	23	20	28	18	23	21	10	10	14	11	18	22	15	27	32	15	17	13	12	28	13	21	21	17	15	0									
6	Число погашенных избирательных бюллетеней	46481	1522	1613	1778	1866	1789	1518	1818	1537	1432	1288	1605	1180	1586	1355	1422	1091	1455	1179	1459	1629	1411	1610	1388	1531	1405	1212	1764	1568	1441	1441	1588	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	605	20	24	23	19	38	17	23	20	28	18	23	21	10	10	14	11	18	22	15	27	32	15	17	13	12	28	13	21	21	17	15	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	25173	958	862	886	905	773	963	859	743	712	694	972	999	794	635	664	993	724	698	726	743	757	860	693	756	683	760	923	911	838	742	797	150									
9	Число недействительных избирательных бюллетеней	377	23	15	26	3	5	8	14	13	12	12	21	11	13	14	13	17	8	0	15	19	9	10	11	18	4	8	12	0	14	10	12	7									
10	Число действительных избирательных бюллетеней	25401	955	871	883	921	806	972	868	750	728	700	974	1009	791	631	665	987	734	720	726	751	780	865	699	751	691	780	924	932	845	749	800	143									
