Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Волжская  																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25					
1	"Число избирателей, внесенных в списки"	18314	409	1193	470	460	601	247	890	298	332	1157	227	986	428	192	393	1586	1116	1618	1608	313	914	486	702	460	1228					
2	"Число бюллетеней, полученных участковыми комиссиями"	16740	380	1080	430	420	560	230	790	240	325	1050	210	880	390	180	360	1520	1020	1440	1420	280	915	440	640	420	1120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9162	201	619	216	174	294	132	605	208	173	576	107	361	204	80	169	847	496	921	945	179	494	221	280	162	498					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	622	16	27	48	33	62	11	28	9	1	22	20	25	21	9	0	25	13	7	9	0	11	45	63	51	66					
6	Число погашенных бюллетеней	6956	163	434	166	213	204	87	157	23	151	452	83	494	165	91	191	648	511	512	466	101	410	174	297	207	556					
7	Число бюллетеней в переносных ящиках для голосования	622	16	27	48	33	62	11	28	9	1	22	20	25	21	9	0	25	13	7	9	0	11	45	63	51	66					
8	Число бюллетеней в стационарных ящиках для голосования	9162	201	619	216	174	294	132	605	208	173	576	107	361	204	80	169	847	496	921	945	179	494	221	280	162	498					
9	Число недействительных бюллетеней	378	17	14	6	10	15	20	28	7	5	25	11	15	5	6	9	25	13	15	17	22	13	10	11	19	40					
10	Число действительных бюллетеней	9406	200	632	258	197	341	123	605	210	169	573	116	371	220	83	160	847	496	913	937	157	492	256	332	194	524					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	484	12	30	10	10	16	5	22	5	10	30	6	28	11	5	10	45	30	42	42	8	30	12	18	12	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	90	1	8	3	1	8	0	4	4	2	6	0	3	5	2	0	8	1	9	7	0	2	2	1	3	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	193	2	4	3	3	1	1	1	100	13	2	3	3	1	3	0	10	3	15	6	2	5	0	2	4	6					
14	Число погашенных открепительных удостоверений	394	11	22	7	9	8	5	18	1	8	24	6	25	6	3	10	37	29	33	35	8	28	10	17	9	25					
15	Число открепительных удостоверений выданных ТИК	16	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	2	0	3	0	0	3	0	0	0	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	199	6	21	3	3	9	4	21	4	3	9	0	9	4	2	7	14	11	13	22	0	8	0	8	5	13					
		2.03%	2.76%	3.25%	1.13%	1.44%	2.52%	2.79%	3.31%	1.84%	1.72%	1.50%	0.0%	2.33%	1.77%	2.24%	4.14%	1.60%	2.16%	1.40%	2.30%	0.0%	1.58%	0.0%	2.33%	2.34%	2.30%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	115	5	17	3	3	3	0	5	7	4	4	2	0	1	1	2	7	4	18	16	1	3	1	3	2	3					
		1.17%	2.30%	2.63%	1.13%	1.44%	0.84%	0.0%	0.78%	3.22%	2.29%	0.66%	1.57%	0.0%	0.44%	1.12%	1.18%	0.80%	0.78%	1.93%	1.67%	0.55%	0.59%	0.37%	0.87%	0.93%	0.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	197	6	7	4	7	6	2	9	14	1	8	2	3	6	0	4	17	12	17	24	4	9	5	8	10	12					
		2.01%	2.76%	1.08%	1.51%	3.38%	1.68%	1.39%	1.42%	6.45%	0.57%	1.33%	1.57%	0.77%	2.66%	0.0%	2.36%	1.94%	2.35%	1.83%	2.51%	2.23%	1.78%	1.87%	2.33%	4.69%	2.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	103	2	13	0	5	2	0	2	3	4	3	1	3	3	0	1	8	7	11	12	1	1	6	3	4	8					
		1.05%	0.92%	2.01%	0.0%	2.41%	0.56%	0.0%	0.31%	1.38%	2.29%	0.50%	0.78%	0.77%	1.33%	0.0%	0.59%	0.91%	1.37%	1.18%	1.25%	0.55%	0.19%	2.25%	0.87%	1.87%	1.41%					
22	"5. ""За Русь Святую"""	73	2	13	4	1	1	1	0	0	1	3	1	5	0	1	1	7	2	7	6	2	5	0	3	3	4					
		0.74%	0.92%	2.01%	1.51%	0.48%	0.28%	0.69%	0.0%	0.0%	0.57%	0.50%	0.78%	1.29%	0.0%	1.12%	0.59%	0.80%	0.39%	0.75%	0.62%	1.11%	0.99%	0.0%	0.87%	1.40%	0.70%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	0	1	0	1	2	0	1	1	0	0	1	0	1	5	0	6	0	1	1	0	0	1	1					
		0.23%	0.0%	0.0%	0.0%	0.48%	0.0%	0.69%	0.31%	0.0%	0.57%	0.16%	0.0%	0.0%	0.44%	0.0%	0.59%	0.57%	0.0%	0.64%	0.0%	0.55%	0.19%	0.0%	0.0%	0.46%	0.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	0	4	1	0	1	0	1	0	0	2	1	0	1	0	0	4	1	4	2	1	0	0	2	0	1					
		0.26%	0.0%	0.61%	0.37%	0.0%	0.28%	0.0%	0.15%	0.0%	0.0%	0.33%	0.78%	0.0%	0.44%	0.0%	0.0%	0.45%	0.19%	0.43%	0.20%	0.55%	0.0%	0.0%	0.58%	0.0%	0.17%					
25	"8. ""Народно-республиканская партия России"""	23	0	4	0	0	0	1	1	0	0	2	1	1	0	1	1	1	0	3	2	0	1	0	1	1	2					
		0.23%	0.0%	0.61%	0.0%	0.0%	0.0%	0.69%	0.15%	0.0%	0.0%	0.33%	0.78%	0.25%	0.0%	1.12%	0.59%	0.11%	0.0%	0.32%	0.20%	0.0%	0.19%	0.0%	0.29%	0.46%	0.35%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	0	5	0	1	1	0	3	0	0	4	1	2	0	2	2	2	1	1	2	3	1	0	2	1	2					
		0.36%	0.0%	0.77%	0.0%	0.48%	0.28%	0.0%	0.47%	0.0%	0.0%	0.66%	0.78%	0.51%	0.0%	2.24%	1.18%	0.22%	0.19%	0.10%	0.20%	1.67%	0.19%	0.0%	0.58%	0.46%	0.35%					
27	"10. ""Аграрная партия России"""	1301	15	76	38	36	61	24	66	6	11	108	36	50	38	11	22	187	37	81	76	22	70	46	75	23	86					
		13.29%	6.91%	11.76%	14.39%	17.39%	17.13%	16.78%	10.42%	2.76%	6.32%	18.06%	28.34%	12.95%	16.88%	12.35%	13.01%	21.44%	7.26%	8.72%	7.96%	12.29%	13.86%	17.29%	21.86%	10.79%	15.24%					
28	"11. ""Истинные патриоты России"""	27	0	1	2	2	0	0	3	0	1	5	1	0	1	1	0	6	1	0	0	2	0	0	0	0	1					
		0.27%	0.0%	0.15%	0.75%	0.96%	0.0%	0.0%	0.47%	0.0%	0.57%	0.83%	0.78%	0.0%	0.44%	1.12%	0.0%	0.68%	0.19%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.17%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	131	2	13	9	2	1	0	3	3	4	17	4	6	2	1	0	10	10	6	16	3	3	5	4	0	7					
		1.33%	0.92%	2.01%	3.40%	0.96%	0.28%	0.0%	0.47%	1.38%	2.29%	2.84%	3.14%	1.55%	0.88%	1.12%	0.0%	1.14%	1.96%	0.64%	1.67%	1.67%	0.59%	1.87%	1.16%	0.0%	1.24%					
30	"13. ""Демократическая партия России"""	47	2	1	0	1	0	0	4	0	1	4	2	0	2	0	0	3	1	11	4	3	3	0	1	0	4					
		0.48%	0.92%	0.15%	0.0%	0.48%	0.0%	0.0%	0.63%	0.0%	0.57%	0.66%	1.57%	0.0%	0.88%	0.0%	0.0%	0.34%	0.19%	1.18%	0.41%	1.67%	0.59%	0.0%	0.29%	0.0%	0.70%					
31	"14. ""Великая Россия - Евразийский Союз"""	33	0	3	1	0	0	1	1	1	0	5	2	0	0	2	1	1	1	3	2	1	0	1	3	0	4					
		0.33%	0.0%	0.46%	0.37%	0.0%	0.0%	0.69%	0.15%	0.46%	0.0%	0.83%	1.57%	0.0%	0.0%	2.24%	0.59%	0.11%	0.19%	0.32%	0.20%	0.55%	0.0%	0.37%	0.87%	0.0%	0.70%					
32	"15. ""Партия СЛОН"""	25	2	0	1	0	1	0	1	1	0	0	1	2	1	0	0	2	1	2	3	2	0	0	1	4	0					
		0.25%	0.92%	0.0%	0.37%	0.0%	0.28%	0.0%	0.15%	0.46%	0.0%	0.0%	0.78%	0.51%	0.44%	0.0%	0.0%	0.22%	0.19%	0.21%	0.31%	1.11%	0.0%	0.0%	0.29%	1.87%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	467	18	28	15	5	9	2	7	21	6	27	8	20	9	2	9	52	31	67	48	6	20	4	20	6	27					
		4.77%	8.29%	4.33%	5.68%	2.41%	2.52%	1.39%	1.10%	9.67%	3.44%	4.51%	6.29%	5.18%	4.0%	2.24%	5.32%	5.96%	6.09%	7.21%	5.03%	3.35%	3.96%	1.50%	5.83%	2.81%	4.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	70	1	5	6	5	3	1	3	2	0	7	3	0	3	0	0	9	0	4	4	3	3	2	1	2	3					
		0.71%	0.46%	0.77%	2.27%	2.41%	0.84%	0.69%	0.47%	0.92%	0.0%	1.17%	2.36%	0.0%	1.33%	0.0%	0.0%	1.03%	0.0%	0.43%	0.41%	1.67%	0.59%	0.75%	0.29%	0.93%	0.53%					
35	"18. ""ЛДПР"""	948	20	60	12	12	60	14	21	23	22	59	18	51	35	4	14	74	69	122	94	24	39	18	27	18	38					
		9.68%	9.21%	9.28%	4.54%	5.79%	16.85%	9.79%	3.31%	10.59%	12.64%	9.86%	14.17%	13.21%	15.55%	4.49%	8.28%	8.48%	13.55%	13.14%	9.85%	13.40%	7.72%	6.76%	7.87%	8.45%	6.73%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	332	6	34	7	5	7	5	21	3	10	20	3	8	5	9	5	28	16	28	42	9	30	4	7	5	15					
		3.39%	2.76%	5.26%	2.65%	2.41%	1.96%	3.49%	3.31%	1.38%	5.74%	3.34%	2.36%	2.07%	2.22%	10.11%	2.95%	3.21%	3.14%	3.01%	4.40%	5.02%	5.94%	1.50%	2.04%	2.34%	2.65%					
37	"20. ""Политическая партия ""Единая Россия"""	2767	54	215	95	38	69	26	262	74	66	131	12	70	39	21	45	231	182	320	394	21	99	30	71	71	131					
		28.28%	24.88%	33.28%	35.98%	18.35%	19.38%	18.18%	41.39%	34.10%	37.93%	21.90%	9.44%	18.13%	17.33%	23.59%	26.62%	26.49%	35.75%	34.48%	41.29%	11.73%	19.60%	11.27%	20.69%	33.33%	23.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	2	1	1	0	2	1	0	1	1	0	2	2	0	1	0	3	3	0	3	2	2	1	1	1	1					
		0.31%	0.92%	0.15%	0.37%	0.0%	0.56%	0.69%	0.0%	0.46%	0.57%	0.0%	1.57%	0.51%	0.0%	1.12%	0.0%	0.34%	0.58%	0.0%	0.31%	1.11%	0.39%	0.37%	0.29%	0.46%	0.17%					
39	"22. ""Развитие предпринимательства"""	37	0	5	4	1	1	2	2	0	1	2	0	5	1	2	1	1	1	3	2	0	1	1	0	1	0					
