Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Веселовская районная																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №2519					
1	"Число избирателей, внесенных в списки избирателей"	19548	2617	1162	1238	2643	331	121	231	790	633	437	380	919	473	1358	661	757	515	301	468	844	322	966	556	825					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17495	2331	973	1094	2342	297	114	205	693	589	383	317	851	441	1196	617	692	459	270	433	765	282	869	506	776					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11626	1461	616	694	1308	206	80	150	480	403	255	224	556	395	776	363	480	445	196	353	570	200	630	289	496					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1488	75	123	75	293	26	8	12	51	47	77	35	82	15	49	69	31	7	27	33	60	34	86	85	88					
6	Число погашенных избирательных бюллетеней	4381	795	234	325	741	65	26	43	162	139	51	58	213	31	371	185	181	7	47	47	135	48	153	132	192					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1488	75	123	75	293	26	8	12	51	47	77	35	82	15	49	69	31	7	27	33	60	34	86	85	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11626	1461	616	694	1308	206	80	150	480	403	255	224	556	395	776	363	480	445	196	353	570	200	630	289	496					
9	Число недействительных избирательных бюллетеней	109	6	5	8	17	0	1	0	0	4	1	3	8	1	9	7	1	10	2	3	6	0	10	4	3					
10	Число действительных избирательных бюллетеней	13005	1530	734	761	1584	232	87	162	531	446	331	256	630	409	816	425	510	442	221	383	624	234	706	370	581					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	496	30	34	34	40	15	15	15	15	20	15	15	30	15	30	20	20	15	15	15	20	10	17	15	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	248	20	5	15	23	2	10	2	7	20	7	1	19	15	6	14	4	0	0	8	19	2	15	8	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	7	0	3	6	2	2	0	1	2	0	0	7	1	2	3	0	3	1	1	11	0	8	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	248	10	29	19	17	13	5	13	8	0	8	14	11	0	24	6	16	15	15	7	1	8	2	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	313	25	15	27	34	1	3	9	16	11	6	4	18	8	24	4	11	5	3	14	26	3	16	21	9					
		2.39%	1.63%	2.03%	3.51%	2.12%	0.43%	3.41%	5.56%	3.01%	2.44%	1.81%	1.54%	2.82%	1.95%	2.91%	0.93%	2.15%	1.11%	1.35%	3.63%	4.13%	1.28%	2.23%	5.61%	1.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	4	2	4	8	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	2	0	2	4	1					
		0.25%	0.26%	0.27%	0.52%	0.50%	0.00%	0.00%	0.00%	0.19%	0.00%	0.30%	0.39%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.45%	0.00%	0.32%	0.00%	0.28%	1.07%	0.17%					
20	3.Политическая партия «Демократическая партия России»	8	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2					
		0.06%	0.00%	0.14%	0.26%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.34%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1472	224	102	100	219	14	4	9	68	60	21	17	54	15	92	56	19	20	24	34	60	12	79	42	127					
		11.22%	14.58%	13.80%	13.00%	13.68%	6.03%	4.55%	5.56%	12.81%	13.33%	6.33%	6.56%	8.46%	3.66%	11.15%	12.96%	3.72%	4.42%	10.76%	8.81%	9.52%	5.13%	11.03%	11.23%	21.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	1	2	2	2	0	0	0	0	1	2	0	3	0	0	0	0	0	0	2	0	0	0	1	0					
		0.12%	0.07%	0.27%	0.26%	0.12%	0.00%	0.00%	0.00%	0.00%	0.22%	0.60%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	0	0	4	5	0	0	0	1	0	0	0	2	0	4	0	0	0	1	1	1	1	0	0	1					
		0.16%	0.00%	0.00%	0.52%	0.31%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.31%	0.00%	0.48%	0.00%	0.00%	0.00%	0.45%	0.26%	0.16%	0.43%	0.00%	0.00%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	716	69	35	38	60	21	5	5	46	14	14	13	58	15	33	12	36	12	14	37	54	19	38	31	37					
		5.46%	4.49%	4.74%	4.94%	3.75%	9.05%	5.68%	3.09%	8.66%	3.11%	4.22%	5.02%	9.09%	3.66%	4.00%	2.78%	7.05%	2.65%	6.28%	9.59%	8.57%	8.12%	5.31%	8.29%	6.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	585	91	47	55	71	3	5	4	24	14	12	9	25	14	41	13	27	13	2	8	11	4	30	9	53					
