Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Волоконовская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440					
1	"Число избирателей, внесенных в списки"	28098	1900	1639	1890	1139	1392	993	1113	1892	1977	687	590	325	307	127	261	515	184	552	795	159	199	817	250	374	183	342	260	893	326	397	415	703	388	780	353	531	127	657	115	341	324	232	654					
2	"Число бюллетеней, полученных участковыми комиссиями"	28120	1900	1639	1880	1143	1386	980	1116	1901	1965	691	589	329	308	128	261	514	185	554	794	160	201	819	250	376	185	343	284	889	324	392	414	705	386	773	354	533	129	647	116	345	331	244	657					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19651	1250	1074	1219	819	1098	656	831	1303	1292	442	450	185	207	93	110	395	150	279	548	102	178	575	192	356	160	247	164	624	249	270	254	495	369	656	253	354	43	480	82	263	228	185	471					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2856	80	75	128	55	59	52	52	52	90	113	105	132	93	13	107	57	17	171	108	50	6	54	29	10	21	67	96	93	33	68	67	116	17	41	62	142	80	65	16	46	32	16	70					
6	Число погашенных бюллетеней	5613	570	490	533	269	229	272	233	546	583	136	34	12	8	22	44	62	18	104	138	8	17	190	29	10	4	29	24	172	42	54	93	94	0	76	39	37	6	102	18	36	71	43	116					
7	Число бюллетеней в переносных ящиках для голосования	2856	80	75	128	55	59	52	52	52	90	113	105	132	93	13	107	57	17	171	108	50	6	54	29	10	21	67	96	93	33	68	67	116	17	41	62	142	80	65	16	46	32	16	70					
8	Число бюллетеней в стационарных ящиках для голосования	19651	1250	1074	1219	819	1098	656	831	1303	1292	442	450	185	207	93	110	395	150	279	548	102	178	575	192	356	160	247	164	624	249	270	254	495	369	656	253	354	43	480	82	263	228	185	471					
9	Число недействительных бюллетеней	372	10	13	27	10	16	21	17	1	21	8	9	16	1	0	0	5	14	5	4	1	2	12	1	11	0	17	4	10	13	6	7	11	7	8	16	7	2	3	5	21	3	2	5					
10	Число действительных бюллетеней	22135	1320	1136	1320	864	1141	687	866	1354	1361	547	546	301	299	106	217	447	153	445	652	151	182	617	220	355	181	297	256	707	269	332	314	600	379	689	299	489	121	542	93	288	257	199	536					
