Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
"Наименование Избирательной комиссии:    Ярославль, Фрунзенская "																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
1	"Число избирателей, внесенных в списки"	100348	1030	868	947	1003	1368	2736	1433	1429	1351	2108	2517	2707	2782	1256	2730	2023	1241	2815	1942	2193	2045	2768	2322	2397	1782	2505	2669	2039	2612	2827	2434	2612	1443	2695	2648	2349	2337	1980	2366	2246	2455	2581	2572	2702	1374	1671	1639	146	173	255	1225					
2	"Число бюллетеней, полученных участковыми комиссиями"	99027	950	955	900	950	1300	2700	1350	1400	1300	2000	2400	2500	2700	1200	5200	1900	1200	2700	1800	2100	2000	2700	2200	2300	1700	2400	2600	2000	2500	2700	2400	2500	1400	2600	2600	2300	2300	1900	2300	2200	2400	2500	2500	2600	1300	1600	1500	58	83	181	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	58291	371	852	327	396	632	1538	598	885	799	1321	1424	1534	1733	756	1684	1192	730	1753	1200	1316	1098	1732	1435	1403	839	1424	1680	1099	1501	1525	1489	1578	801	1774	1623	1294	1394	1021	1430	1464	1517	1686	1496	1627	617	821	863	28	54	140	797					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1571	11	0	29	32	34	51	34	16	11	34	37	24	26	14	30	26	15	51	42	60	48	47	67	28	28	26	21	34	114	46	50	28	13	45	50	39	13	33	36	31	15	7	17	14	39	22	33	0	15	24	11					
6	Число погашенных бюллетеней	39165	568	103	544	522	634	1111	718	499	490	645	939	942	941	430	3486	682	455	896	558	724	854	921	698	869	833	950	899	867	885	1129	861	894	586	781	927	967	893	846	834	705	868	807	987	959	644	757	604	30	14	17	392					
7	Число бюллетеней в переносных ящиках для голосования	1509	11	0	29	32	34	51	34	16	11	34	37	24	26	14	30	26	15	51	42	60	48	47	67	28	28	26	21	34	52	46	50	28	13	45	50	39	13	33	36	31	15	7	17	14	39	22	33	0	15	24	11					
8	Число бюллетеней в стационарных ящиках для голосования	58235	371	852	327	396	632	1534	594	885	799	1320	1423	1530	1732	756	1684	1190	730	1753	1200	1316	1098	1728	1435	1403	839	1424	1680	1098	1501	1525	1487	1555	801	1774	1623	1294	1394	1021	1430	1464	1511	1686	1494	1628	617	821	861	28	54	140	797					
9	Число недействительных бюллетеней	1048	6	48	9	7	15	21	16	3	15	26	24	22	26	15	22	23	26	19	20	41	27	23	18	19	17	24	54	12	26	10	39	26	17	15	35	13	32	17	17	16	12	16	17	17	21	33	32	1	1	6	31					
10	Число действительных бюллетеней	58696	376	804	347	421	651	1564	612	898	795	1328	1436	1532	1732	755	1692	1193	719	1785	1222	1335	1119	1752	1484	1412	850	1426	1647	1120	1527	1561	1498	1557	797	1804	1638	1320	1375	1037	1449	1479	1514	1677	1494	1625	635	810	862	27	68	158	777					
