Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Кормиловская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839					
1	"Число избирателей, внесенных в списки избирателей"	18414	543	2242	830	984	2210	623	856	710	132	101	469	117	120	478	212	406	525	238	56	460	578	108	453	99	278	865	141	828	80	123	61	457	541	159	715	67	134	60	355					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17824	500	2000	800	900	2000	600	800	800	130	100	480	120	130	430	210	400	550	280	60	420	580	120	450	120	290	869	150	800	95	120	70	450	510	180	710	80	130	70	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12745	331	1358	542	564	1333	373	465	625	82	55	377	102	86	388	144	297	401	208	42	362	421	87	341	83	244	760	122	586	71	98	52	366	426	126	474	57	79	55	162					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1785	37	103	32	83	82	23	45	85	39	20	31	11	23	38	63	57	57	23	11	58	82	17	58	16	21	96	16	99	9	5	9	36	66	33	98	8	44	5	146					
6	Число погашенных избирательных бюллетеней	3294	132	539	226	253	585	204	290	90	9	25	72	7	21	4	3	46	92	49	7	0	77	16	51	21	25	13	12	115	15	17	9	48	18	21	138	15	7	10	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1785	37	103	32	83	82	23	45	85	39	20	31	11	23	38	63	57	57	23	11	58	82	17	58	16	21	96	16	99	9	5	9	36	66	33	98	8	44	5	146					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12743	331	1357	542	564	1332	373	465	625	82	55	377	102	86	388	144	297	401	208	42	362	421	87	341	83	244	760	122	586	71	98	52	366	426	126	474	57	79	55	162					
9	Число недействительных избирательных бюллетеней	261	6	19	6	14	16	2	6	15	4	5	3	1	2	21	6	3	21	6	0	9	8	1	8	1	0	9	6	15	2	1	0	17	2	7	14	0	4	0	1					
10	Число действительных избирательных бюллетеней	14267	362	1441	568	633	1398	394	504	695	117	70	405	112	107	405	201	351	437	225	53	411	495	103	391	98	265	847	132	670	78	102	61	385	490	152	558	65	119	60	307					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	840	5	20	24	16	25	7	9	73	5	19	29	10	8	15	10	42	45	50	8	22	15	5	48	14	24	85	15	49	8	8	7	5	5	16	66	12	5	1	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	836	5	20	24	16	25	7	9	73	5	19	29	10	8	15	10	42	45	50	8	22	15	4	48	14	24	85	15	49	5	8	7	5	5	16	66	12	5	1	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	248	7	21	16	15	18	6	4	8	4	3	5	6	4	6	7	6	4	1	1	8	6	7	6	1	5	17	2	10	4	2	3	4	6	5	5	5	5	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	8	3	1	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	317	5	29	13	8	14	3	13	15	1	2	11	1	6	18	4	4	8	3	1	6	31	4	13	8	7	21	0	23	1	2	0	6	7	0	16	1	3	2	7					
		2.18%	1.36%	1.99%	2.26%	1.24%	0.99%	0.76%	2.55%	2.11%	0.83%	2.67%	2.70%	0.88%	5.50%	4.23%	1.93%	1.13%	1.75%	1.30%	1.89%	1.43%	6.16%	3.85%	3.26%	8.08%	2.64%	2.45%	0.00%	3.36%	1.25%	1.94%	0.00%	1.49%	1.42%	0.00%	2.80%	1.54%	2.44%	3.33%	2.27%					
19	2.Всероссийская политическая партия «Гражданская Сила»	57	1	10	0	2	12	3	2	2	0	0	1	0	1	2	0	1	0	0	1	2	2	0	0	0	0	1	0	7	0	0	1	0	1	0	2	0	1	0	2					
		0.39%	0.27%	0.68%	0.00%	0.31%	0.85%	0.76%	0.39%	0.28%	0.00%	0.00%	0.25%	0.00%	0.92%	0.47%	0.00%	0.28%	0.00%	0.00%	1.89%	0.48%	0.40%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	1.02%	0.00%	0.00%	1.64%	0.00%	0.20%	0.00%	0.35%	0.00%	0.81%	0.00%	0.65%					
20	3.Политическая партия «Демократическая партия России»	29	2	2	1	2	4	1	1	3	0	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0					
		0.20%	0.54%	0.14%	0.17%	0.31%	0.28%	0.25%	0.20%	0.42%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.28%	0.00%	0.87%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1563	53	226	76	79	157	28	50	69	9	3	37	8	8	51	11	42	70	13	14	29	32	7	48	3	20	71	15	75	4	9	6	30	48	17	78	5	31	4	27					
