Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Улетовская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284					
1	"Число избирателей, внесенных в списки избирателей"	15825	157	534	140	115	778	310	1007	239	268	308	662	467	116	656	439	1949	2048	1061	740	440	560	2469	229	133					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15849	157	537	144	115	790	307	1024	238	263	307	674	469	112	630	430	1944	2037	1040	763	446	563	2505	230	124					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9207	121	377	100	114	504	188	580	166	155	196	359	354	88	424	343	1013	1110	586	399	274	307	1259	121	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	580	0	11	7	0	24	12	58	0	12	21	44	21	9	35	6	76	76	29	32	16	15	59	9	8					
6	Число погашенных избирательных бюллетеней	6062	36	149	37	1	262	107	386	72	96	90	271	94	15	171	81	855	851	425	332	156	241	1187	100	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	580	0	11	7	0	24	12	58	0	12	21	44	21	9	35	6	76	76	29	32	16	15	59	9	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9207	121	377	100	114	504	188	580	166	155	196	359	354	88	424	343	1013	1110	586	399	274	307	1259	121	69					
9	Число недействительных избирательных бюллетеней	97	0	4	3	0	7	0	12	0	0	2	9	1	1	9	5	7	10	6	1	3	5	10	1	1					
10	Число действительных избирательных бюллетеней	9690	121	384	104	114	521	200	626	166	167	215	394	374	96	450	344	1082	1176	609	430	287	317	1308	129	76					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	397	4	13	4	3	20	8	25	6	7	13	17	12	3	15	11	33	46	26	20	11	29	63	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	146	1	3	1	0	3	2	4	0	0	9	8	5	0	1	6	13	16	6	15	1	20	27	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	111	1	1	1	1	3	0	4	1	1	7	2	2	1	4	9	10	15	5	2	2	10	18	3	8					
14	Число погашенных неиспользованных открепительных удостоверений	251	3	10	3	3	17	6	21	6	7	4	9	7	3	14	5	20	30	20	5	10	9	36	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	301	0	11	6	1	21	15	27	0	4	17	15	8	0	20	8	37	32	16	18	14	2	22	6	1					
		3.08%	0.00%	2.84%	5.61%	0.88%	3.98%	7.50%	4.23%	0.00%	2.40%	7.83%	3.72%	2.13%	0.00%	4.36%	2.29%	3.40%	2.70%	2.60%	4.18%	4.83%	0.62%	1.67%	4.62%	1.30%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	1	0	0	0	1	1	0	0	0	1	2	1	2	0	2	1	1	0	1	1	8	0	0					
		0.24%	0.00%	0.26%	0.00%	0.00%	0.00%	0.50%	0.16%	0.00%	0.00%	0.00%	0.25%	0.53%	1.03%	0.44%	0.00%	0.18%	0.08%	0.16%	0.00%	0.34%	0.31%	0.61%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	1	0	0	0	2	0	0	0	1	0	1	0	1	2	0	1	0	0	1	0	0	0	0					
		0.10%	0.00%	0.26%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.27%	0.00%	0.22%	0.57%	0.00%	0.08%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1343	20	65	23	22	65	27	99	26	17	38	47	47	5	65	28	190	188	65	71	40	36	144	5	10					
		13.72%	16.53%	16.75%	21.50%	19.30%	12.31%	13.50%	15.52%	15.66%	10.18%	17.51%	11.66%	12.53%	5.15%	14.16%	8.02%	17.45%	15.85%	10.57%	16.47%	13.79%	11.18%	10.93%	3.85%	12.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	6	4	2	1	0	0	1	0	0					
		0.19%	0.83%	0.00%	0.00%	0.00%	0.19%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.55%	0.34%	0.33%	0.23%	0.00%	0.00%	0.08%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	2	0	1	0	1					
		0.12%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.34%	0.00%	0.00%	0.69%	0.00%	0.08%	0.00%	1.30%					
24	7.Политическая партия «Либерально-демократическая партия России»	1437	12	42	19	32	84	32	95	16	11	17	53	36	8	72	28	151	154	69	85	41	68	275	23	14					
		14.68%	9.92%	10.82%	17.76%	28.07%	15.91%	16.00%	14.89%	9.64%	6.59%	7.83%	13.15%	9.60%	8.25%	15.69%	8.02%	13.87%	12.98%	11.22%	19.72%	14.14%	21.12%	20.86%	17.69%	18.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	510	2	14	2	1	25	11	20	6	4	7	13	25	1	27	15	55	74	25	9	11	26	129	3	5					
		5.21%	1.65%	3.61%	1.87%	0.88%	4.73%	5.50%	3.13%	3.61%	2.40%	3.23%	3.23%	6.67%	1.03%	5.88%	4.30%	5.05%	6.24%	4.07%	2.09%	3.79%	8.07%	9.79%	2.31%	6.49%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	44	0	1	0	0	3	0	2	0	0	2	3	1	0	2	1	2	6	1	4	3	0	11	1	1					
		0.45%	0.00%	0.26%	0.00%	0.00%	0.57%	0.00%	0.31%	0.00%	0.00%	0.92%	0.74%	0.27%	0.00%	0.44%	0.29%	0.18%	0.51%	0.16%	0.93%	1.03%	0.00%	0.83%	0.77%	1.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5964	86	248	54	57	321	112	377	118	130	133	262	254	81	259	262	630	710	428	239	173	182	713	91	44					
		60.94%	71.07%	63.92%	50.47%	50.00%	60.80%	56.00%	59.09%	71.08%	77.84%	61.29%	65.01%	67.73%	83.51%	56.43%	75.07%	57.85%	59.87%	69.59%	55.45%	59.66%	56.52%	54.10%	70.00%	57.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	0	0	0	1	1	0	3	0	1	0	0	0	0	1	0	6	2	2	3	1	2	4	0	0					
		0.28%	0.00%	0.00%	0.00%	0.88%	0.19%	0.00%	0.47%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.55%	0.17%	0.33%	0.70%	0.34%	0.62%	0.30%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
