Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Выксунская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №2490					
1	"Число избирателей, внесенных в список"	72158	2282	1711	2115	2055	1133	1251	2185	1998	1864	2177	517	2519	2350	1794	2305	2630	2519	1705	1794	2395	2679	2798	2491	1283	1188	1404	755	1633	1644	2268	1718	1019	925	742	666	1295	1435	276	850	1133	549	642	374	372	152	141	846	213	91	261	701	315					
2	Число полученных избирательных бюллетеней	70260	2300	1700	2000	2000	1100	1200	2000	2000	1900	2000	550	2200	2200	1600	2000	2500	2500	1700	1800	2400	2700	2700	2500	1300	1200	1400	700	1700	1800	2200	1700	1000	900	700	650	1300	1500	270	800	1100	500	600	350	400	150	140	800	220	80	250	700	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	40352	1543	1042	1038	1013	608	619	1017	1168	1114	1216	517	1441	1350	1008	1089	1425	1385	1035	887	1352	1465	1516	1258	745	751	735	307	949	966	1042	814	705	609	495	422	705	908	164	522	702	337	322	188	216	83	93	523	130	54	209	332	218					
5	"Число избирательных бюллетеней, выданных вне помещения"	4128	49	24	137	114	40	60	173	22	12	183	0	188	29	102	459	89	134	29	70	46	23	26	66	126	8	92	179	54	50	93	191	90	81	25	65	141	110	35	39	30	55	63	88	66	26	18	102	33	21	33	128	11					
6	Число погашенных избирательных бюллетеней	25654	708	634	825	873	452	521	810	810	774	601	33	571	821	490	452	986	981	636	843	1002	1212	1158	1176	429	441	514	214	697	784	1065	695	205	210	180	163	454	482	71	239	368	108	215	74	118	41	29	175	57	5	8	173	71					
7	Число избирательных бюллетеней в переносных ящиках	4254	49	24	137	114	40	60	173	22	12	183	0	188	29	102	459	89	134	29	70	46	23	26	66	126	8	151	179	54	50	93	191	90	81	25	65	141	110	35	39	30	55	63	88	66	26	18	102	33	21	33	195	11					
8	Число бюллетеней в стационарных ящиках для голосования	40339	1543	1042	1038	1013	608	619	1017	1167	1114	1215	517	1439	1350	1008	1089	1425	1377	1035	887	1352	1465	1516	1258	745	751	735	307	949	966	1042	814	705	609	495	422	705	908	164	522	702	337	322	188	216	83	93	523	130	54	209	332	217					
9	Число недействительных избирательных бюллетеней	367	8	0	12	11	5	6	11	11	3	6	2	11	12	9	20	11	9	6	6	15	0	17	18	1	1	6	5	9	17	15	8	10	3	7	6	14	17	1	6	6	2	1	0	3	0	1	7	2	1	0	4	5					
10	Число действительных избирательных бюллетеней	44226	1584	1066	1163	1116	643	673	1179	1178	1123	1392	515	1616	1367	1101	1528	1503	1502	1058	951	1383	1488	1525	1306	870	758	880	481	994	999	1120	997	785	687	513	481	832	1001	198	555	726	390	384	276	279	109	110	618	161	74	242	523	223					
