Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Топчихинская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596					
1	"Число избирателей, внесенных в список"	21563	2292	1742	2005	2040	622	813	364	180	864	251	117	644	400	161	570	134	1426	264	378	592	255	667	235	164	328	393	621	978	102	518	234	1209					
2	Число полученных избирательных бюллетеней	20210	2100	1600	1800	1900	600	800	360	180	800	240	115	600	400	160	550	130	1300	250	350	550	250	650	230	170	320	370	600	900	100	500	235	1100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13605	1351	942	1074	1547	423	490	225	107	587	188	92	452	269	111	400	97	847	166	216	391	164	444	136	100	191	248	379	673	79	358	162	696					
5	"Число избирательных бюллетеней, выданных вне помещения"	830	97	59	47	33	13	45	5	15	29	4	7	33	6	12	39	10	30	13	14	25	16	38	22	15	6	22	36	53	9	9	8	60					
6	Число погашенных избирательных бюллетеней	5775	652	599	679	320	164	265	130	58	184	48	16	115	125	37	111	23	423	71	120	134	70	168	72	55	123	100	185	174	12	133	65	344					
7	Число избирательных бюллетеней в переносных ящиках	830	97	59	47	33	13	45	5	15	29	4	7	33	6	12	39	10	30	13	14	25	16	38	22	15	6	22	36	53	9	9	8	60					
8	Число бюллетеней в стационарных ящиках для голосования	13604	1351	942	1074	1547	423	490	225	107	587	188	92	452	269	111	400	97	847	166	215	391	164	444	136	100	191	248	379	673	79	358	162	696					
9	Число недействительных избирательных бюллетеней	171	18	8	14	5	6	12	2	2	8	4	1	9	2	2	4	0	12	5	2	4	4	2	1	2	1	2	6	10	1	9	1	12					
10	Число действительных избирательных бюллетеней	14263	1430	993	1107	1575	430	523	228	120	608	188	98	476	273	121	435	107	865	174	227	412	176	480	157	113	196	268	409	716	87	358	169	744					
11	Число полученных открепительных  удостоверений	365	15	15	15	55	5	15	10	7	15	10	5	10	10	10	5	5	20	10	15	10	5	10	5	5	8	10	10	10	5	10	10	15					
12	Число выданных открепительных удостоверений	101	2	2	5	48	3	4	0	0	2	1	0	2	0	1	0	1	5	0	0	0	1	3	0	1	0	0	1	4	0	6	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	10	19	4	20	4	3	3	1	3	1	0	2	1	0	1	1	0	0	0	1	1	1	0	1	2	0	5	3	2	0	2	4					
14	Число неиспользованных открепительных удостоверений	264	13	13	10	7	2	11	10	7	13	9	5	8	10	9	5	4	15	10	15	10	4	7	5	4	8	10	9	6	5	4	6	10					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	418	39	62	30	33	6	16	4	5	25	4	0	14	7	2	18	4	17	3	1	19	4	11	4	6	5	4	19	21	1	11	5	18					
		2.90%	2.69%	6.19%	2.68%	2.09%	1.38%	2.99%	1.74%	4.10%	4.06%	2.08%	0.00%	2.89%	2.55%	1.63%	4.10%	3.74%	1.94%	1.68%	0.44%	4.57%	2.22%	2.28%	2.53%	5.22%	2.54%	1.48%	4.58%	2.89%	1.14%	3.00%	2.94%	2.38%					
19	. Малышкин Олег Александрович	430	32	26	38	37	10	21	5	5	15	7	8	20	16	2	21	8	21	5	10	7	7	7	2	4	6	14	19	16	7	8	4	22					
		2.98%	2.21%	2.60%	3.39%	2.34%	2.29%	3.93%	2.17%	4.10%	2.44%	3.65%	8.08%	4.12%	5.82%	1.63%	4.78%	7.48%	2.39%	2.79%	4.37%	1.68%	3.89%	1.45%	1.27%	3.48%	3.05%	5.19%	4.58%	2.20%	7.95%	2.18%	2.35%	2.91%					
20	. Миронов Сергей Михайлович	114	9	4	6	12	3	5	4	4	7	1	3	6	0	1	9	1	6	0	2	1	5	3	1	1	2	4	5	4	1	1	0	3					
		0.79%	0.62%	0.40%	0.54%	0.76%	0.69%	0.93%	1.74%	3.28%	1.14%	0.52%	3.03%	1.24%	0.00%	0.81%	2.05%	0.93%	0.68%	0.00%	0.87%	0.24%	2.78%	0.62%	0.63%	0.87%	1.02%	1.48%	1.20%	0.55%	1.14%	0.27%	0.00%	0.40%					
21	. Путин Владимир Владимирович	10509	1105	696	805	1323	366	314	176	68	437	162	83	341	190	94	264	78	584	128	179	286	109	373	140	85	163	179	236	499	59	277	111	599					
		72.81%	76.31%	69.53%	71.81%	83.73%	83.94%	58.69%	76.52%	55.74%	70.94%	84.38%	83.84%	70.31%	69.09%	76.42%	60.14%	72.90%	66.59%	71.51%	78.17%	68.75%	60.56%	77.39%	88.61%	73.91%	82.74%	66.30%	56.87%	68.73%	67.05%	75.48%	65.29%	79.23%					
22	. Хакамада Ирина Муцуовна	192	24	11	17	18	5	11	12	2	5	1	0	5	6	3	8	1	5	1	3	4	5	6	0	0	1	2	7	10	2	3	4	10					
		1.33%	1.66%	1.10%	1.52%	1.14%	1.15%	2.06%	5.22%	1.64%	0.81%	0.52%	0.00%	1.03%	2.18%	2.44%	1.82%	0.93%	0.57%	0.56%	1.31%	0.96%	2.78%	1.24%	0.00%	0.00%	0.51%	0.74%	1.69%	1.38%	2.27%	0.82%	2.35%	1.32%					
23	. Харитонов Николай Михайлович	2438	201	187	202	133	33	145	24	35	115	11	4	82	49	18	111	15	226	35	32	92	38	77	8	17	13	65	114	160	16	56	42	82					
		16.89%	13.88%	18.68%	18.02%	8.42%	7.57%	27.10%	10.43%	28.69%	18.67%	5.73%	4.04%	16.91%	17.82%	14.63%	25.28%	14.02%	25.77%	19.55%	13.97%	22.12%	21.11%	15.98%	5.06%	14.78%	6.60%	24.07%	27.47%	22.04%	18.18%	15.26%	24.71%	10.85%					
																																							
24	Против всех	162	20	7	9	19	7	11	3	1	4	2	0	8	5	1	4	0	6	2	0	3	8	3	2	0	6	0	9	6	1	2	3	10					
		1.12%	1.38%	0.70%	0.80%	1.20%	1.61%	2.06%	1.30%	0.82%	0.65%	1.04%	0.00%	1.65%	1.82%	0.81%	0.91%	0.00%	0.68%	1.12%	0.00%	0.72%	4.44%	0.62%	1.27%	0.00%	3.05%	0.00%	2.17%	0.83%	1.14%	0.54%	1.76%	1.32%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
