Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Ногайская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194					
1	"Число избирателей, внесенных в список избирателей"	15469	260	778	1175	355	1348	1250	105	112	101	1255	400	519	615	549	32	250	440	387	2018	1655	1865					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15600	270	800	1165	330	1365	1235	105	117	100	1220	400	517	620	550	35	315	435	388	2018	1944	1671					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12654	244	763	991	330	1192	1220	105	110	100	349	360	515	590	474	32	225	416	368	2001	1643	626					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	735	16	15	174	0	153	10	0	0	0	236	25	0	25	0	0	19	19	19	13	11	0					
6	Число погашенных избирательных бюллетеней	2211	10	22	0	0	20	5	0	7	0	635	15	2	5	76	3	71	0	1	4	290	1045					
7	Число избирательных бюллетеней в переносных ящиках для голосования	735	16	15	174	0	153	10	0	0	0	236	25	0	25	0	0	19	19	19	13	11	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12654	244	763	991	330	1192	1220	105	110	100	349	360	515	590	474	32	225	416	368	2001	1643	626					
9	Число недействительных избирательных бюллетеней	35	0	0	0	0	0	0	0	0	0	2	0	0	3	13	0	0	0	0	0	0	17					
10	Число действительных избирательных бюллетеней	13354	260	778	1165	330	1345	1230	105	110	100	583	385	515	612	461	32	244	435	387	2014	1654	609					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	89	2	5	7	2	8	7	2	2	2	7	2	3	4	3	1	2	2	2	11	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	81	1	5	5	2	8	7	2	2	2	7	2	3	4	3	1	2	2	2	11	3	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	134	3	14	0	0	21	0	2	3	0	17	4	0	0	5	0	0	0	0	22	29	14					
		1.00%	1.15%	1.80%	0.00%	0.00%	1.56%	0.00%	1.90%	2.73%	0.00%	2.91%	1.04%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	1.09%	1.75%	2.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	21	1	3	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	1	9	2					
		0.16%	0.38%	0.39%	0.00%	0.00%	0.00%	0.00%	0.95%	0.91%	0.00%	0.34%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.05%	0.54%	0.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	3	0	0	0	0	1	0	0	6	1	0	0	20	0	0	0	0	2	4	4					
		0.31%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	1.03%	0.26%	0.00%	0.00%	4.22%	0.00%	0.00%	0.00%	0.00%	0.10%	0.24%	0.64%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3559	37	130	250	20	454	173	10	25	20	203	152	21	206	110	2	48	90	74	864	396	274					
		26.58%	14.23%	16.71%	21.46%	6.06%	33.75%	14.07%	9.52%	22.73%	20.00%	34.70%	39.48%	4.08%	33.50%	23.21%	6.25%	19.67%	20.69%	19.12%	42.90%	23.94%	43.77%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	3	1	0	0	0	0	0	1	0	6	2	0	0	1	0	0	0	0	1	0	4					
		0.14%	1.15%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	1.03%	0.52%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9563	216	625	915	310	870	1057	91	80	80	349	226	494	406	324	30	196	345	313	1122	1206	308					
