Выборы Президента Российской Федерации																																														
Дата голосования: 04.03.2012																																														
																																														
Наименование Избирательной комиссии:    Жуковская																																														
																																														
Сводная таблица итогов голосования																																														
																																														
	Число участковых избирательных комиссий	35																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	35																																												
																																														
		Сумма	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187									
1	Число избирателей, включенных в список избирателей	35636	1082	102	267	425	531	423	208	426	216	1396	282	138	667	587	313	482	680	1194	1081	1279	1217	1199	948	1896	1848	1853	1857	1882	2060	2151	2022	1556	2025	1135	208									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	33450	1000	100	250	400	500	400	200	400	200	1300	250	100	600	500	250	400	700	1000	1000	1200	1200	1200	900	1800	1800	1800	1800	1800	2000	2000	2000	1400	1800	1000	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	20991	747	45	134	213	293	264	55	331	152	835	148	28	417	416	166	330	355	611	607	725	682	667	525	1082	1033	1042	1074	1038	1398	1499	1339	959	1147	545	89									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1611	33	13	39	33	85	49	136	49	30	76	18	60	65	52	60	65	82	28	22	11	28	15	18	29	40	94	27	32	21	13	25	22	67	132	42									
6	Число погашенных избирательных бюллетеней	10848	220	42	77	154	122	87	9	20	18	389	84	12	118	32	24	5	263	361	371	464	490	518	357	689	727	664	699	730	581	488	636	419	586	323	69									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1611	33	13	39	33	85	49	136	49	30	76	18	60	65	52	60	65	82	28	22	11	28	15	18	29	40	94	27	32	21	13	25	22	67	132	42									
8	Число бюллетеней в стационарных ящиках для голосования	20989	747	45	134	213	293	264	55	331	152	835	148	28	417	416	166	330	354	611	607	725	682	667	524	1082	1033	1042	1074	1038	1398	1499	1339	959	1147	545	89									
9	Число недействительных избирательных бюллетеней	355	7	1	1	0	8	8	3	3	4	16	3	0	3	9	0	4	5	11	10	13	12	19	12	21	19	22	11	22	25	22	32	3	19	6	1									
10	Число действительных избирательных бюллетеней	22245	773	57	172	246	370	305	188	377	178	895	163	88	479	459	226	391	431	628	619	723	698	663	530	1090	1054	1114	1090	1048	1394	1490	1332	978	1195	671	130									
11	Число полученных открепительных  удостоверений	839	70	1	4	10	25	42	3	23	27	45	6	8	26	8	6	9	30	12	10	19	10	19	9	45	37	74	43	20	35	30	40	30	25	26	12									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	826	70	1	4	10	25	42	3	23	27	45	6	8	26	6	3	9	30	10	10	19	10	19	9	45	37	74	43	20	35	30	40	27	24	26	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	491	23	2	13	7	19	18	4	28	2	16	9	9	23	13	20	19	10	18	28	4	11	6	1	5	15	16	18	8	19	18	26	21	32	6	4									
14	Число неиспользованных открепительных удостоверений	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	Жириновский Владимир Вольфович	1626	66	2	12	15	34	16	5	51	12	53	16	12	33	40	16	31	35	45	34	48	49	52	29	75	84	86	62	65	99	88	122	73	96	60	10									
		7.19%	8.46%	3.45%	6.94%	6.10%	8.99%	5.11%	2.62%	13.42%	6.59%	5.82%	9.64%	13.64%	6.85%	8.55%	7.08%	7.85%	8.03%	7.04%	5.41%	6.52%	6.90%	7.62%	5.35%	6.75%	7.83%	7.57%	5.63%	6.07%	6.98%	5.82%	8.94%	7.44%	7.91%	8.86%	7.63%									
20	Зюганов Геннадий Андреевич	4297	127	2	31	30	46	44	23	50	17	235	14	14	63	68	47	55	56	99	115	137	137	139	117	232	261	226	223	216	340	322	295	167	217	96	36									
		19.01%	16.28%	3.45%	17.92%	12.20%	12.17%	14.06%	12.04%	13.16%	9.34%	25.80%	8.43%	15.91%	13.07%	14.53%	20.80%	13.92%	12.84%	15.49%	18.28%	18.61%	19.30%	20.38%	21.59%	20.88%	24.32%	19.89%	20.25%	20.19%	23.96%	21.30%	21.63%	17.02%	17.87%	14.18%	27.48%									
21	Миронов Сергей Михайлович	868	39	2	1	6	12	16	3	6	7	34	9	0	13	9	6	8	18	18	24	32	32	26	21	41	31	22	60	45	68	76	65	38	56	21	3									
		3.84%	5.00%	3.45%	0.58%	2.44%	3.17%	5.11%	1.57%	1.58%	3.85%	3.73%	5.42%	0.00%	2.70%	1.92%	2.65%	2.03%	4.13%	2.82%	3.82%	4.35%	4.51%	3.81%	3.87%	3.69%	2.89%	1.94%	5.45%	4.21%	4.79%	5.03%	4.77%	3.87%	4.61%	3.10%	2.29%									
22	Прохоров Михаил Дмитриевич	1914	50	4	16	13	21	17	9	26	7	47	8	5	27	25	7	17	26	54	56	72	83	47	28	90	92	98	107	98	164	182	168	108	88	49	5									
		8.47%	6.41%	6.90%	9.25%	5.28%	5.56%	5.43%	4.71%	6.84%	3.85%	5.16%	4.82%	5.68%	5.60%	5.34%	3.10%	4.30%	5.96%	8.45%	8.90%	9.78%	11.69%	6.89%	5.17%	8.10%	8.57%	8.63%	9.72%	9.16%	11.56%	12.04%	12.32%	11.01%	7.25%	7.24%	3.82%									
23	Путин Владимир Владимирович	13540	491	47	112	182	257	212	148	244	135	526	116	57	343	317	150	280	296	412	390	434	397	399	335	652	586	682	638	624	723	822	682	592	738	445	76									
		59.91%	62.95%	81.03%	64.74%	73.98%	67.99%	67.73%	77.49%	64.21%	74.18%	57.74%	69.88%	64.77%	71.16%	67.74%	66.37%	70.89%	67.89%	64.48%	62.00%	58.97%	55.92%	58.50%	61.81%	58.69%	54.61%	60.04%	57.95%	58.32%	50.95%	54.37%	50.00%	60.35%	60.79%	65.73%	58.02%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
