Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Чемальская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203					
1	"Число избирателей, внесенных в списки"	6322	161	136	166	119	109	224	483	419	449	453	517	340	384	390	203	208	296	66	84	337	405	373					
2	"Число бюллетеней, полученных участковыми комиссиями"	6451	154	166	172	124	124	338	490	440	449	500	475	339	375	360	200	274	263	73	79	323	398	335					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4043	132	128	112	90	70	165	259	210	217	219	293	172	263	274	149	189	186	66	58	282	266	243					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	413	6	8	0	4	2	18	29	30	31	28	11	83	43	18	13	19	8	0	6	14	17	25					
6	Число погашенных бюллетеней	1995	16	30	60	30	52	155	202	200	201	253	171	84	69	68	38	66	69	7	15	27	115	67					
7	Число бюллетеней в переносных ящиках для голосования	413	6	8	0	4	2	18	29	30	31	28	11	83	43	18	13	19	8	0	6	14	17	25					
8	Число бюллетеней в стационарных ящиках для голосования	4043	132	128	112	90	70	165	259	210	217	219	293	172	263	274	149	189	186	66	58	282	266	243					
9	Число недействительных бюллетеней	69	5	5	1	4	0	0	4	1	2	4	1	3	7	5	1	2	2	0	0	4	12	6					
10	Число действительных бюллетеней	4387	133	131	111	90	72	183	284	239	246	243	303	252	299	287	161	206	192	66	64	292	271	262					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	132	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	1	0	1	0	4	4	6	2	1	2	6	3	2	2	0	1	5	0	0	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	1	0	0	1	1	3	7	2	2	2	1	0	1	2	0	2	1	0	1	5	2	2					
14	Число погашенных открепительных удостоверений	86	5	6	5	6	2	2	0	4	5	4	0	3	4	4	6	5	1	6	6	0	6	6					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	85	1	2	1	6	3	2	5	4	6	3	6	5	5	6	5	2	4	1	0	6	7	5					
		1.90%	0.72%	1.47%	0.89%	6.38%	4.16%	1.09%	1.73%	1.66%	2.41%	1.21%	1.97%	1.96%	1.63%	2.05%	3.08%	0.96%	2.06%	1.51%	0.0%	2.02%	2.47%	1.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	63	2	1	1	0	1	6	4	1	4	2	9	3	4	4	1	4	1	2	1	1	2	9					
		1.41%	1.44%	0.73%	0.89%	0.0%	1.38%	3.27%	1.38%	0.41%	1.61%	0.80%	2.96%	1.17%	1.30%	1.36%	0.61%	1.92%	0.51%	3.03%	1.56%	0.33%	0.70%	3.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	56	1	1	0	2	2	1	7	3	3	6	2	6	5	4	0	1	2	2	2	0	1	5					
