Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Советская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674					
1	"Число избирателей, внесенных в списки"	22390	1859	1927	2028	2133	1799	1396	2548	2208	1104	827	895	373	448	964	925	956					
2	"Число бюллетеней, полученных участковыми комиссиями"	22421	1874	1927	2059	2120	1767	1389	2552	2244	1113	817	879	378	442	960	938	962					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13542	962	1128	1211	1234	1020	879	1733	1236	669	564	539	309	323	640	526	569					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	663	67	38	39	26	35	36	81	69	55	11	45	32	22	39	33	35					
6	Число погашенных бюллетеней	8216	845	761	809	860	712	474	738	939	389	242	295	37	97	281	379	358					
7	Число бюллетеней в переносных ящиках для голосования	663	67	38	39	26	35	36	81	69	55	11	45	32	22	39	33	35					
8	Число бюллетеней в стационарных ящиках для голосования	13539	962	1128	1211	1234	1020	879	1733	1236	668	564	539	309	323	638	526	569					
9	Число недействительных бюллетеней	256	12	19	20	25	16	7	62	28	17	3	4	8	5	4	4	22					
10	Число действительных бюллетеней	13946	1017	1147	1230	1235	1039	908	1752	1277	706	572	580	333	340	673	555	582					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	405	30	30	50	50	30	20	30	30	20	10	10	15	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	282	23	18	31	36	23	8	25	28	10	8	10	12	10	8	12	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	5	2	5	14	8	2	9	3	2	1	3	8	5	0	0	5					
14	Число погашенных открепительных удостоверений	120	4	12	19	14	7	12	5	2	10	2	0	3	10	12	8	0					
15	Число открепительных удостоверений выданных ТИК	9	0	2	0	0	3	0	0	1	0	0	1	1	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	261	19	20	16	21	9	4	26	36	21	9	9	5	14	19	13	20					
		1.83%	1.84%	1.71%	1.28%	1.66%	0.85%	0.43%	1.43%	2.75%	2.90%	1.56%	1.54%	1.46%	4.05%	2.80%	2.32%	3.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	345	30	39	37	54	50	25	27	24	11	8	5	2	18	2	3	10					
		2.42%	2.91%	3.34%	2.96%	4.28%	4.73%	2.73%	1.48%	1.83%	1.52%	1.39%	0.85%	0.58%	5.21%	0.29%	0.53%	1.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	285	26	37	31	30	11	31	28	24	13	4	16	6	5	10	5	8					
		2.00%	2.52%	3.17%	2.48%	2.38%	1.04%	3.38%	1.54%	1.83%	1.79%	0.69%	2.73%	1.75%	1.44%	1.47%	0.89%	1.32%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	214	13	31	20	24	24	26	15	11	9	4	16	3	4	7	3	4					
