Выборы Президента Российской Федерации																																																						
Дата голосования: 18.03.2018																																																						
																																																						
Наименование Избирательной комиссии:    Шаранская																																																						
																																																						
Сводная таблица итогов голосования																																																						
																																																						
	Число участковых избирательных комиссий	43																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	43																																																				
																																																						
		Сумма	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382	УИК №3383	УИК №3384	УИК №3386	УИК №3387	УИК №3388	УИК №3389	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398	УИК №3399	УИК №3400	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3479									
1	"Число избирателей, включенных в список избирателей"	17027	348	274	171	343	136	494	462	444	238	388	267	198	304	778	166	524	280	361	135	343	176	190	577	161	567	100	348	288	286	192	134	280	407	218	681	397	1100	1198	1039	871	598	132	433									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17620	357	285	176	349	138	518	484	482	245	408	269	204	312	795	168	539	289	369	139	351	171	194	595	171	573	95	355	295	296	196	139	278	420	228	705	411	1171	1257	1078	910	625	141	439									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14497	304	247	155	284	107	449	412	356	186	331	249	175	265	692	146	428	220	323	109	296	145	160	504	144	476	86	320	245	250	158	115	255	314	156	630	342	842	1005	874	772	470	107	393									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	860	15	13	5	18	9	20	25	27	10	25	13	15	10	29	11	37	22	27	17	16	19	19	30	8	40	9	15	17	17	22	6	11	33	24	31	17	57	14	32	17	37	16	5									
6	Число погашенных избирательных бюллетеней	2263	38	25	16	47	22	49	47	99	49	52	7	14	37	74	11	74	47	19	13	39	7	15	61	19	57	0	20	33	29	16	18	12	73	48	44	52	272	238	172	121	118	18	41									
7	Число избирательных бюллетеней в переносных ящиках для голосования	860	15	13	5	18	9	20	25	27	10	25	13	15	10	29	11	37	22	27	17	16	19	19	30	8	40	9	15	17	17	22	6	11	33	24	31	17	57	14	32	17	37	16	5									
8	Число бюллетеней в стационарных ящиках для голосования	14497	304	247	155	284	107	449	412	356	186	331	249	175	265	692	146	428	220	323	109	296	145	160	504	144	476	86	320	245	250	158	115	255	314	156	630	342	842	1005	874	772	470	107	393									
9	Число недействительных избирательных бюллетеней	67	0	0	0	0	0	6	0	1	0	0	0	3	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	11	18	12	1	2	0	0									
10	Число действительных избирательных бюллетеней	15290	319	260	160	302	116	463	437	382	196	356	262	187	275	721	157	465	239	346	126	312	164	179	534	152	516	95	335	262	267	180	119	266	343	180	661	359	888	1001	894	788	505	123	398									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
13	Бабурин Сергей Николаевич	76	0	1	1	0	1	4	3	3	0	1	1	0	3	1	1	3	0	1	0	2	0	0	0	0	1	1	1	1	0	0	1	0	4	0	4	2	13	10	7	1	2	0	2									
		0.49%	0.00%	0.38%	0.63%	0.00%	0.86%	0.85%	0.69%	0.78%	0.00%	0.28%	0.38%	0.00%	1.09%	0.14%	0.64%	0.65%	0.00%	0.29%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.19%	1.05%	0.30%	0.38%	0.00%	0.00%	0.83%	0.00%	1.15%	0.00%	0.61%	0.56%	1.45%	0.98%	0.77%	0.13%	0.39%	0.00%	0.50%									
14	Грудинин Павел Николаевич	2224	45	40	15	37	11	116	50	45	17	24	44	26	44	55	16	42	29	50	20	38	8	19	74	15	84	11	57	26	45	9	5	11	59	34	59	52	182	222	188	165	38	10	87									
		14.48%	14.11%	15.38%	9.38%	12.25%	9.48%	24.73%	11.44%	11.75%	8.67%	6.74%	16.79%	13.68%	16.00%	7.63%	10.19%	9.03%	11.98%	14.29%	15.87%	12.18%	4.88%	10.61%	13.86%	9.87%	16.28%	11.58%	17.01%	9.92%	16.85%	5.00%	4.13%	4.14%	17.00%	18.89%	8.93%	14.48%	20.24%	21.79%	20.75%	20.91%	7.50%	8.13%	21.86%									
15	Жириновский Владимир Вольфович	531	25	8	5	17	3	7	6	6	5	17	4	6	9	33	7	11	17	10	4	15	1	14	6	2	6	3	2	12	19	3	1	5	14	15	5	4	51	45	35	30	24	4	15									
		3.46%	7.84%	3.08%	3.13%	5.63%	2.59%	1.49%	1.37%	1.57%	2.55%	4.78%	1.53%	3.16%	3.27%	4.58%	4.46%	2.37%	7.02%	2.86%	3.17%	4.81%	0.61%	7.82%	1.12%	1.32%	1.16%	3.16%	0.60%	4.58%	7.12%	1.67%	0.83%	1.88%	4.03%	8.33%	0.76%	1.11%	5.67%	4.42%	3.86%	3.80%	4.73%	3.25%	3.77%									
16	Путин Владимир Владимирович	12193	239	208	137	245	96	331	374	325	173	312	207	152	216	623	133	396	188	275	99	254	155	143	454	134	418	79	273	222	198	164	111	248	258	127	573	294	617	701	638	574	431	109	289									
		79.40%	74.92%	80.00%	85.63%	81.13%	82.76%	70.58%	85.58%	84.86%	88.27%	87.64%	79.01%	80.00%	78.55%	86.41%	84.71%	85.16%	77.69%	78.57%	78.57%	81.41%	94.51%	79.89%	85.02%	88.16%	81.01%	83.16%	81.49%	84.73%	74.16%	91.11%	91.74%	93.23%	74.35%	70.56%	86.69%	81.89%	68.63%	68.79%	70.42%	72.75%	85.01%	88.62%	72.61%									
17	Собчак Ксения Анатольевна	71	4	0	0	0	1	3	1	2	1	1	3	0	2	2	0	2	1	5	1	0	0	0	0	0	3	0	1	0	0	3	1	0	0	3	2	1	5	8	6	4	3	0	2									
		0.46%	1.25%	0.00%	0.00%	0.00%	0.86%	0.64%	0.23%	0.52%	0.51%	0.28%	1.15%	0.00%	0.73%	0.28%	0.00%	0.43%	0.41%	1.43%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.30%	0.00%	0.00%	1.67%	0.83%	0.00%	0.00%	1.67%	0.30%	0.28%	0.56%	0.79%	0.66%	0.51%	0.59%	0.00%	0.50%									
18	Сурайкин Максим Александрович	100	3	1	1	2	3	0	1	1	0	0	2	0	0	2	0	6	0	5	1	2	0	3	0	1	2	1	1	0	2	0	0	2	5	1	8	3	7	5	16	5	6	0	2									
