Выборы Президента Российской Федерации																																																												
Дата голосования: 04.03.2012																																																												
																																																												
Наименование Избирательной комиссии:    Мичуринская городская																																																												
																																																												
Сводная таблица итогов голосования																																																												
																																																												
	Число участковых избирательных комиссий	49																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	49																																																										
																																																												
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289									
1	Число избирателей, включенных в список избирателей	71222	1535	1441	1372	1587	1406	1431	1758	1079	2034	1639	1331	887	1943	1078	873	908	1264	1467	1228	1823	1530	1202	1684	2348	2217	2247	1870	1605	1808	1295	893	1435	775	1313	1144	1369	1591	2221	784	1337	1142	1447	1497	1184	2172	1543	1823	1578	84									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	67640	1460	1370	1310	1570	1330	1370	1710	1000	1850	1550	1240	820	1850	1020	830	860	1210	1420	1150	1730	1450	1200	1640	2230	2120	2150	1750	1550	1760	1190	820	1350	720	1260	1070	1280	1470	2070	720	1270	1070	1340	1460	1120	2050	1460	1750	1520	150									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	37685	724	637	661	1048	982	641	1029	450	956	829	653	441	1032	708	353	404	749	678	725	1045	946	459	668	1338	1275	1189	870	1216	1127	805	496	738	469	573	407	828	1001	1222	402	701	592	862	572	531	1004	834	920	811	84									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7366	129	119	211	177	76	197	321	113	230	180	102	70	43	49	164	159	118	380	139	59	36	418	651	184	154	213	220	308	126	122	131	98	97	90	55	68	49	98	31	74	86	192	267	98	63	200	84	117	0									
6	Число погашенных избирательных бюллетеней	22589	607	614	438	345	272	532	360	437	664	541	485	309	775	263	313	297	343	362	286	626	468	323	321	708	691	748	660	26	507	263	193	514	154	597	608	384	420	750	287	495	392	286	621	491	983	426	746	592	66									
7	Число избирательных бюллетеней в переносных ящиках для голосования	7366	129	119	211	177	76	197	321	113	230	180	102	70	43	49	164	159	118	380	139	59	36	418	651	184	154	213	220	308	126	122	131	98	97	90	55	68	49	98	31	74	86	192	267	98	63	200	84	117	0									
8	Число бюллетеней в стационарных ящиках для голосования	37663	724	637	661	1048	982	630	1029	450	956	829	653	441	1032	708	353	404	749	678	725	1045	946	459	668	1338	1275	1189	870	1216	1126	805	496	738	467	573	405	828	1001	1221	402	701	590	862	572	531	1004	831	920	811	84									
9	Число недействительных избирательных бюллетеней	400	9	7	7	10	15	5	9	22	0	7	7	4	23	0	1	3	5	8	7	10	3	6	6	2	8	6	8	15	11	12	5	10	4	6	4	14	15	16	1	11	4	13	9	3	24	8	12	5	0									
10	Число действительных избирательных бюллетеней	44629	844	749	865	1215	1043	822	1341	541	1186	1002	748	507	1052	757	516	560	862	1050	857	1094	979	871	1313	1520	1421	1396	1082	1509	1241	915	622	826	560	657	456	882	1035	1303	432	764	672	1041	830	626	1043	1023	992	923	84									
11	Число полученных открепительных  удостоверений	1625	35	25	28	40	35	35	30	20	52	25	25	20	39	20	20	20	35	30	40	35	35	20	30	50	37	50	35	70	44	30	20	30	20	45	20	25	40	35	23	41	20	25	48	26	65	37	50	45	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1590	35	25	28	40	35	35	30	20	52	25	25	20	39	16	20	20	35	30	33	35	35	20	30	50	37	50	35	70	44	30	20	30	18	45	20	25	40	30	23	41	17	25	48	26	54	37	47	45	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1100	9	4	10	15	11	17	187	28	27	5	7	9	13	9	4	10	14	20	21	12	15	11	11	20	15	23	65	13	12	69	18	9	5	11	9	26	64	15	20	13	16	10	44	16	8	12	18	16	84									
14	Число неиспользованных открепительных удостоверений	35	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	3	0	0	0	11	0	3	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	75	1	1	2	3	1	0	0	1	2	0	1	0	1	1	3	2	0	0	4	2	4	3	3	4	1	2	1	1	6	1	1	0	1	2	2	6	5	0	1	2	2	1	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
