Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Тайшетская городская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153					
1	"Число избирателей, внесенных в список"	35683	1319	1871	1870	655	1364	2164	1400	1228	1401	960	1801	680	906	1604	135	1951	35	1284	33	293	1080	618	279	1176	52	2031	320	1729	1419	1201	1650	1124	50					
2	Число полученных избирательных бюллетеней	34990	1200	1800	1800	600	1300	2100	1300	1300	1400	900	1800	700	850	1500	140	1800	100	1300	100	400	1000	600	250	1100	100	2000	350	1700	1500	1200	1600	1100	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16664	660	894	948	370	682	1061	712	586	679	486	968	342	480	756	123	728	35	549	33	293	498	242	127	411	52	781	168	683	605	476	793	401	42					
5	"Число избирательных бюллетеней, выданных вне помещения"	1584	38	47	4	16	43	37	52	39	32	18	34	13	39	64	0	43	0	95	0	0	78	81	60	122	0	31	11	93	54	154	109	177	0					
6	Число погашенных избирательных бюллетеней	16742	502	859	848	214	575	1002	536	675	689	396	798	345	331	680	17	1029	65	656	67	107	424	277	63	567	48	1188	171	924	841	570	698	522	58					
7	Число избирательных бюллетеней в переносных ящиках	1584	38	47	4	16	43	37	52	39	32	18	34	13	39	64	0	43	0	95	0	0	78	81	60	122	0	31	11	93	54	154	109	177	0					
8	Число бюллетеней в стационарных ящиках для голосования	16658	660	894	948	370	682	1061	712	586	679	486	968	342	480	756	123	723	35	548	33	293	498	242	127	411	52	781	168	683	605	476	793	401	42					
9	Число недействительных избирательных бюллетеней	140	10	10	5	2	4	3	5	6	6	1	3	3	6	4	0	5	0	7	0	1	3	3	0	3	3	12	4	4	13	5	8	1	0					
10	Число действительных избирательных бюллетеней	18102	688	931	947	384	721	1095	759	619	705	503	999	352	513	816	123	761	35	636	33	292	573	320	187	530	49	800	175	772	646	625	894	577	42					
11	Число полученных открепительных  удостоверений	281	10	10	10	10	10	10	10	10	20	10	16	10	10	10	5	10	0	10	0	0	10	5	10	10	0	10	5	10	10	10	10	10	0					
12	Число выданных открепительных удостоверений	111	4	7	5	0	7	0	1	4	13	4	15	3	2	2	0	8	0	7	0	0	5	0	1	1	0	1	0	1	1	7	10	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	241	0	5	13	7	1	1	0	1	2	1	1	0	1	1	1	0	0	1	0	188	1	0	3	1	0	1	1	0	0	0	1	1	8					
14	Число неиспользованных открепительных удостоверений	170	6	3	5	10	3	10	9	6	7	6	1	7	8	8	5	2	0	3	0	0	5	5	9	9	0	9	5	9	9	3	0	8	0					
15	"Число открепительных удостоверений, выданных в ТИК"	104	5	3	5	3	2	6	4	2	2	1	6	1	9	6	1	6	0	3	0	0	5	7	1	6	0	7	0	2	5	2	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
