Выборы Президента Российской Федерации																																																																		
Дата голосования: 04.03.2012																																																																		
																																																																		
Наименование Избирательной комиссии:    Ковылкинская																																																																		
																																																																		
Сводная таблица итогов голосования																																																																		
																																																																		
	Число участковых избирательных комиссий	55																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	55																																																																
																																																																		
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378									
1	Число избирателей, включенных в список избирателей	33037	223	231	375	146	223	506	352	1146	214	577	137	237	444	622	687	1174	164	512	373	428	212	154	298	408	195	1251	395	143	118	173	393	437	569	190	257	445	172	317	1006	285	379	595	1251	667	879	762	1739	1790	1769	1836	1728	1781	754	679	239									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	34590	228	240	380	150	250	507	357	1209	220	591	146	237	451	630	724	1201	171	520	378	436	226	162	309	418	196	1284	426	173	123	193	406	444	596	194	266	452	176	335	1063	286	390	624	1293	684	913	879	1852	1900	1903	1946	1835	1840	761	718	298									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	26342	161	163	252	108	154	394	296	926	174	450	91	174	356	403	532	1011	133	422	184	362	166	106	270	309	148	964	266	84	85	133	289	328	481	151	180	239	150	203	855	223	278	516	1004	539	676	644	1312	1529	1423	1661	1432	1631	592	493	236									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4991	50	58	103	30	61	78	45	177	40	107	38	63	47	100	136	69	30	90	75	50	43	41	23	87	41	198	103	49	28	40	98	97	61	39	56	193	17	94	151	53	74	77	163	104	159	118	427	90	211	128	157	48	111	162	3									
6	Число погашенных избирательных бюллетеней	3257	17	19	25	12	35	35	16	106	6	34	17	0	48	127	56	121	8	8	119	24	17	15	16	22	7	122	57	40	10	20	19	19	54	4	30	20	9	38	57	10	38	31	126	41	78	117	113	281	269	157	246	161	58	63	59									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4991	50	58	103	30	61	78	45	177	40	107	38	63	47	100	136	69	30	90	75	50	43	41	23	87	41	198	103	49	28	40	98	97	61	39	56	193	17	94	151	53	74	77	163	104	159	118	427	90	211	128	157	48	111	162	3									
8	Число бюллетеней в стационарных ящиках для голосования	26341	161	163	252	108	154	394	296	926	174	450	91	174	356	403	532	1011	133	422	184	362	166	106	270	309	148	964	266	84	85	133	289	328	481	151	180	239	150	203	855	223	278	516	1004	539	676	644	1312	1528	1423	1661	1432	1631	592	493	236									
9	Число недействительных избирательных бюллетеней	47	0	0	0	0	0	0	0	17	0	0	0	0	1	0	8	0	1	0	0	0	0	1	0	0	0	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	3	0	2	0	0									
10	Число действительных избирательных бюллетеней	31285	211	221	355	138	215	472	341	1086	214	557	129	237	402	503	660	1080	162	512	259	412	209	146	293	396	189	1157	368	133	113	173	385	425	542	190	236	432	167	297	1006	276	351	593	1167	640	835	762	1739	1618	1632	1789	1586	1679	701	655	239									
11	Число полученных открепительных  удостоверений	1076	2	5	3	4	23	10	7	55	4	12	5	5	4	5	20	15	5	5	3	5	8	4	3	4	2	25	29	28	2	2	7	4	16	2	5	4	2	18	25	3	3	16	25	30	40	40	106	70	100	65	80	50	25	30	6									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1063	2	5	3	4	23	10	7	55	4	12	5	5	4	5	20	15	5	5	3	5	8	4	3	4	2	25	29	28	2	2	7	4	16	2	5	4	2	18	25	3	3	16	25	30	27	40	106	70	100	65	80	50	25	30	6									
13	Число избирателей, проголосовавших по открепительным удостоверениям	202	2	0	3	2	0	2	4	8	2	1	2	9	3	5	0	1	2	0	2	0	1	2	1	1	4	3	3	0	2	0	1	2	0	2	0	3	0	4	7	2	2	0	16	7	3	6	12	6	2	12	10	15	14	6	5									
14	Число неиспользованных открепительных удостоверений	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	3	4	3	4	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	Жириновский Владимир Вольфович	409	3	0	0	1	0	10	1	37	4	5	7	5	2	10	6	15	8	4	7	4	1	9	3	2	3	11	5	0	1	0	3	3	8	3	3	2	2	5	9	7	5	3	17	4	14	13	9	28	16	13	9	51	8	9	1									
		1.31%	1.42%	0.00%	0.00%	0.72%	0.00%	2.12%	0.29%	3.35%	1.87%	0.90%	5.43%	2.11%	0.50%	1.99%	0.90%	1.39%	4.91%	0.78%	2.70%	0.97%	0.48%	6.12%	1.02%	0.51%	1.59%	0.95%	1.36%	0.00%	0.88%	0.00%	0.78%	0.71%	1.48%	1.58%	1.27%	0.46%	1.20%	1.68%	0.89%	2.54%	1.42%	0.51%	1.46%	0.62%	1.68%	1.71%	0.52%	1.73%	0.98%	0.73%	0.57%	3.04%	1.14%	1.37%	0.42%									
