Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Ковылкинская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, включенных в списки избирателей"	33708	254	304	404	171	248	538	340	1186	248	605	156	256	436	460	180	136	565	1188	169	512	380	472	235	168	334	463	233	1296	282	209	183	141	205	433	233	224	326	298	224	304	434	228	342	1001	285	370	570	1096	1079	1029	2054	2224	994	1985	1046	1036	979	1660	297					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34100	250	306	411	171	252	540	339	1176	248	601	156	256	437	453	182	139	570	1198	169	516	384	476	238	170	338	471	237	1303	286	212	188	139	202	437	234	224	328	302	228	309	439	230	346	1016	289	369	584	1116	1063	1059	2096	2260	983	2016	1047	1043	967	1670	431					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29786	249	298	369	166	193	538	312	1146	238	543	111	233	379	453	178	5	549	1089	151	507	380	432	166	141	311	380	229	1141	253	185	153	134	191	403	169	141	322	295	224	254	259	225	206	896	255	347	500	836	792	812	1793	2139	944	1867	782	968	714	1544	296					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3118	0	0	17	3	47	0	27	22	10	44	45	23	55	0	2	130	16	91	14	0	0	33	66	25	19	82	0	142	24	21	27	0	11	28	61	83	0	0	0	50	173	0	136	90	30	11	61	182	219	203	78	40	32	60	252	49	216	68	0					
6	Число погашенных избирательных бюллетеней	1196	1	8	25	2	12	2	0	8	0	14	0	0	3	0	2	4	5	18	4	9	4	11	6	4	8	9	8	20	9	6	8	5	0	6	4	0	6	7	4	5	7	5	4	30	4	11	23	98	52	44	225	81	7	89	13	26	37	58	135					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3118	0	0	17	3	47	0	27	22	10	44	45	23	55	0	2	130	16	91	14	0	0	33	66	25	19	82	0	142	24	21	27	0	11	28	61	83	0	0	0	50	173	0	136	90	30	11	61	182	219	203	78	40	32	60	252	49	216	68	0					
