Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Академический район																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №3160	УИК №3161					
1	"Число избирателей, внесенных в списки"	63435	1916	2428	2624	2933	2826	2724	2880	2227	2136	2779	2972	2053	2931	2776	2976	2537	1818	2151	2199	2276	1889	2374	2724	1917	1880	1877	532	80					
2	"Число бюллетеней, полученных участковыми комиссиями"	57100	1600	2000	2400	2500	2600	2400	2600	2000	2000	2500	2600	1800	2600	2500	2600	2300	1600	2000	2000	2100	1800	2100	2500	1700	1700	1700	800	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	35343	1074	1351	1500	1538	1583	1401	1599	1134	1120	1459	1600	1050	1679	1535	1631	1400	991	1264	1245	1225	1087	1411	1569	1093	1085	1126	532	61					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	979	28	22	42	27	42	39	31	19	20	46	39	27	54	72	40	57	30	35	40	29	29	27	35	36	48	46	0	19					
6	Число погашенных бюллетеней	20778	498	627	858	935	975	960	970	847	860	995	961	723	867	893	929	843	579	701	715	846	684	662	896	571	567	528	268	20					
7	Число бюллетеней в переносных ящиках для голосования	979	28	22	42	27	42	39	31	19	20	46	39	27	54	72	40	57	30	35	40	29	29	27	35	36	48	46	0	19					
8	Число бюллетеней в стационарных ящиках для голосования	35188	1074	1351	1500	1528	1541	1398	1593	1096	1117	1448	1599	1048	1678	1535	1630	1398	990	1261	1242	1222	1083	1408	1559	1086	1084	1126	532	61					
9	Число недействительных бюллетеней	318	4	10	23	10	11	13	16	27	13	15	19	6	11	13	12	18	9	13	10	10	11	7	13	6	13	5	0	0					
10	Число действительных бюллетеней	35849	1098	1363	1519	1545	1572	1424	1608	1088	1124	1479	1619	1069	1721	1594	1658	1437	1011	1283	1272	1241	1101	1428	1581	1116	1119	1167	532	80					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1400	50	50	50	150	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	707	12	24	32	33	42	35	42	22	28	33	29	39	26	34	23	22	23	20	22	29	19	32	25	21	21	19	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	640	23	25	19	30	36	22	22	6	20	20	12	33	36	42	29	33	33	20	21	21	20	17	22	8	28	12	22	8					
14	Число погашенных открепительных удостоверений	693	38	26	18	117	8	15	8	28	22	17	21	11	24	16	27	28	27	30	28	21	31	18	25	29	29	31	0	0					
15	Число открепительных удостоверений выданных ТИК	17	0	0	0	0	0	0	0	0	0	1	1	2	0	4	3	0	0	2	0	1	0	0	0	1	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	212	8	19	8	6	5	12	4	6	5	14	8	3	9	11	7	12	7	10	5	8	7	6	4	8	6	9	5	0					
		0.58%	0.72%	1.38%	0.51%	0.38%	0.31%	0.83%	0.24%	0.53%	0.43%	0.93%	0.48%	0.27%	0.51%	0.68%	0.41%	0.82%	0.68%	0.77%	0.39%	0.63%	0.62%	0.41%	0.25%	0.71%	0.53%	0.76%	0.93%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4409	106	235	134	246	178	126	137	85	98	117	162	176	355	209	279	76	122	181	170	137	163	237	198	149	112	183	32	6					
		12.19%	9.61%	17.11%	8.69%	15.81%	11.24%	8.76%	8.43%	7.62%	8.61%	7.83%	9.89%	16.37%	20.49%	13.00%	16.70%	5.22%	11.96%	13.96%	13.26%	10.95%	14.65%	16.51%	12.42%	13.27%	9.89%	15.61%	6.01%	7.5%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	652	12	17	32	19	24	25	45	14	28	27	33	20	26	29	29	22	24	16	27	26	18	21	38	24	24	17	14	1					
		1.80%	1.08%	1.23%	2.07%	1.22%	1.51%	1.73%	2.77%	1.25%	2.46%	1.80%	2.01%	1.86%	1.50%	1.80%	1.73%	1.51%	2.35%	1.23%	2.10%	2.07%	1.61%	1.46%	2.38%	2.13%	2.12%	1.45%	2.63%	1.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4556	70	191	172	220	185	164	191	131	120	172	140	123	250	282	228	170	130	174	177	152	145	219	187	179	148	171	55	10					
		12.59%	6.35%	13.91%	11.15%	14.14%	11.68%	11.41%	11.76%	11.74%	10.55%	11.51%	8.54%	11.44%	14.43%	17.54%	13.65%	11.68%	12.74%	13.42%	13.80%	12.15%	13.03%	15.26%	11.73%	15.95%	13.07%	14.59%	10.33%	12.5%					
22	"5. ""За Русь Святую"""	190	4	7	21	12	8	10	16	0	5	6	6	4	9	8	6	7	7	1	8	13	0	4	7	6	4	5	6	0					
		0.52%	0.36%	0.50%	1.36%	0.77%	0.50%	0.69%	0.98%	0.0%	0.43%	0.40%	0.36%	0.37%	0.51%	0.49%	0.35%	0.48%	0.68%	0.07%	0.62%	1.03%	0.0%	0.27%	0.43%	0.53%	0.35%	0.42%	1.12%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	117	7	3	4	6	3	6	3	10	5	6	5	4	6	3	6	7	1	8	4	2	5	1	2	2	5	3	0	0					
		0.32%	0.63%	0.21%	0.25%	0.38%	0.18%	0.41%	0.18%	0.89%	0.43%	0.40%	0.30%	0.37%	0.34%	0.18%	0.35%	0.48%	0.09%	0.61%	0.31%	0.15%	0.44%	0.06%	0.12%	0.17%	0.44%	0.25%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	602	20	24	31	16	27	27	20	31	16	26	30	17	15	22	32	27	10	29	24	35	18	27	19	27	20	8	3	1					
		1.66%	1.81%	1.74%	2.01%	1.02%	1.70%	1.87%	1.23%	2.78%	1.40%	1.74%	1.83%	1.58%	0.86%	1.36%	1.91%	1.85%	0.98%	2.23%	1.87%	2.79%	1.61%	1.88%	1.19%	2.40%	1.76%	0.68%	0.56%	1.25%					
25	"8. ""Народно-республиканская партия России"""	24	0	2	2	1	2	1	0	0	1	0	0	0	0	0	2	0	1	0	1	2	0	1	1	0	4	0	3	0					
		0.06%	0.0%	0.14%	0.12%	0.06%	0.12%	0.06%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.09%	0.0%	0.07%	0.15%	0.0%	0.06%	0.06%	0.0%	0.35%	0.0%	0.56%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	300	19	9	9	33	15	9	9	11	8	13	11	12	15	15	14	11	2	7	8	7	10	14	13	8	9	7	1	1					
		0.82%	1.72%	0.65%	0.58%	2.12%	0.94%	0.62%	0.55%	0.98%	0.70%	0.87%	0.67%	1.11%	0.86%	0.93%	0.83%	0.75%	0.19%	0.54%	0.62%	0.55%	0.89%	0.97%	0.81%	0.71%	0.79%	0.59%	0.18%	1.25%					
27	"10. ""Аграрная партия России"""	517	16	15	32	22	19	20	24	20	18	23	20	14	21	18	18	28	9	9	24	24	17	18	24	12	19	20	7	6					
		1.42%	1.45%	1.09%	2.07%	1.41%	1.20%	1.39%	1.47%	1.79%	1.58%	1.53%	1.22%	1.30%	1.21%	1.12%	1.07%	1.92%	0.88%	0.69%	1.87%	1.91%	1.52%	1.25%	1.50%	1.06%	1.67%	1.70%	1.31%	7.5%					
28	"11. ""Истинные патриоты России"""	46	0	2	2	5	2	2	4	4	0	1	2	0	1	7	0	2	1	0	4	3	0	0	2	0	1	0	1	0					
		0.12%	0.0%	0.14%	0.12%	0.32%	0.12%	0.13%	0.24%	0.35%	0.0%	0.06%	0.12%	0.0%	0.05%	0.43%	0.0%	0.13%	0.09%	0.0%	0.31%	0.23%	0.0%	0.0%	0.12%	0.0%	0.08%	0.0%	0.18%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	349	8	11	15	8	14	16	15	17	12	21	22	8	14	13	13	13	7	14	12	16	13	13	18	13	15	4	4	0					
		0.96%	0.72%	0.80%	0.97%	0.51%	0.88%	1.11%	0.92%	1.52%	1.05%	1.40%	1.34%	0.74%	0.80%	0.80%	0.77%	0.89%	0.68%	1.08%	0.93%	1.27%	1.16%	0.90%	1.12%	1.15%	1.32%	0.34%	0.75%	0.0%					
30	"13. ""Демократическая партия России"""	42	1	1	0	1	2	1	2	3	2	4	3	2	0	5	0	1	3	1	1	0	1	1	4	1	1	1	0	0					
		0.11%	0.09%	0.07%	0.0%	0.06%	0.12%	0.06%	0.12%	0.26%	0.17%	0.26%	0.18%	0.18%	0.0%	0.31%	0.0%	0.06%	0.29%	0.07%	0.07%	0.0%	0.08%	0.06%	0.25%	0.08%	0.08%	0.08%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	83	3	2	2	7	3	5	1	1	2	6	6	2	3	8	3	1	3	7	2	5	1	1	2	0	2	3	2	0					
		0.22%	0.27%	0.14%	0.12%	0.45%	0.18%	0.34%	0.06%	0.08%	0.17%	0.40%	0.36%	0.18%	0.17%	0.49%	0.17%	0.06%	0.29%	0.54%	0.15%	0.39%	0.08%	0.06%	0.12%	0.0%	0.17%	0.25%	0.37%	0.0%					
32	"15. ""Партия СЛОН"""	87	3	3	3	12	2	1	3	2	4	3	3	6	4	1	2	7	1	4	5	1	2	5	2	3	2	2	1	0					
