Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Дахадаевская 																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854					
1	"Число избирателей, внесенных в списки"	21264	1118	797	1015	543	443	272	130	667	655	552	360	441	194	380	559	175	557	176	174	106	597	859	1030	938	35	1011	320	170	410	458	95	207	147	173	226	144	90	64	92	195	85	400	305	139	290	157	356	70	261	898	901	146	191	157	223	110					
2	"Число бюллетеней, полученных участковыми комиссиями"	20907	1088	767	985	543	443	272	130	667	648	474	349	437	194	380	559	175	557	176	174	106	587	823	944	940	35	1011	320	170	410	458	95	197	141	173	226	147	90	80	95	195	85	400	305	139	290	143	356	70	262	868	901	146	191	157	223	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18900	1040	739	906	511	398	261	84	577	597	450	330	412	118	357	519	154	310	160	136	106	554	748	894	914	29	930	320	150	351	416	95	168	82	88	226	144	74	64	92	189	81	393	285	100	274	128	356	70	240	725	779	146	191	153	205	81					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	216	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	21	0	0	20	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	1791	48	28	79	32	45	6	46	90	51	24	9	25	76	23	40	21	95	16	38	0	33	75	50	26	6	81	0	20	38	42	0	9	59	83	0	3	16	16	3	0	4	7	20	39	16	15	0	0	22	143	122	0	0	4	18	29					
7	Число бюллетеней в переносных ящиках для голосования	216	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	21	0	0	20	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	18900	1040	739	906	511	398	261	84	577	597	450	330	412	118	357	519	154	310	160	136	106	554	748	894	914	29	930	320	150	351	416	95	168	82	88	226	144	74	64	92	189	81	393	285	100	274	128	356	70	240	725	779	146	191	153	205	81					
9	Число недействительных бюллетеней	109	2	5	3	3	1	4	0	9	0	0	3	6	0	2	2	0	0	0	3	0	0	0	0	0	0	0	18	3	2	1	0	2	0	2	0	4	0	0	0	2	7	3	10	5	5	0	0	1	0	0	0	0	0	1	0	0					
10	Число действительных бюллетеней	19007	1038	734	903	508	397	262	84	568	597	450	337	406	118	355	517	154	462	160	133	106	554	748	894	914	29	930	302	147	370	415	95	186	82	88	226	140	74	64	92	193	74	390	275	95	269	128	356	69	240	725	779	146	191	152	205	81					
