Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Левокумская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27986	2156	2171	1722	2244	1619	1531	1421	1734	2661	1926	1769	1275	1086	966	440	1124	901	1240									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28300	2135	2190	1725	2270	1650	1540	1455	1755	2710	1920	1800	1295	1110	983	437	1150	900	1275									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14127	761	841	1102	913	636	648	547	830	1640	1227	1055	1010	941	434	306	464	333	439									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1682	218	209	66	113	79	131	112	86	92	62	60	30	0	56	12	100	92	164									
6	Число погашенных избирательных бюллетеней	12491	1156	1140	557	1244	935	761	796	839	978	631	685	255	169	493	119	586	475	672									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1682	218	209	66	113	79	131	112	86	92	62	60	30	0	56	12	100	92	164									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14127	761	841	1102	913	636	648	547	830	1640	1227	1055	1010	941	434	306	464	333	439									
9	Число недействительных избирательных бюллетеней	208	16	12	11	10	23	15	11	4	11	11	21	8	4	8	1	13	11	18									
10	Число действительных избирательных бюллетеней	15601	963	1038	1157	1016	692	764	648	912	1721	1278	1094	1032	937	482	317	551	414	585									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	160	12	12	12	12	10	10	10	10	12	10	10	5	5	10	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	65	12	9	3	5	4	2	7	4	6	1	0	0	0	5	0	2	0	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	3	7	3	4	6	1	1	0	3	2	2	0	2	1	3	0	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	95	0	3	9	7	6	8	3	6	6	9	10	5	5	5	5	3	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	4	3	5	6	1	2	0	0	0	0	0	0	1	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	8	5	2	11	4	4	1	0	10	8	0	5	2	3	2	5	5	1									
		0.48%	0.82%	0.48%	0.17%	1.07%	0.56%	0.51%	0.15%	0.00%	0.58%	0.62%	0.00%	0.48%	0.21%	0.61%	0.63%	0.89%	1.18%	0.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	343	23	17	16	28	28	19	16	32	27	16	30	12	6	17	5	22	12	17									
		2.17%	2.35%	1.62%	1.37%	2.73%	3.92%	2.44%	2.43%	3.49%	1.56%	1.24%	2.69%	1.15%	0.64%	3.47%	1.57%	3.90%	2.82%	2.82%									
