Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Медведевская районная																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397					
1	"Число избирателей, внесенных в списки избирателей"	44944	1543	1145	1149	1004	1131	1048	859	1544	870	411	1329	1868	1292	149	780	128	83	178	1067	297	1809	782	556	205	332	1541	2059	1084	735	2377	786	331	270	815	213	877	1331	461	160	1152	1057	1375	289	912	248	337	774	298	505	1213	269	305	524	1087					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47410	1600	1200	1200	1100	1350	1250	950	1550	1000	400	1250	1850	1270	140	850	150	100	190	1150	350	1900	850	600	210	390	1600	2100	1100	750	2300	900	350	300	900	220	900	1450	550	170	1200	1150	1450	290	950	260	400	750	320	600	1350	300	350	500	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36767	1269	956	986	899	1100	991	825	1180	805	339	1078	1650	1061	124	545	76	70	146	984	233	1378	718	472	184	307	1285	1651	836	464	1884	680	249	233	644	181	653	1026	365	102	976	741	1205	251	774	224	252	519	219	396	970	199	182	353	877					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4356	47	52	24	78	18	26	17	257	23	18	134	43	135	16	168	43	8	26	62	44	197	64	56	17	14	123	72	155	107	65	77	67	32	171	32	147	212	75	52	109	183	40	12	83	0	59	154	54	81	173	58	105	121	150					
6	Число погашенных избирательных бюллетеней	5992	284	192	190	123	232	233	108	113	172	43	38	157	74	0	137	31	22	18	104	73	325	68	72	9	69	192	377	109	179	56	143	34	35	85	7	100	212	110	16	115	226	205	27	93	36	89	77	47	123	207	43	63	26	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4651	47	52	24	78	18	26	17	257	23	18	134	43	135	16	168	43	8	26	62	44	197	64	56	17	14	123	72	155	107	360	77	67	32	171	32	147	212	75	52	109	183	40	12	83	0	59	154	54	81	173	58	105	121	150					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36766	1269	955	986	899	1100	991	825	1180	805	339	1078	1650	1061	124	545	76	70	146	984	233	1378	718	472	184	307	1285	1651	836	464	1884	680	249	233	644	181	653	1026	365	102	976	741	1205	251	774	224	252	519	219	396	970	199	182	353	877					
9	Число недействительных избирательных бюллетеней	424	16	21	15	14	11	11	10	14	4	4	28	14	6	1	3	1	1	1	4	8	12	6	3	3	8	15	23	10	14	24	6	4	0	10	0	7	7	1	1	11	3	16	2	7	2	5	6	4	3	4	4	2	3	11					
10	Число действительных избирательных бюллетеней	40993	1300	986	995	963	1107	1006	832	1423	824	353	1184	1679	1190	139	710	118	77	171	1042	269	1563	776	525	198	313	1393	1700	981	557	2220	751	312	265	805	213	793	1231	439	153	1074	921	1229	261	850	222	306	667	269	474	1139	253	285	471	1016					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1917	30	25	30	30	35	20	25	35	20	10	25	25	58	7	44	15	10	20	78	45	65	54	35	21	30	20	80	26	25	292	35	12	28	35	5	80	90	30	5	25	22	23	3	20	13	12	15	20	30	20	10	25	15	109					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1910	30	25	30	30	35	20	25	35	19	10	25	25	58	7	44	15	10	20	78	45	64	54	35	21	30	20	80	26	23	292	35	12	28	35	4	80	90	30	5	25	22	23	3	20	11	12	15	20	30	20	10	25	15	109					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1833	31	22	23	24	30	16	26	153	26	9	27	175	20	4	17	4	0	16	36	3	20	15	9	6	6	272	113	63	38	109	20	9	4	13	5	19	40	4	2	11	13	23	12	11	25	11	133	24	13	26	10	9	11	72					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	2	1	3	2	1	0	2	3	2	0	4	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	1	1	1	3	3	0	0	1	0	1	1	0	0	1	1	9	3	1	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	1752	64	50	47	38	60	44	56	63	31	13	33	58	102	11	49	3	7	2	84	24	68	42	13	8	8	39	64	37	32	30	19	18	4	47	9	56	18	29	9	43	2	92	17	35	3	12	26	11	14	5	8	18	5	72					
		4.23%	4.86%	4.97%	4.65%	3.89%	5.37%	4.33%	6.65%	4.38%	3.74%	3.64%	2.72%	3.43%	8.53%	7.86%	6.87%	2.52%	8.97%	1.16%	8.03%	8.66%	4.32%	5.37%	2.46%	3.98%	2.49%	2.77%	3.71%	3.73%	5.60%	1.34%	2.51%	5.70%	1.51%	5.77%	4.23%	7.00%	1.45%	6.59%	5.84%	3.96%	0.22%	7.39%	6.46%	4.08%	1.34%	3.86%	3.86%	4.03%	2.94%	0.44%	3.11%	6.27%	1.05%	7.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	311	24	13	13	4	12	14	11	23	7	3	21	8	3	0	1	0	0	1	9	0	6	5	5	0	1	4	23	6	4	18	1	0	0	4	0	2	2	2	0	4	10	10	1	5	4	5	4	1	1	6	1	1	2	6					
		0.75%	1.82%	1.29%	1.29%	0.41%	1.07%	1.38%	1.31%	1.60%	0.85%	0.84%	1.73%	0.47%	0.25%	0.00%	0.14%	0.00%	0.00%	0.58%	0.86%	0.00%	0.38%	0.64%	0.95%	0.00%	0.31%	0.28%	1.33%	0.61%	0.70%	0.80%	0.13%	0.00%	0.00%	0.49%	0.00%	0.25%	0.16%	0.45%	0.00%	0.37%	1.08%	0.80%	0.38%	0.58%	1.79%	1.61%	0.59%	0.37%	0.21%	0.52%	0.39%	0.35%	0.42%	0.58%					
20	3.Политическая партия «Демократическая партия России»	60	4	0	0	3	0	0	3	0	1	0	4	2	2	0	3	0	0	1	1	2	2	0	0	0	0	1	4	1	4	0	3	1	0	3	0	0	3	0	0	0	0	5	0	3	0	0	1	1	0	0	0	1	1	0					
		0.14%	0.30%	0.00%	0.00%	0.31%	0.00%	0.00%	0.36%	0.00%	0.12%	0.00%	0.33%	0.12%	0.17%	0.00%	0.42%	0.00%	0.00%	0.58%	0.10%	0.72%	0.13%	0.00%	0.00%	0.00%	0.00%	0.07%	0.23%	0.10%	0.70%	0.00%	0.40%	0.32%	0.00%	0.37%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.35%	0.00%	0.00%	0.15%	0.37%	0.00%	0.00%	0.00%	0.35%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3365	184	140	119	118	142	114	113	159	79	37	77	90	71	10	62	10	8	11	76	11	129	53	41	8	22	41	169	142	57	87	47	24	13	47	14	69	137	14	5	55	11	130	20	68	11	36	76	21	69	4	16	23	7	68					
		8.12%	13.98%	13.90%	11.78%	12.08%	12.70%	11.21%	13.42%	11.06%	9.54%	10.36%	6.35%	5.32%	5.94%	7.14%	8.70%	8.40%	10.26%	6.40%	7.27%	3.97%	8.19%	6.78%	7.77%	3.98%	6.85%	2.91%	9.81%	14.33%	9.98%	3.88%	6.21%	7.59%	4.91%	5.77%	6.57%	8.63%	11.07%	3.18%	3.25%	5.07%	1.19%	10.44%	7.60%	7.93%	4.91%	11.58%	11.29%	7.69%	14.47%	0.35%	6.23%	8.01%	1.48%	6.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	225	16	9	17	10	0	3	5	14	7	5	2	6	4	0	2	2	0	0	8	1	10	3	1	1	3	3	10	3	2	13	3	0	0	2	1	6	2	0	0	2	5	7	1	6	9	1	4	1	2	1	1	3	6	2					
		0.54%	1.22%	0.89%	1.68%	1.02%	0.00%	0.29%	0.59%	0.97%	0.85%	1.40%	0.17%	0.35%	0.33%	0.00%	0.28%	1.68%	0.00%	0.00%	0.76%	0.36%	0.63%	0.38%	0.19%	0.50%	0.93%	0.21%	0.58%	0.30%	0.35%	0.58%	0.40%	0.00%	0.00%	0.25%	0.47%	0.75%	0.16%	0.00%	0.00%	0.18%	0.54%	0.56%	0.38%	0.70%	4.02%	0.32%	0.59%	0.37%	0.42%	0.09%	0.39%	1.05%	1.27%	0.19%					
23	6.Политическая партия «Партия социальной справедливости»	102	1	5	1	2	0	5	1	10	9	1	1	2	2	0	0	0	0	1	3	2	6	1	0	0	0	1	5	5	2	5	1	0	1	0	1	5	0	0	0	9	0	4	1	4	0	0	1	0	0	4	0	0	0	0					
		0.25%	0.08%	0.50%	0.10%	0.20%	0.00%	0.49%	0.12%	0.70%	1.09%	0.28%	0.08%	0.12%	0.17%	0.00%	0.00%	0.00%	0.00%	0.58%	0.29%	0.72%	0.38%	0.13%	0.00%	0.00%	0.00%	0.07%	0.29%	0.50%	0.35%	0.22%	0.13%	0.00%	0.38%	0.00%	0.47%	0.63%	0.00%	0.00%	0.00%	0.83%	0.00%	0.32%	0.38%	0.47%	0.00%	0.00%	0.15%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3517	145	75	112	94	29	128	92	136	106	35	104	136	112	8	45	24	6	7	90	27	167	58	57	16	28	61	200	17	34	430	41	23	31	70	20	70	32	38	11	109	10	106	23	75	23	29	76	17	28	7	16	16	2	65					
		8.49%	11.02%	7.45%	11.09%	9.62%	2.59%	12.59%	10.93%	9.46%	12.80%	9.80%	8.58%	8.03%	9.36%	5.71%	6.31%	20.17%	7.69%	4.07%	8.60%	9.75%	10.60%	7.42%	10.80%	7.96%	8.72%	4.33%	11.61%	1.72%	5.95%	19.16%	5.42%	7.28%	11.70%	8.59%	9.39%	8.75%	2.58%	8.64%	7.14%	10.05%	1.08%	8.51%	8.75%	8.75%	10.27%	9.32%	11.29%	6.23%	5.87%	0.61%	6.23%	5.57%	0.42%	6.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2566	122	100	111	75	103	86	82	107	63	37	83	102	66	10	52	4	3	6	102	14	94	49	18	14	26	56	149	7	58	77	39	13	15	50	12	49	36	9	5	64	6	82	14	60	47	16	64	16	13	2	11	18	3	46					
		6.20%	9.27%	9.93%	10.99%	7.68%	9.21%	8.46%	9.74%	7.45%	7.61%	10.36%	6.85%	6.02%	5.52%	7.14%	7.29%	3.36%	3.85%	3.49%	9.75%	5.05%	5.97%	6.27%	3.41%	6.97%	8.10%	3.98%	8.65%	0.71%	10.16%	3.43%	5.15%	4.11%	5.66%	6.13%	5.63%	6.13%	2.91%	2.05%	3.25%	5.90%	0.65%	6.59%	5.32%	7.00%	20.98%	5.14%	9.51%	5.86%	2.73%	0.17%	4.28%	6.27%	0.63%	4.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	414	12	12	6	8	16	10	12	20	12	3	9	19	9	0	8	1	3	1	15	1	52	8	1	0	4	10	13	11	5	17	5	2	3	4	2	10	2	0	1	8	11	12	6	5	3	6	6	3	6	7	3	7	3	1					
		0.99%	0.91%	1.19%	0.59%	0.82%	1.43%	0.98%	1.43%	1.39%	1.45%	0.84%	0.74%	1.12%	0.75%	0.00%	1.12%	0.84%	3.85%	0.58%	1.43%	0.36%	3.30%	1.02%	0.19%	0.00%	1.25%	0.71%	0.75%	1.11%	0.88%	0.76%	0.66%	0.63%	1.13%	0.49%	0.94%	1.25%	0.16%	0.00%	0.65%	0.74%	1.19%	0.96%	2.28%	0.58%	1.34%	1.93%	0.89%	1.10%	1.26%	0.61%	1.17%	2.44%	0.63%	0.10%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28397	716	570	563	596	726	596	442	882	498	218	842	1247	818	100	481	74	50	141	647	184	1022	554	386	148	218	1170	1032	749	356	1532	591	230	198	575	154	522	996	344	122	773	863	776	176	584	116	196	404	196	341	1093	197	196	441	755					
		68.56%	54.41%	56.60%	55.74%	61.00%	64.94%	58.60%	52.49%	61.38%	60.14%	61.06%	69.47%	73.66%	68.39%	71.43%	67.46%	62.18%	64.10%	81.98%	61.85%	66.43%	64.89%	70.84%	73.11%	73.63%	67.91%	83.10%	59.90%	75.58%	62.35%	68.27%	78.07%	72.78%	74.72%	70.55%	72.30%	65.25%	80.45%	78.18%	79.22%	71.24%	93.40%	62.33%	66.92%	68.14%	51.79%	63.02%	60.03%	71.79%	71.49%	95.63%	76.65%	68.29%	93.04%	73.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	284	12	12	6	15	19	6	15	9	11	1	8	9	1	0	7	0	0	0	7	3	7	3	3	3	3	7	31	3	3	11	1	1	0	3	0	4	3	3	0	7	3	5	2	5	6	5	5	2	0	10	0	2	1	1					
		0.69%	0.91%	1.19%	0.59%	1.54%	1.70%	0.59%	1.78%	0.63%	1.33%	0.28%	0.66%	0.53%	0.08%	0.00%	0.98%	0.00%	0.00%	0.00%	0.67%	1.08%	0.44%	0.38%	0.57%	1.49%	0.93%	0.50%	1.80%	0.30%	0.53%	0.49%	0.13%	0.32%	0.00%	0.37%	0.00%	0.50%	0.24%	0.68%	0.00%	0.65%	0.32%	0.40%	0.76%	0.58%	2.68%	1.61%	0.74%	0.73%	0.00%	0.87%	0.00%	0.70%	0.21%	0.10%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
