Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Медведевская районная																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398					
1	"Число избирателей, внесенных в список избирателей"	45439	1789	1363	1254	1332	1244	1239	990	1331	952	415	1377	1889	1395	705	232	203	998	291	1848	331	1252	607	206	1625	2116	1543	802	732	641	881	188	888	1391	521	168	1235	1269	1485	1040	248	420	605	262	469	1336	318	378	609	1026					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41110	1570	1100	1010	1060	1120	990	850	1100	830	410	1220	1660	1330	680	240	200	1000	290	1600	350	1120	600	200	1410	1820	1340	670	760	600	830	200	800	1240	490	160	1100	1250	1520	930	230	330	540	290	460	1270	320	370	550	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33029	1324	897	834	844	902	881	746	884	625	320	1004	1478	1185	444	146	173	832	188	1076	192	900	448	183	1066	1611	1147	450	595	465	580	146	647	1039	412	117	976	734	1341	851	203	281	432	232	378	1040	190	231	441	918					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4226	40	43	13	37	13	28	15	117	25	13	148	34	95	141	59	13	66	57	192	105	77	55	17	339	162	91	118	40	135	154	33	150	191	60	38	120	309	32	70	0	49	63	30	75	178	84	90	109	103					
6	Число погашенных избирательных бюллетеней	3855	206	160	163	179	205	81	89	99	180	77	68	148	50	95	35	14	102	45	332	53	143	97	0	5	47	102	102	125	0	96	21	3	10	18	5	4	207	147	9	27	0	45	28	7	52	46	49	0	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4225	40	43	13	37	13	28	15	117	25	13	148	34	95	140	59	13	66	57	192	105	77	55	17	339	162	91	118	40	135	154	33	150	191	60	38	120	309	32	70	0	49	63	30	75	178	84	90	109	103					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33022	1324	897	834	844	902	881	746	884	625	316	1004	1478	1185	441	146	173	832	188	1076	192	900	448	183	1066	1611	1147	450	595	465	580	146	647	1039	412	117	976	734	1341	851	203	281	432	232	378	1040	190	231	441	918					
9	Число недействительных избирательных бюллетеней	196	10	10	0	10	6	0	7	2	0	16	9	17	0	15	0	0	0	2	12	1	7	8	0	3	0	0	2	4	2	9	0	0	0	2	0	0	15	16	2	2	0	0	1	1	0	1	0	0	4					
10	Число действительных избирательных бюллетеней	37051	1354	930	847	871	909	909	754	999	650	313	1143	1495	1280	566	205	186	898	243	1256	296	970	495	200	1402	1773	1238	566	631	598	725	179	797	1230	470	155	1096	1028	1357	919	201	330	495	261	452	1218	273	321	550	1017					
