Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Тарумовская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698					
1	"Число избирателей, внесенных в списки"	17173	769	453	270	626	1346	178	692	1032	469	1415	1421	1244	717	890	878	288	557	2149	1071	708					
2	"Число бюллетеней, полученных участковыми комиссиями"	16046	760	400	200	600	1208	150	702	800	400	1250	1280	1000	700	900	850	276	550	2332	1058	630					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12058	750	335	193	501	1076	124	529	525	279	986	1019	403	244	661	703	245	446	1662	856	521					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	249	10	5	7	0	0	0	24	74	41	0	0	12	4	6	0	0	24	0	0	42					
6	Число погашенных бюллетеней	3739	0	60	0	99	132	26	149	201	80	264	261	585	452	233	147	31	80	670	202	67					
7	Число бюллетеней в переносных ящиках для голосования	249	10	5	7	0	0	0	24	74	41	0	0	12	4	6	0	0	24	0	0	42					
8	Число бюллетеней в стационарных ящиках для голосования	12054	750	335	193	501	1076	124	529	525	279	986	1019	399	244	661	703	245	446	1662	856	521					
9	Число недействительных бюллетеней	175	14	1	18	8	18	2	50	3	3	6	8	13	3	9	2	3	0	4	8	2					
10	Число действительных бюллетеней	12128	746	339	182	493	1058	122	503	596	317	980	1011	398	245	658	701	242	470	1658	848	561					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	95	2	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	35	0	0	0	0	0	0	6	0	2	16	11	0	0	0	0	0	0	0	0	0					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.62%	1.62%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	282	30	9	1	15	11	9	1	45	2	4	0	9	0	3	14	10	0	49	42	28					
		2.29%	3.94%	2.64%	0.5%	2.99%	1.02%	7.25%	0.18%	7.51%	0.62%	0.40%	0.0%	2.18%	0.0%	0.44%	1.99%	4.08%	0.0%	2.94%	4.90%	4.97%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	45	0	0	3	0	0	2	4	0	4	7	12	3	0	0	0	0	10	0	0	0					
		0.36%	0.0%	0.0%	1.5%	0.0%	0.0%	1.61%	0.72%	0.0%	1.25%	0.70%	1.17%	0.72%	0.0%	0.0%	0.0%	0.0%	2.12%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	12	2	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	0	0	0	0					
		0.09%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.60%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%					
