Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    район Ховрино																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №3162					
1	"Число избирателей, внесенных в списки избирателей"	56749	2703	2696	2783	2698	2819	2596	2454	2692	2750	2517	2612	2310	2710	2739	3003	2845	2797	2749	2756	2840	2546	134					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46600	2200	2200	2300	2200	2300	2200	2000	2200	2200	2100	2200	2000	2200	2200	2300	2300	2300	2300	2300	2300	2100	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29116	1571	1521	1419	1490	1226	1332	1350	1398	1529	1424	1286	1057	1355	1390	1587	1412	1304	1361	1474	1328	1174	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	789	48	32	51	34	70	42	30	42	38	20	34	45	38	27	36	29	41	47	33	32	20	0					
6	Число погашенных избирательных бюллетеней	16695	581	647	830	676	1004	826	620	760	633	656	880	898	807	783	677	859	955	892	793	940	906	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	789	48	32	51	34	70	42	30	42	38	20	34	45	38	27	36	29	41	47	33	32	20	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28838	1558	1454	1416	1443	1216	1328	1346	1397	1491	1415	1283	1056	1355	1375	1584	1411	1300	1360	1465	1287	1170	128					
9	Число недействительных избирательных бюллетеней	590	29	34	34	20	25	28	18	23	19	27	13	28	14	19	29	12	22	25	147	13	9	2					
10	Число действительных избирательных бюллетеней	29037	1577	1452	1433	1457	1261	1342	1358	1416	1510	1408	1304	1073	1379	1383	1591	1428	1319	1382	1351	1306	1181	126					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1220	50	50	50	50	50	70	50	80	70	70	50	50	50	70	70	50	70	50	70	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	960	44	32	46	37	41	59	39	49	58	47	49	32	35	51	59	42	53	49	49	44	45	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	856	85	40	45	16	33	26	24	28	41	10	34	18	35	21	70	32	19	32	23	53	47	124					
14	Число погашенных неиспользованных открепительных удостоверений	260	6	18	4	13	9	11	11	31	12	23	1	18	15	19	11	8	17	1	21	6	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	5	1	1	1	1	1	2	6	0	5	0	1	1	2	3	0	0	1	2	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
