Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Еравнинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147					
1	"Число избирателей, внесенных в список избирателей"	11645	751	313	616	51	265	211	670	28	399	307	59	133	879	900	721	766	802	147	327	346	826	80	242	525	954	327					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10960	718	310	602	50	244	202	631	27	391	292	56	130	856	850	681	659	750	128	327	301	790	84	231	488	870	292					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	101	20	0	3	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7753	398	189	436	45	201	135	485	27	291	174	41	121	611	571	482	482	562	116	213	237	538	68	152	350	585	243					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	492	21	16	14	0	18	8	14	0	20	12	2	4	31	15	29	44	22	9	7	14	36	2	7	40	86	21					
6	Число погашенных избирательных бюллетеней	2614	279	105	149	5	25	59	132	0	80	75	13	5	214	264	170	133	166	3	107	50	216	14	72	51	199	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	579	41	16	17	0	18	8	14	0	20	43	2	4	31	15	29	44	22	9	7	14	36	2	7	87	72	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7753	398	189	436	45	201	135	485	27	291	174	41	121	611	571	482	482	562	116	213	237	538	68	152	350	585	243					
9	Число недействительных избирательных бюллетеней	121	8	3	5	0	2	1	4	0	7	5	2	5	7	11	9	4	21	3	4	0	6	4	5	5	0	0					
10	Число действительных избирательных бюллетеней	8211	431	202	448	45	217	142	495	27	304	212	41	120	635	575	502	522	563	122	216	251	568	66	154	432	657	264					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	267	10	10	10	5	10	10	25	5	10	15	5	5	10	12	10	15	20	5	10	10	10	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	148	1	1	8	0	0	0	17	0	10	10	0	0	10	10	10	14	18	0	5	4	10	0	6	10	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	259	6	7	7	4	7	2	7	2	8	13	2	5	9	12	4	13	7	6	4	8	11	9	13	14	69	10					
14	Число погашенных неиспользованных открепительных удостоверений	119	9	9	2	5	10	10	8	5	0	5	5	5	0	2	0	1	2	5	5	6	0	5	4	0	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
