Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Ряжская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №1117					
1	"Число избирателей, внесенных в списки"	24713	1363	1064	1205	1370	126	2480	996	2104	1227	1361	2462	1241	1343	583	560	277	161	245	243	242	106	81	260	213	69	373	430	272	101	188	410	264	687	606					
2	"Число бюллетеней, полученных участковыми комиссиями"	22526	1055	958	1107	1191	128	2181	874	1737	1068	1195	2158	1094	1202	526	553	288	161	241	262	243	108	83	259	212	71	415	472	295	117	216	415	325	694	622					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11215	470	433	436	684	116	1008	525	1031	482	471	1139	444	504	235	264	169	75	136	149	126	85	73	150	129	34	184	244	133	87	87	210	122	393	387					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1157	153	29	15	6	10	48	28	34	19	28	30	15	41	12	24	40	19	18	32	19	13	0	54	24	12	78	67	60	9	46	38	44	58	34					
6	Число погашенных бюллетеней	10154	432	496	656	501	2	1125	321	672	567	696	989	635	657	279	265	79	67	87	81	98	10	10	55	59	25	153	161	102	21	83	167	159	243	201					
7	Число бюллетеней в переносных ящиках для голосования	1158	153	29	15	6	10	48	28	34	19	28	30	15	41	12	24	40	19	18	32	20	13	0	54	24	12	78	67	60	9	46	38	44	58	34					
8	Число бюллетеней в стационарных ящиках для голосования	11213	470	433	436	684	116	1008	525	1031	482	470	1139	444	504	235	264	169	75	136	149	125	85	73	150	129	34	184	244	133	87	87	210	122	393	387					
9	Число недействительных бюллетеней	252	40	9	15	7	0	11	4	16	10	12	18	4	15	6	17	2	6	2	2	3	3	1	2	3	4	5	6	6	0	6	6	5	2	4					
10	Число действительных бюллетеней	12119	583	453	436	683	126	1045	549	1049	491	486	1151	455	530	241	271	207	88	152	179	142	95	72	202	150	42	257	305	187	96	127	242	161	449	417					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	10	10	10	10	5	15	10	10	10	10	15	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	117	9	4	8	5	0	13	5	6	4	2	13	3	4	5	10	0	1	1	3	0	0	0	1	3	0	0	5	4	1	0	2	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	172	87	7	2	5	0	2	3	35	1	2	2	3	1	1	3	1	2	0	2	1	2	0	1	0	0	1	0	1	1	0	1	2	1	2					
