Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Удомельская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323					
1	"Число избирателей, внесенных в списки избирателей"	34529	2147	2055	1924	2090	2015	2100	2101	1988	2095	2030	1782	2108	2253	815	323	524	210	497	391	622	137	807	368	229	251	400	375	218	139	131	363	285	531	225					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34200	2100	2050	1900	2100	2000	2100	2100	1950	2000	2000	1750	2160	2200	800	320	500	200	450	400	600	150	800	360	220	250	420	390	220	140	130	350	290	550	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18809	862	1341	1141	1288	1251	1206	1139	1186	1171	1186	1074	1334	1387	306	124	203	113	183	171	224	42	274	188	115	105	164	189	100	62	47	142	119	270	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2248	52	22	14	21	16	31	25	22	17	15	15	8	18	231	134	138	31	122	154	234	56	231	42	11	46	76	83	35	40	18	39	77	77	97					
6	Число погашенных избирательных бюллетеней	13143	1186	687	745	791	733	863	936	742	812	799	661	818	795	263	62	159	56	145	75	142	52	295	130	94	99	180	118	85	38	65	169	94	203	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2248	52	22	14	21	16	31	25	22	17	15	15	8	18	231	134	138	31	122	154	234	56	231	42	11	46	76	83	35	40	18	39	77	77	97					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18806	862	1341	1140	1287	1251	1206	1139	1185	1171	1186	1074	1334	1387	306	124	203	113	183	171	224	42	274	188	115	105	164	189	100	62	47	142	119	270	102					
9	Число недействительных избирательных бюллетеней	159	8	10	9	9	17	14	6	8	12	16	10	17	9	7	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	20895	906	1353	1145	1299	1250	1223	1158	1199	1176	1185	1079	1325	1396	530	258	341	144	305	323	458	98	503	230	126	150	240	271	135	102	65	181	196	346	199					
