Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Шалинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068					
1	"Число избирателей, внесенных в списки"	16486	2959	1983	425	1102	88	1441	1352	717	126	555	128	581	428	908	114	1076	664	1013	134	597	95					
2	"Число бюллетеней, полученных участковыми комиссиями"	16282	2894	1738	373	1101	93	1436	1373	750	130	570	128	620	454	892	113	1074	673	1035	142	596	97					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	74	0	0	0	0	0	30	14	18	0	0	0	12	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6976	1136	693	134	444	60	600	406	310	96	388	96	325	244	415	68	477	275	370	90	307	42					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	938	76	90	57	115	0	59	64	107	16	15	9	33	21	26	0	35	14	113	16	52	20					
6	Число погашенных бюллетеней	8294	1682	955	182	542	33	747	889	315	18	167	23	250	189	451	45	562	384	552	36	237	35					
7	Число бюллетеней в переносных ящиках для голосования	998	76	90	57	115	0	89	64	125	16	15	9	45	21	26	0	35	14	113	16	52	20					
8	Число бюллетеней в стационарных ящиках для голосования	6989	1136	693	134	444	59	600	420	310	96	388	96	325	244	415	68	477	275	370	90	307	42					
9	Число недействительных бюллетеней	91	8	6	3	11	1	9	0	2	0	0	0	7	7	14	0	5	1	15	1	0	1					
10	Число действительных бюллетеней	7896	1204	777	188	548	58	680	484	433	112	403	105	363	258	427	68	507	288	468	105	359	61					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	17	11	2	7	1	8	8	5	1	3	1	4	3	5	1	6	4	7	1	4	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	20	1	3	0	0	0	0	1	2	0	0	1	4	2	2	0	0	0	2	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	7	5	1	3	0	0	5	0	1	0	2	1	4	7	2	5	1	3	0	1	3					
14	Число погашенных открепительных удостоверений	80	16	8	2	7	1	8	7	3	1	3	0	0	1	3	1	6	4	5	1	2	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	105	9	4	1	7	1	15	6	4	1	4	0	4	12	8	0	7	1	3	8	10	0					
		1.31%	0.74%	0.51%	0.52%	1.25%	1.69%	2.17%	1.23%	0.91%	0.89%	0.99%	0.0%	1.08%	4.52%	1.81%	0.0%	1.36%	0.34%	0.62%	7.54%	2.78%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	142	41	12	4	11	0	11	9	5	0	3	0	2	5	10	0	14	2	6	0	6	1					
		1.77%	3.38%	1.53%	2.09%	1.96%	0.0%	1.59%	1.85%	1.14%	0.0%	0.74%	0.0%	0.54%	1.88%	2.26%	0.0%	2.73%	0.69%	1.24%	0.0%	1.67%	1.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	427	42	30	24	42	5	23	28	22	2	11	1	28	10	16	19	19	24	69	9	2	1					
		5.34%	3.46%	3.83%	12.56%	7.51%	8.47%	3.33%	5.78%	5.05%	1.78%	2.72%	0.95%	7.56%	3.77%	3.62%	27.94%	3.71%	8.30%	14.28%	8.49%	0.55%	1.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	132	37	12	4	9	0	6	3	7	1	7	0	4	4	5	2	8	4	13	2	4	0					
		1.65%	3.05%	1.53%	2.09%	1.61%	0.0%	0.87%	0.61%	1.60%	0.89%	1.73%	0.0%	1.08%	1.50%	1.13%	2.94%	1.56%	1.38%	2.69%	1.88%	1.11%	0.0%					
22	"5. ""За Русь Святую"""	58	4	3	4	5	2	6	2	0	1	2	2	1	3	3	1	6	0	6	4	3	0					
		0.72%	0.33%	0.38%	2.09%	0.89%	3.38%	0.87%	0.41%	0.0%	0.89%	0.49%	1.90%	0.27%	1.13%	0.68%	1.47%	1.17%	0.0%	1.24%	3.77%	0.83%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	27	3	3	0	3	0	2	2	1	0	3	0	0	0	4	1	0	0	1	4	0	0					
		0.33%	0.24%	0.38%	0.0%	0.53%	0.0%	0.29%	0.41%	0.22%	0.0%	0.74%	0.0%	0.0%	0.0%	0.90%	1.47%	0.0%	0.0%	0.20%	3.77%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	4	0	0	4	2	4	0	4	0	2	0	0	0	1	0	3	0	4	1	0	0					
		0.36%	0.33%	0.0%	0.0%	0.71%	3.38%	0.58%	0.0%	0.91%	0.0%	0.49%	0.0%	0.0%	0.0%	0.22%	0.0%	0.58%	0.0%	0.82%	0.94%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	2	1	0	5	0	1	1	0	0	0	0	2	0	1	0	0	0	1	0	0	1					
		0.18%	0.16%	0.12%	0.0%	0.89%	0.0%	0.14%	0.20%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.22%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	1.61%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	2	0	0	4	1	0	1	1	0	1	0	0	1	1	0	2	0	1	0	1	0					
