Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Хатангская																	
																	
Сводная таблица итогов голосования  по федеральному округу																	
																	
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33					
1	"Число избирателей, внесенных в списки"	4575	219	246	175	147	184	2524	156	209	388	327					
2	"Число бюллетеней, полученных участковыми комиссиями"	4627	230	247	183	146	186	2526	157	212	402	338					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	180	3	4	0	0	7	11	0	60	34	61					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2824	180	194	136	130	142	1353	122	116	260	191					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	159	3	5	0	0	6	119	0	6	9	11					
6	Число погашенных бюллетеней	1464	44	44	47	16	31	1043	35	30	99	75					
7	Число бюллетеней в переносных ящиках для голосования	339	6	9	0	0	13	130	0	66	43	72					
8	Число бюллетеней в стационарных ящиках для голосования	2824	180	194	136	130	142	1353	122	116	260	191					
9	Число недействительных бюллетеней	29	0	0	2	0	0	11	0	1	10	5					
10	Число действительных бюллетеней	3134	186	203	134	130	155	1472	122	181	293	258					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	87	5	5	5	0	10	33	5	8	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	74	4	5	5	0	10	32	1	7	2	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	1	1	0	0	0	37	2	1	2	2					
14	Число погашенных открепительных удостоверений	13	1	0	0	0	0	1	4	1	6	0					
15	Число открепительных удостоверений выданных ТИК	13	1	0	0	0	1	7	1	1	2	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	104	5	14	9	8	8	29	9	4	10	8					
		3.28%	2.68%	6.89%	6.61%	6.15%	5.16%	1.95%	7.37%	2.19%	3.30%	3.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	49	1	1	0	0	2	31	1	4	4	5					
		1.54%	0.53%	0.49%	0.0%	0.0%	1.29%	2.09%	0.81%	2.19%	1.32%	1.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	94	6	5	9	7	2	44	1	6	9	5					
		2.97%	3.22%	2.46%	6.61%	5.38%	1.29%	2.96%	0.81%	3.29%	2.97%	1.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	55	0	5	0	4	0	40	0	0	2	4					
		1.73%	0.0%	2.46%	0.0%	3.07%	0.0%	2.69%	0.0%	0.0%	0.66%	1.52%					
22	"5. ""За Русь Святую"""	16	0	0	2	0	1	9	0	0	4	0					
		0.50%	0.0%	0.0%	1.47%	0.0%	0.64%	0.60%	0.0%	0.0%	1.32%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	0	0	0	0	1	2	0	0	3	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.64%	0.13%	0.0%	0.0%	0.99%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	6	0	0	0	0	1	5	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.64%	0.33%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	12	1	1	3	0	1	5	0	0	0	1					
		0.37%	0.53%	0.49%	2.20%	0.0%	0.64%	0.33%	0.0%	0.0%	0.0%	0.38%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	1	0	0	0	5	0	0	1	3					
		0.31%	0.0%	0.49%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.33%	1.14%					
27	"10. ""Аграрная партия России"""	45	6	3	1	0	2	25	2	4	2	0					
		1.42%	3.22%	1.47%	0.73%	0.0%	1.29%	1.68%	1.63%	2.19%	0.66%	0.0%					
28	"11. ""Истинные патриоты России"""	13	0	1	0	0	0	7	1	1	1	2					
		0.41%	0.0%	0.49%	0.0%	0.0%	0.0%	0.47%	0.81%	0.54%	0.33%	0.76%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	64	1	8	6	0	3	38	0	3	5	0					
		2.02%	0.53%	3.94%	4.41%	0.0%	1.93%	2.56%	0.0%	1.64%	1.65%	0.0%					
30	"13. ""Демократическая партия России"""	6	0	0	0	0	1	4	0	0	0	1					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.64%	0.26%	0.0%	0.0%	0.0%	0.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	0	0	1	1	0	4	0	5	0	2					
		0.41%	0.0%	0.0%	0.73%	0.76%	0.0%	0.26%	0.0%	2.74%	0.0%	0.76%					
32	"15. ""Партия СЛОН"""	9	0	0	0	1	0	4	0	1	2	1					
		0.28%	0.0%	0.0%	0.0%	0.76%	0.0%	0.26%	0.0%	0.54%	0.66%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	217	4	4	2	10	3	155	4	8	14	13					
