Выборы Президента Российской Федерации																																			
Дата голосования: 18.03.2018																																			
																																			
Наименование Избирательной комиссии:    Яковлевская																																			
																																			
Сводная таблица итогов голосования																																			
																																			
	Число участковых избирательных комиссий	24																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	24																																	
																																			
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524									
1	"Число избирателей, включенных в список избирателей"	11577	1760	654	678	356	82	361	257	346	94	126	271	67	88	82	959	799	282	1064	434	1623	279	148	504	263									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11900	1790	700	730	370	70	380	270	370	90	130	280	60	80	70	1000	830	300	1100	450	1600	300	160	550	220									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6674	1062	372	406	277	45	206	141	192	58	54	160	49	48	46	471	397	133	465	208	1021	135	89	464	175									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	425	35	10	13	0	0	12	19	16	5	11	15	3	3	3	43	32	10	53	19	95	19	8	0	1									
6	Число погашенных избирательных бюллетеней	4801	693	318	311	93	25	162	110	162	27	65	105	8	29	21	486	401	157	582	223	484	146	63	86	44									
7	Число избирательных бюллетеней в переносных ящиках для голосования	425	35	10	13	0	0	12	19	16	5	11	15	3	3	3	43	32	10	53	19	95	19	8	0	1									
8	Число бюллетеней в стационарных ящиках для голосования	6673	1061	372	406	277	45	206	141	192	58	54	160	49	48	46	471	397	133	465	208	1021	135	89	464	175									
9	Число недействительных избирательных бюллетеней	118	13	5	7	7	0	4	1	5	0	1	2	0	2	0	12	11	2	13	0	24	4	0	4	1									
10	Число действительных избирательных бюллетеней	6980	1083	377	412	270	45	214	159	203	63	64	173	52	49	49	502	418	141	505	227	1092	150	97	460	175									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
13	Бабурин Сергей Николаевич	73	8	3	4	3	0	3	3	2	2	0	2	3	0	0	6	1	4	2	5	9	7	1	0	5									
		1.03%	0.73%	0.79%	0.95%	1.08%	0.00%	1.38%	1.88%	0.96%	3.17%	0.00%	1.14%	5.77%	0.00%	0.00%	1.17%	0.23%	2.80%	0.39%	2.20%	0.81%	4.55%	1.03%	0.00%	2.84%									
14	Грудинин Павел Николаевич	1392	225	90	87	39	7	42	43	35	24	12	26	21	5	9	116	108	20	93	41	235	16	14	67	17									
		19.61%	20.53%	23.56%	20.76%	14.08%	15.56%	19.27%	26.88%	16.83%	38.10%	18.46%	14.86%	40.38%	9.80%	18.37%	22.57%	25.17%	13.99%	17.95%	18.06%	21.06%	10.39%	14.43%	14.44%	9.66%									
15	Жириновский Владимир Вольфович	621	80	27	42	17	4	24	15	19	6	5	12	1	2	5	38	25	17	67	20	125	16	7	22	25									
		8.75%	7.30%	7.07%	10.02%	6.14%	8.89%	11.01%	9.38%	9.13%	9.52%	7.69%	6.86%	1.92%	3.92%	10.20%	7.39%	5.83%	11.89%	12.93%	8.81%	11.20%	10.39%	7.22%	4.74%	14.20%									
16	Путин Владимир Владимирович	4699	741	245	265	202	33	142	95	140	28	45	127	26	41	30	331	275	97	339	159	693	103	72	346	124									
		66.20%	67.61%	64.14%	63.25%	72.92%	73.33%	65.14%	59.38%	67.31%	44.44%	69.23%	72.57%	50.00%	80.39%	61.22%	64.40%	64.10%	67.83%	65.44%	70.04%	62.10%	66.88%	74.23%	74.57%	70.45%									
17	Собчак Ксения Анатольевна	71	8	6	2	5	0	1	0	3	0	2	0	0	0	1	5	3	2	2	0	10	3	0	15	3									
		1.00%	0.73%	1.57%	0.48%	1.81%	0.00%	0.46%	0.00%	1.44%	0.00%	3.08%	0.00%	0.00%	0.00%	2.04%	0.97%	0.70%	1.40%	0.39%	0.00%	0.90%	1.95%	0.00%	3.23%	1.70%									
18	Сурайкин Максим Александрович	43	7	2	5	0	0	0	1	2	3	0	2	1	1	2	3	1	0	0	1	7	3	1	1	0									
		0.61%	0.64%	0.52%	1.19%	0.00%	0.00%	0.00%	0.63%	0.96%	4.76%	0.00%	1.14%	1.92%	1.96%	4.08%	0.58%	0.23%	0.00%	0.00%	0.44%	0.63%	1.95%	1.03%	0.22%	0.00%									
19	Титов Борис Юрьевич	44	5	4	5	2	0	2	2	2	0	0	2	0	0	2	3	1	0	0	0	8	2	1	2	1									
		0.62%	0.46%	1.05%	1.19%	0.72%	0.00%	0.92%	1.25%	0.96%	0.00%	0.00%	1.14%	0.00%	0.00%	4.08%	0.58%	0.23%	0.00%	0.00%	0.00%	0.72%	1.30%	1.03%	0.43%	0.57%									
20	Явлинский Григорий Алексеевич	37	9	0	2	2	1	0	0	0	0	0	2	0	0	0	0	4	1	2	1	5	0	1	7	0									
		0.52%	0.82%	0.00%	0.48%	0.72%	2.22%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.93%	0.70%	0.39%	0.44%	0.45%	0.00%	1.03%	1.51%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
