Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Невьянская 																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547					
1	"Число избирателей, внесенных в список избирателей"	34839	2109	2086	2211	2168	1727	1682	1599	1178	1049	1034	1093	915	1082	131	330	2341	2267	2207	695	309	403	2030	384	130	523	118	246	624	424	128	701	155	208	418	134					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30000	1500	1600	1800	1700	1700	1700	1600	1000	1000	800	800	700	800	200	250	1800	2000	2000	600	300	300	2000	300	100	500	100	200	600	450	100	650	150	200	400	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17015	915	1075	1196	1214	998	1009	824	565	392	440	477	358	495	11	142	1145	1123	1034	243	113	201	836	185	78	276	56	145	314	253	68	385	73	121	181	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1259	79	48	59	49	21	33	65	23	41	25	46	43	10	91	6	94	33	63	14	33	35	132	26	17	17	3	30	37	20	8	24	4	6	15	9					
6	Число погашенных избирательных бюллетеней	11726	506	477	545	437	681	658	711	412	567	335	277	299	295	98	102	561	844	903	343	154	64	1032	89	5	207	41	25	249	177	24	241	73	73	204	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1258	79	48	59	49	21	32	65	23	41	25	46	43	10	91	6	94	33	63	14	33	35	132	26	17	17	3	30	37	20	8	24	4	6	15	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17013	915	1075	1196	1214	998	1009	824	564	392	440	477	358	495	11	142	1145	1122	1034	243	113	201	836	185	78	276	56	145	314	253	68	385	73	121	181	74					
9	Число недействительных избирательных бюллетеней	458	19	22	20	30	26	17	19	22	16	11	10	9	17	3	1	37	39	36	13	5	4	22	2	2	5	2	2	12	7	3	15	2	5	2	1					
10	Число действительных избирательных бюллетеней	17813	975	1101	1235	1233	993	1024	870	565	417	454	513	392	488	99	147	1202	1116	1061	244	141	232	946	209	93	288	57	173	339	266	73	394	75	122	194	82					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	790	36	40	30	44	30	40	30	25	10	20	20	10	10	0	10	45	40	70	20	20	15	30	20	10	20	10	20	20	10	10	20	10	15	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	624	36	36	28	44	30	39	23	21	5	12	5	7	10	0	6	37	38	66	10	10	15	22	5	4	9	3	19	20	4	8	20	2	11	12	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	440	15	18	21	24	24	14	15	12	5	14	20	17	10	6	10	23	12	30	12	8	23	5	5	7	8	4	7	6	9	12	10	6	4	21	3					
14	Число погашенных неиспользованных открепительных удостоверений	166	0	4	2	0	0	1	7	4	5	8	15	3	0	0	4	8	2	4	10	10	0	8	15	6	11	7	1	0	6	2	0	8	4	8	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3884	232	290	306	298	261	308	214	103	58	80	86	85	96	20	27	251	250	221	49	22	52	198	49	17	50	13	21	49	38	17	52	11	17	31	12					
		21.26%	23.34%	25.82%	24.38%	23.59%	25.61%	29.59%	24.07%	17.55%	13.39%	17.20%	16.44%	21.20%	19.01%	19.61%	18.24%	20.26%	21.65%	20.15%	19.07%	15.07%	22.03%	20.45%	23.22%	17.89%	17.06%	22.03%	12.00%	13.96%	13.92%	22.37%	12.71%	14.29%	13.39%	15.82%	14.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3407	180	200	199	234	155	153	137	115	99	105	123	83	106	18	29	208	205	187	49	32	60	164	41	20	78	19	47	67	61	22	101	8	40	44	18					
		18.65%	18.11%	17.81%	15.86%	18.53%	15.21%	14.70%	15.41%	19.59%	22.86%	22.58%	23.52%	20.70%	20.99%	17.65%	19.59%	16.79%	17.75%	17.05%	19.07%	21.92%	25.42%	16.94%	19.43%	21.05%	26.62%	32.20%	26.86%	19.09%	22.34%	28.95%	24.69%	10.39%	31.50%	22.45%	21.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	172	15	4	6	9	13	11	9	2	8	7	3	7	7	2	3	14	4	7	2	3	2	6	1	2	4	1	0	6	5	0	3	1	3	1	1					
		0.94%	1.51%	0.36%	0.48%	0.71%	1.28%	1.06%	1.01%	0.34%	1.85%	1.51%	0.57%	1.75%	1.39%	1.96%	2.03%	1.13%	0.35%	0.64%	0.78%	2.05%	0.85%	0.62%	0.47%	2.11%	1.37%	1.69%	0.00%	1.71%	1.83%	0.00%	0.73%	1.30%	2.36%	0.51%	1.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3344	199	209	235	244	199	217	188	105	74	88	78	52	88	9	30	247	199	270	38	24	32	148	42	18	34	11	20	60	41	4	60	13	27	34	7					
		18.30%	20.02%	18.61%	18.73%	19.32%	19.53%	20.85%	21.15%	17.89%	17.09%	18.92%	14.91%	12.97%	17.43%	8.82%	20.27%	19.94%	17.23%	24.61%	14.79%	16.44%	13.56%	15.29%	19.91%	18.95%	11.60%	18.64%	11.43%	17.09%	15.02%	5.26%	14.67%	16.88%	21.26%	17.35%	8.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	427	18	41	38	43	26	24	30	17	5	5	13	3	7	0	4	32	21	31	4	10	4	11	6	2	4	0	2	9	6	2	3	0	1	5	0					
		2.34%	1.81%	3.65%	3.03%	3.40%	2.55%	2.31%	3.37%	2.90%	1.15%	1.08%	2.49%	0.75%	1.39%	0.00%	2.70%	2.58%	1.82%	2.83%	1.56%	6.85%	1.69%	1.14%	2.84%	2.11%	1.37%	0.00%	1.14%	2.56%	2.20%	2.63%	0.73%	0.00%	0.79%	2.55%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6155	309	334	422	360	315	286	266	210	158	157	192	140	172	49	53	439	408	325	101	48	69	413	69	34	116	13	79	144	90	23	165	42	34	77	43					
		33.69%	31.09%	29.74%	33.63%	28.50%	30.91%	27.47%	29.92%	35.78%	36.49%	33.76%	36.71%	34.91%	34.06%	48.04%	35.81%	35.43%	35.32%	29.63%	39.30%	32.88%	29.24%	42.67%	32.70%	35.79%	39.59%	22.03%	45.14%	41.03%	32.97%	30.26%	40.34%	54.55%	26.77%	39.29%	51.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	424	22	23	29	45	24	25	26	13	15	12	18	22	12	1	1	11	29	20	1	2	13	6	1	0	2	0	4	4	25	5	10	0	0	2	1					
		2.32%	2.21%	2.05%	2.31%	3.56%	2.36%	2.40%	2.92%	2.21%	3.46%	2.58%	3.44%	5.49%	2.38%	0.98%	0.68%	0.89%	2.51%	1.82%	0.39%	1.37%	5.51%	0.62%	0.47%	0.00%	0.68%	0.00%	2.29%	1.14%	9.16%	6.58%	2.44%	0.00%	0.00%	1.02%	1.20%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
