Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Псковская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180					
1	"Число избирателей, внесенных в списки"	28580	471	203	259	294	206	912	1074	682	943	109	404	306	867	388	502	521	1181	313	163	251	178	210	1379	1517	895	346	86	217	296	135	97	1128	748	188	810	330	163	2137	1579	247	281	2582	529	1207	187	518	352	189					
2	"Число бюллетеней, полученных участковыми комиссиями"	28789	492	192	262	299	210	904	1045	686	930	113	410	309	872	400	493	532	1185	306	165	249	182	210	1395	1540	902	345	87	213	297	136	97	1091	747	175	875	352	366	2158	1509	241	309	2468	560	1222	199	508	357	194					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11977	128	37	86	165	77	246	503	283	323	52	169	155	380	126	207	192	265	100	64	98	42	86	786	792	275	144	20	70	185	60	44	500	275	64	248	140	133	1062	618	99	60	1325	222	555	93	201	158	64					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4055	166	118	107	71	92	189	31	81	134	37	125	78	166	104	100	137	221	132	54	101	99	82	74	32	148	44	43	40	22	27	20	68	36	78	197	46	30	119	74	29	52	49	110	63	42	27	93	67					
6	Число погашенных бюллетеней	12757	198	37	69	63	41	469	511	322	473	24	116	76	326	170	186	203	699	74	47	50	41	42	535	716	479	157	24	103	90	49	33	523	436	33	430	166	203	977	817	113	197	1094	228	604	64	280	106	63					
7	Число бюллетеней в переносных ящиках для голосования	4055	166	118	107	71	92	189	31	81	134	37	125	78	166	104	100	137	221	132	54	101	99	82	74	32	148	44	43	40	22	27	20	68	36	78	197	46	30	119	74	29	52	49	110	63	42	27	93	67					
8	Число бюллетеней в стационарных ящиках для голосования	11977	128	37	86	165	77	246	503	283	323	52	169	155	380	126	207	192	265	100	64	98	42	86	786	792	275	144	20	70	185	60	44	500	275	64	248	140	133	1062	618	99	60	1325	222	555	93	201	158	64					
9	Число недействительных бюллетеней	255	2	0	1	0	3	10	9	7	6	2	3	4	18	6	6	11	3	2	6	1	1	0	14	23	5	10	0	1	3	6	1	9	9	0	0	0	1	11	6	3	0	15	3	11	0	10	10	3					
10	Число действительных бюллетеней	15777	292	155	192	236	166	425	525	357	451	87	291	229	528	224	301	318	483	230	112	198	140	168	846	801	418	178	63	109	204	81	63	559	302	142	445	186	162	1170	686	125	112	1359	329	607	135	218	241	128					
