Выборы Президента Российской Федерации																																											
Дата голосования: 02.03.2008																																											
																																											
Наименование Избирательной комиссии:    Кропоткинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
	Число участковых избирательных комиссий	36																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																									
																																											
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436					
1	"Число избирателей, включенных в списки избирателей"	54487	1860	2000	1253	2686	2349	1347	1378	1008	2014	1780	2499	1567	1809	1747	1186	1425	1380	1959	1450	939	1111	1519	1298	1086	1760	1015	1997	1026	1701	1727	960	1050	813	943	1176	1669					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55200	1850	2100	1250	2600	2400	1400	1300	1050	2100	1800	2500	1700	1850	1850	1200	1450	1400	2000	1500	900	1100	1700	1300	1100	1800	1000	2000	1000	1600	1700	1000	1050	800	950	1100	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	43168	1363	1559	945	1954	1828	1051	1078	599	1768	1392	1887	1341	1511	1387	1120	1156	1188	1624	1263	709	887	1111	1075	1012	1406	750	1655	594	1411	1391	828	863	490	779	885	1308					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6204	323	242	208	394	162	189	188	248	147	224	582	152	220	340	62	187	79	87	153	171	118	169	121	56	73	115	183	260	40	170	52	70	228	45	113	33					
6	Число погашенных избирательных бюллетеней	5828	164	299	97	252	410	160	34	203	185	184	31	207	119	123	18	107	133	289	84	20	95	420	104	32	321	135	162	146	149	139	120	117	82	126	102	459					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6204	323	242	208	394	162	189	188	248	147	224	582	152	220	340	62	187	79	87	153	171	118	169	121	56	73	115	183	260	40	170	52	70	228	45	113	33					
8	Число бюллетеней в стационарных ящиках для голосования	43168	1363	1559	945	1954	1828	1051	1078	599	1768	1392	1887	1341	1511	1387	1120	1156	1188	1624	1263	709	887	1111	1075	1012	1406	750	1655	594	1411	1391	828	863	490	779	885	1308					
9	Число недействительных избирательных бюллетеней	279	0	21	10	0	30	0	0	5	17	8	10	9	0	0	3	3	0	0	0	1	5	3	16	11	7	11	5	2	2	0	0	0	65	12	6	17					
10	Число действительных избирательных бюллетеней	49093	1686	1780	1143	2348	1960	1240	1266	842	1898	1608	2459	1484	1731	1727	1179	1340	1267	1711	1416	879	1000	1277	1180	1057	1472	854	1833	852	1449	1561	880	933	653	812	992	1324					
11	Число полученных открепительных  удостоверений	713	21	21	21	21	21	21	21	21	21	21	21	21	16	16	16	21	21	21	11	16	16	21	21	21	21	21	21	21	21	21	21	11	21	16	21	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	713	21	21	21	21	21	21	21	21	21	21	21	21	16	16	16	21	21	21	11	16	16	21	21	21	21	21	21	21	21	21	21	11	21	16	21	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	298	12	6	6	7	1	5	22	6	21	19	11	4	9	9	10	3	9	17	15	30	9	4	2	4	5	6	2	4	12	8	2	3	0	3	6	6					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	37	1	1	0	3	1	0	0	1	0	1	1	0	0	1	3	0	4	2	2	0	2	1	0	0	2	2	0	0	0	1	1	3	0	1	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	Богданов Андрей Владимирович	323	14	18	9	2	20	18	4	10	12	26	8	1	18	2	3	17	0	8	11	10	4	13	12	5	5	3	14	2	9	9	5	10	0	3	12	6					
		0.65%	0.83%	0.99%	0.78%	0.09%	1.01%	1.45%	0.32%	1.18%	0.63%	1.61%	0.32%	0.07%	1.04%	0.12%	0.25%	1.27%	0.00%	0.47%	0.78%	1.14%	0.40%	1.02%	1.00%	0.47%	0.34%	0.35%	0.76%	0.23%	0.62%	0.58%	0.57%	1.07%	0.00%	0.36%	1.20%	0.45%					
19	Жириновский Владимир Вольфович	3154	80	190	99	26	91	39	67	25	184	98	45	53	148	53	101	72	128	170	76	58	82	102	97	67	27	83	165	86	69	107	48	89	57	87	109	76					
		6.39%	4.74%	10.55%	8.59%	1.11%	4.57%	3.15%	5.29%	2.95%	9.61%	6.06%	1.82%	3.55%	8.55%	3.07%	8.54%	5.36%	10.10%	9.94%	5.37%	6.59%	8.16%	7.97%	8.11%	6.27%	1.83%	9.60%	8.98%	10.07%	4.76%	6.85%	5.45%	9.54%	7.94%	10.56%	10.92%	5.67%					
20	Зюганов Геннадий Андреевич	6520	209	212	124	498	351	204	105	152	161	190	339	133	150	96	91	167	210	318	223	105	156	202	132	86	243	126	268	115	261	223	92	132	55	104	102	185					
