Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Одоевская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665					
1	"Число избирателей, внесенных в список избирателей"	10015	1754	918	1307	1109	391	221	565	126	401	399	297	486	265	254	463	271	660	128					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10487	1791	924	1349	1138	445	217	587	146	440	387	313	554	305	278	493	278	712	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6114	1224	599	776	839	219	105	273	81	271	162	101	205	131	142	288	183	446	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1356	53	58	145	29	64	50	129	26	87	107	168	103	73	51	56	49	80	28					
6	Число погашенных избирательных бюллетеней	3017	514	267	428	270	162	62	185	39	82	118	44	246	101	85	149	46	186	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1356	53	58	145	29	64	50	129	26	87	107	168	103	73	51	56	49	80	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6114	1224	599	776	839	219	105	273	81	271	162	101	205	131	142	288	183	446	69					
9	Число недействительных избирательных бюллетеней	92	23	7	9	9	8	0	3	0	2	10	1	6	0	2	5	3	2	2					
10	Число действительных избирательных бюллетеней	7378	1254	650	912	859	275	155	399	107	356	259	268	302	204	191	339	229	524	95					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	502	45	20	35	25	56	7	28	20	45	13	15	50	40	16	30	9	43	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	502	45	20	35	25	56	7	28	20	45	13	15	50	40	16	30	9	43	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	178	19	20	14	12	8	7	9	4	12	33	7	2	4	2	7	9	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	6	2	6	4	0	1	1	0	0	1	0	1	1	1	3	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	540	144	48	38	65	26	9	27	9	24	26	9	21	5	17	27	14	29	2					
		7.23%	11.28%	7.31%	4.13%	7.49%	9.19%	5.81%	6.72%	8.41%	6.70%	9.67%	3.35%	6.82%	2.45%	8.81%	7.85%	6.03%	5.51%	2.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	699	105	69	76	102	18	8	32	4	45	21	33	33	7	19	36	22	51	18					
		9.36%	8.22%	10.50%	8.25%	11.75%	6.36%	5.16%	7.96%	3.74%	12.57%	7.81%	12.27%	10.71%	3.43%	9.84%	10.47%	9.48%	9.70%	18.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	15	0	1	6	2	2	1	0	4	3	1	0	1	1	7	0	5	1					
		0.67%	1.17%	0.00%	0.11%	0.69%	0.71%	1.29%	0.25%	0.00%	1.12%	1.12%	0.37%	0.00%	0.49%	0.52%	2.03%	0.00%	0.95%	1.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1091	188	105	123	151	35	28	43	16	24	20	33	42	39	28	64	45	93	14					
		14.61%	14.72%	15.98%	13.36%	17.40%	12.37%	18.06%	10.70%	14.95%	6.70%	7.43%	12.27%	13.64%	19.12%	14.51%	18.60%	19.40%	17.68%	14.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	111	34	12	8	16	4	4	6	0	2	4	3	3	1	4	5	1	3	1					
		1.49%	2.66%	1.83%	0.87%	1.84%	1.41%	2.58%	1.49%	0.00%	0.56%	1.49%	1.12%	0.97%	0.49%	2.07%	1.45%	0.43%	0.57%	1.03%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4845	760	412	664	514	189	104	288	78	254	184	189	203	144	121	198	147	340	56					
		64.86%	59.51%	62.71%	72.10%	59.22%	66.78%	67.10%	71.64%	72.90%	70.95%	68.40%	70.26%	65.91%	70.59%	62.69%	57.56%	63.36%	64.64%	57.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	42	8	4	2	5	1	0	2	0	3	1	0	0	7	1	2	0	3	3					
		0.56%	0.63%	0.61%	0.22%	0.58%	0.35%	0.00%	0.50%	0.00%	0.84%	0.37%	0.00%	0.00%	3.43%	0.52%	0.58%	0.00%	0.57%	3.09%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
