Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Саянская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878					
1	"Число избирателей, внесенных в списки избирателей"	9488	1552	1390	1500	124	62	261	269	350	540	361	77	297	140	204	218	716	209	519	58	169	75	284	113					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9260	1495	1300	1460	118	62	260	270	330	570	357	78	300	140	203	215	700	200	515	57	165	73	286	106					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5506	870	785	866	70	32	153	159	177	296	198	62	211	93	128	114	381	111	328	36	126	49	184	77					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	817	46	63	75	11	14	36	60	72	83	44	7	18	20	9	34	87	36	50	4	8	13	22	5					
6	Число погашенных избирательных бюллетеней	2937	579	452	519	37	16	71	51	81	191	115	9	71	27	66	67	232	53	137	17	31	11	80	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	817	46	63	75	11	14	36	60	72	83	44	7	18	20	9	34	87	36	50	4	8	13	22	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5505	870	785	866	70	32	153	159	177	296	198	62	211	93	128	114	381	110	328	36	126	49	184	77					
9	Число недействительных избирательных бюллетеней	78	10	11	10	4	0	1	1	6	3	4	0	1	0	5	1	6	1	4	1	4	0	1	4					
10	Число действительных избирательных бюллетеней	6244	906	837	931	77	46	188	218	243	376	238	69	228	113	132	147	462	145	374	39	130	62	205	78					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	22	22	22	3	3	3	7	5	7	3	3	5	3	3	3	7	3	7	3	3	3	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	91	18	14	18	0	0	3	7	0	4	2	0	1	0	1	0	4	3	7	0	2	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	65	10	7	2	1	3	0	1	7	3	2	1	1	1	3	2	7	1	3	1	1	2	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	59	4	8	4	3	3	0	0	5	3	1	3	4	3	2	3	3	0	0	3	1	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	250	29	27	39	0	0	5	4	8	13	8	1	5	6	4	3	50	4	20	1	2	2	13	6					
		3.95%	3.17%	3.18%	4.14%	0.00%	0.00%	2.65%	1.83%	3.21%	3.43%	3.31%	1.45%	2.18%	5.31%	2.92%	2.03%	10.68%	2.74%	5.29%	2.50%	1.49%	3.23%	6.31%	7.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	27	6	4	4	0	0	0	0	1	0	1	0	1	0	1	0	5	1	3	0	0	0	0	0					
		0.43%	0.66%	0.47%	0.43%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.41%	0.00%	0.44%	0.00%	0.73%	0.00%	1.07%	0.68%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	3	2	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0					
		0.17%	0.00%	0.35%	0.21%	1.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1058	211	183	167	8	10	35	15	46	51	55	12	32	13	13	17	32	34	28	6	22	21	34	13					
