Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Болховская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199					
1	"Число избирателей, внесенных в списки"	15526	177	568	412	301	172	303	285	519	286	250	225	246	383	427	467	205	342	182	297	2525	2252	2106	2596					
2	"Число бюллетеней, полученных участковыми комиссиями"	15594	172	558	412	310	174	300	285	529	287	244	221	245	387	427	479	204	341	187	301	2460	2480	2036	2555					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9815	116	339	311	154	81	192	220	311	112	140	145	125	158	236	239	127	193	122	133	1710	1288	1402	1961					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3203	44	180	61	135	87	104	51	188	161	100	60	113	183	135	176	70	136	58	145	317	327	177	195					
6	Число погашенных бюллетеней	2576	12	39	40	21	6	4	14	30	14	4	16	7	46	56	64	7	12	7	23	433	865	457	399					
7	Число бюллетеней в переносных ящиках для голосования	3203	44	180	61	135	87	104	51	188	161	100	60	113	183	135	176	70	136	58	145	317	327	177	195					
8	Число бюллетеней в стационарных ящиках для голосования	9804	116	339	311	154	81	192	220	311	112	140	145	125	158	236	239	127	193	122	133	1710	1277	1402	1961					
9	Число недействительных бюллетеней	271	1	13	0	4	0	12	1	0	0	2	20	22	2	0	1	1	1	26	13	6	6	114	26					
10	Число действительных бюллетеней	12736	159	506	372	285	168	284	270	499	273	238	185	216	339	371	414	196	328	154	265	2021	1598	1465	2130					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	12	12	12	12	12	12	12	12	12	12	12	12	12	8	12	12	6	12	6	24	18	18	28					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	105	0	6	4	0	1	3	0	1	0	0	2	1	4	3	7	2	2	0	4	17	13	13	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	2	5	2	0	1	0	4	0	0	3	1	2	1	2	0	4	3	0	0	9	4	8	5					
14	Число погашенных открепительных удостоверений	195	12	6	8	12	11	9	12	11	12	12	10	11	8	5	5	10	4	12	2	7	5	5	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	89	1	6	1	0	2	1	2	1	0	5	0	5	3	1	5	2	3	0	1	12	13	8	17					
		0.68%	0.62%	1.15%	0.26%	0.0%	1.19%	0.33%	0.73%	0.20%	0.0%	2.08%	0.0%	2.10%	0.87%	0.26%	1.20%	1.01%	0.91%	0.0%	0.35%	0.59%	0.81%	0.50%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	83	0	5	0	2	1	1	0	3	0	1	1	6	2	0	0	1	5	0	0	18	12	12	13					
		0.63%	0.0%	0.96%	0.0%	0.69%	0.59%	0.33%	0.0%	0.60%	0.0%	0.41%	0.48%	2.52%	0.58%	0.0%	0.0%	0.50%	1.51%	0.0%	0.0%	0.88%	0.74%	0.75%	0.60%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	144	1	2	0	2	6	0	1	3	4	4	1	3	0	2	3	2	1	0	1	23	21	26	38					
		1.10%	0.62%	0.38%	0.0%	0.69%	3.57%	0.0%	0.36%	0.60%	1.46%	1.66%	0.48%	1.26%	0.0%	0.53%	0.72%	1.01%	0.30%	0.0%	0.35%	1.13%	1.30%	1.64%	1.76%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	101	1	4	0	2	5	2	0	4	3	0	0	2	1	0	0	1	0	0	1	15	22	13	25					
