Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Башмаковская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в списки"	19931	542	1800	1305	1039	2073	1495	198	735	476	105	74	355	122	478	181	1153	349	78	300	754	414	435	220	168	104	372	108	1100	102	402	63	245	1002	142	480	429	533					
2	"Число бюллетеней, полученных участковыми комиссиями"	20000	546	1784	1298	1028	2048	1473	203	743	486	109	79	353	125	482	183	1155	350	83	305	760	429	442	220	170	106	378	110	1113	107	404	67	250	1007	146	483	442	533					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10715	256	929	635	481	1007	741	163	586	256	79	61	251	94	316	124	553	245	63	167	390	205	299	133	114	71	211	58	521	33	258	48	119	479	65	239	237	228					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1581	39	40	107	47	53	86	9	11	86	8	13	35	16	37	23	103	41	8	45	80	63	14	15	14	9	44	27	114	47	88	9	37	47	19	21	54	72					
6	Число погашенных бюллетеней	7704	251	815	556	500	988	646	31	146	144	22	5	67	15	129	36	499	64	12	93	290	161	129	72	42	26	123	25	478	27	58	10	94	481	62	223	151	233					
7	Число бюллетеней в переносных ящиках для голосования	1581	39	40	107	47	53	86	9	11	86	8	13	35	16	37	23	103	41	8	45	80	63	14	15	14	9	44	27	114	47	88	9	37	47	19	21	54	72					
8	Число бюллетеней в стационарных ящиках для голосования	10715	256	929	635	481	1007	741	163	586	256	79	61	251	94	316	124	553	245	63	167	390	205	299	133	114	71	211	58	521	33	258	48	119	479	65	239	237	228					
9	Число недействительных бюллетеней	289	6	11	26	13	28	19	4	13	11	6	3	2	3	3	0	18	9	1	7	11	3	14	1	3	2	6	2	2	0	8	1	7	18	2	9	11	6					
10	Число действительных бюллетеней	12007	289	958	716	515	1032	808	168	584	331	81	71	284	107	350	147	638	277	70	205	459	265	299	147	125	78	249	83	633	80	338	56	149	508	82	251	280	294					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	8	20	18	25	26	17	4	8	5	2	2	4	2	5	3	10	4	2	3	9	5	5	4	3	2	4	2	10	2	4	2	2	10	2	5	5	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	93	4	15	7	2	12	14	0	4	1	1	1	4	1	3	0	3	3	1	0	0	3	3	0	0	0	2	0	3	0	0	0	0	1	0	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	0	2	3	5	3	1	0	1	0	1	2	3	0	1	1	2	0	1	0	1	4	1	0	1	1	1	0	0	0	2	1	0	1	0	1	2	1					
14	Число погашенных открепительных удостоверений	157	4	5	11	23	14	3	4	4	4	1	1	0	1	2	3	7	1	1	3	9	2	2	4	3	2	2	2	7	2	4	2	2	9	2	5	0	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	216	3	8	12	7	18	7	2	6	6	2	1	7	5	8	1	8	5	1	10	9	7	5	9	2	1	8	3	9	0	9	0	7	11	0	6	3	10					
