Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Юргинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074					
1	"Число избирателей, внесенных в списки избирателей"	9187	368	404	408	412	324	75	748	424	575	753	110	157	410	1411	640	718	754	235	58	203					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9426	380	400	420	420	330	75	760	430	590	790	111	160	420	1430	630	740	830	250	58	202					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	72	0	0	0	0	51	0	6	0	0	0	0	15	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7814	284	321	359	338	233	64	632	338	455	685	102	128	327	1201	566	658	687	204	54	178					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1107	81	79	45	63	36	11	108	78	101	65	8	14	77	131	61	40	50	31	4	24					
6	Число погашенных избирательных бюллетеней	433	15	0	16	19	10	0	14	14	34	40	1	3	16	98	3	42	93	15	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1179	81	79	45	63	87	11	114	78	101	65	8	29	77	131	61	40	50	31	4	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7814	284	321	359	338	233	64	632	338	455	685	102	128	327	1201	566	658	687	204	54	178					
9	Число недействительных избирательных бюллетеней	7	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	8986	365	400	404	401	320	75	746	415	556	748	110	157	404	1329	627	698	736	235	58	202					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	345	12	5	15	17	10	0	10	20	20	40	0	15	15	50	18	25	53	15	0	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	324	12	5	15	17	10	0	8	20	20	40	0	8	12	44	18	25	53	14	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	4	4	3	6	0	0	3	6	3	3	0	4	5	10	5	7	8	6	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	0	0	0	0	0	2	0	0	0	0	7	3	6	0	0	0	1	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	38	2	1	3	0	1	0	1	0	0	3	2	1	1	8	8	3	3	1	0	0					
		0.42%	0.55%	0.25%	0.74%	0.00%	0.31%	0.00%	0.13%	0.00%	0.00%	0.40%	1.82%	0.64%	0.25%	0.60%	1.28%	0.43%	0.41%	0.43%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	0	0	0	0	0	0	0	0	1	1	0	0	0	2	3	2	0	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.13%	0.00%	0.00%	0.00%	0.15%	0.48%	0.29%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.13%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	148	1	4	3	3	3	0	6	7	9	8	0	2	2	36	12	10	37	2	1	2					
		1.65%	0.27%	1.00%	0.74%	0.75%	0.94%	0.00%	0.80%	1.68%	1.62%	1.07%	0.00%	1.27%	0.50%	2.70%	1.91%	1.43%	5.02%	0.85%	1.72%	0.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	4	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0					
		0.09%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.18%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.48%	0.14%	0.14%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	180	0	4	5	8	2	3	6	5	7	7	0	2	7	16	85	8	8	2	1	4					
		2.00%	0.00%	1.00%	1.24%	1.99%	0.63%	4.00%	0.80%	1.20%	1.26%	0.93%	0.00%	1.27%	1.73%	1.20%	13.56%	1.15%	1.09%	0.85%	1.72%	1.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	50	3	3	4	1	2	0	4	2	3	4	0	0	2	11	3	3	3	0	1	1					
		0.56%	0.82%	0.75%	0.99%	0.25%	0.63%	0.00%	0.54%	0.48%	0.54%	0.53%	0.00%	0.00%	0.50%	0.83%	0.48%	0.43%	0.41%	0.00%	1.72%	0.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	21	2	0	1	0	1	0	3	1	2	2	2	0	0	2	1	1	3	0	0	0					
		0.23%	0.55%	0.00%	0.25%	0.00%	0.31%	0.00%	0.40%	0.24%	0.36%	0.27%	1.82%	0.00%	0.00%	0.15%	0.16%	0.14%	0.41%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8508	352	388	388	389	309	72	723	398	533	719	106	152	392	1249	511	670	677	230	55	195					
		94.61%	96.44%	97.00%	96.04%	97.01%	96.56%	96.00%	96.92%	95.67%	95.86%	95.87%	96.36%	96.82%	97.03%	93.77%	81.50%	95.99%	91.86%	97.87%	94.83%	96.53%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	12	1	0	0	0	0	0	1	2	0	1	0	0	0	3	1	0	3	0	0	0					
		0.13%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.48%	0.00%	0.13%	0.00%	0.00%	0.00%	0.23%	0.16%	0.00%	0.41%	0.00%	0.00%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
