Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Ялуторовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085					
1	"Число избирателей, внесенных в список избирателей"	10052	254	100	80	589	515	282	115	158	62	375	124	504	466	381	128	456	341	668	251	208	464	149	266	259	635	135	458	1088	541					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12131	320	110	82	697	625	336	153	180	62	460	116	644	548	480	153	585	333	790	270	240	576	175	313	318	805	165	620	1310	665					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8964	219	94	75	554	481	255	104	154	57	333	82	423	338	346	112	427	235	606	218	190	429	131	239	221	579	109	431	1042	480					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	629	28	3	3	35	30	20	11	4	5	16	6	51	22	27	9	23	13	44	22	13	35	8	24	23	37	26	9	22	60					
6	Число погашенных избирательных бюллетеней	2538	73	13	4	108	114	61	38	22	0	111	28	170	188	107	32	135	85	140	30	37	112	36	50	74	189	30	180	246	125					
7	Число избирательных бюллетеней в переносных ящиках для голосования	629	28	3	3	35	30	20	11	4	5	16	6	51	22	27	9	23	13	44	22	13	35	8	24	23	37	26	9	22	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8963	219	94	75	554	481	255	104	154	56	333	82	423	338	346	112	427	235	606	218	190	429	131	239	221	579	109	431	1042	480					
9	Число недействительных избирательных бюллетеней	19	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	3	0	4	0	0	0	0	2					
10	Число действительных избирательных бюллетеней	9573	247	96	78	589	511	274	115	157	61	349	88	474	360	373	121	444	248	650	240	202	464	136	263	240	616	135	440	1064	538					
