Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
"Наименование Избирательной комиссии:    Новокузнецк, Орджоникидзевская"																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №655	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №1742									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	64001	2337	1439	2162	2539	2789	1545	1503	1783	2354	1895	2432	2301	1740	1874	2127	1387	2814	2553	763	2062	852	2499	2133	2433	2286	2284	2491	2554	2116	969	2985									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	57100	2100	1250	1950	2300	2500	1350	1350	1600	2100	1700	2200	2050	1550	1700	1900	1200	2550	2300	650	1850	750	2250	1800	2200	2050	2050	2200	2300	1900	850	2600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	52303	1906	1149	1724	2082	2267	1236	1232	1436	1937	1562	1994	1869	1423	1550	1732	1129	2322	2115	631	1664	668	2085	1733	1979	1890	1906	2068	2123	1769	717	2405									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1416	42	50	79	50	49	45	34	77	44	27	64	67	34	43	73	42	54	57	12	57	29	23	46	70	32	31	19	28	27	73	38									
6	Число погашенных избирательных бюллетеней	3381	152	51	147	168	184	69	84	87	119	111	142	114	93	107	95	29	174	128	7	129	53	142	21	151	128	113	113	149	104	60	157									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1416	42	50	79	50	49	45	34	77	44	27	64	67	34	43	73	42	54	57	12	57	29	23	46	70	32	31	19	28	27	73	38									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	52246	1904	1148	1722	2082	2264	1234	1230	1435	1934	1560	1992	1867	1422	1548	1730	1127	2320	2114	629	1662	667	2083	1730	1977	1889	1904	2066	2121	1767	715	2403									
9	Число недействительных избирательных бюллетеней	308	11	7	11	7	9	8	9	11	12	8	12	9	9	10	9	7	15	11	4	9	7	12	5	12	7	13	16	15	11	5	17									
10	Число действительных избирательных бюллетеней	53354	1935	1191	1790	2125	2304	1271	1255	1501	1966	1579	2044	1925	1447	1581	1794	1162	2359	2160	637	1710	689	2094	1771	2035	1914	1922	2069	2134	1783	783	2424									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1365	50	30	45	55	55	35	35	30	50	40	50	50	35	40	45	30	60	55	20	45	20	55	45	55	50	50	55	55	45	25	55									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	618	19	17	20	25	21	5	12	10	27	16	11	19	35	40	16	7	18	39	1	12	7	30	20	30	30	17	24	32	23	10	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	224	10	11	15	19	11	3	1	1	11	2	3	1	4	3	1	6	16	9	1	3	5	8	5	0	1	24	7	20	9	7	7									
14	Число погашенных неиспользованных открепительных удостоверений	747	31	13	25	30	34	30	23	20	23	24	39	31	0	0	29	23	42	16	19	33	13	25	25	25	20	33	31	23	22	15	30									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	0	4	0	2	0	0	0	0	2	0	1	1	0	1	1	2	0	0	0	0	3	0	0	1	1	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	157	6	5	4	5	4	7	3	6	5	7	3	9	4	6	5	4	8	7	5	3	7	3	8	4	3	3	9	6	2	3	3									
		0.29%	0.31%	0.42%	0.22%	0.23%	0.17%	0.55%	0.24%	0.40%	0.25%	0.44%	0.15%	0.47%	0.27%	0.38%	0.28%	0.34%	0.34%	0.32%	0.78%	0.17%	1.01%	0.14%	0.45%	0.20%	0.16%	0.16%	0.43%	0.28%	0.11%	0.38%	0.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	427	11	15	16	9	13	3	15	8	12	9	11	14	8	6	9	3	5	14	7	18	8	24	23	21	23	20	23	22	19	12	26									
		0.80%	0.57%	1.25%	0.89%	0.42%	0.56%	0.23%	1.19%	0.53%	0.61%	0.57%	0.54%	0.72%	0.55%	0.38%	0.50%	0.26%	0.21%	0.64%	1.09%	1.05%	1.15%	1.14%	1.30%	1.03%	1.20%	1.03%	1.10%	1.02%	1.06%	1.52%	1.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	151	4	3	2	1	5	8	3	1	4	9	11	4	3	6	1	7	6	2	4	9	1	4	3	2	5	9	11	9	5	3	6									
		0.28%	0.21%	0.25%	0.11%	0.05%	0.22%	0.63%	0.24%	0.07%	0.20%	0.57%	0.54%	0.21%	0.21%	0.38%	0.06%	0.60%	0.25%	0.09%	0.62%	0.52%	0.14%	0.19%	0.17%	0.10%	0.26%	0.47%	0.53%	0.42%	0.28%	0.38%	0.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	39680	1495	917	1372	1676	1708	990	956	1155	1489	1167	1548	1443	1058	1185	1350	844	1781	1606	444	1220	471	1535	1268	1503	1387	1394	1514	1554	1269	595	1786									
		73.94%	76.82%	76.54%	76.18%	78.61%	73.84%	77.40%	75.63%	76.39%	75.28%	73.53%	75.29%	74.61%	72.66%	74.48%	74.88%	72.20%	75.02%	73.98%	69.27%	70.97%	67.67%	72.89%	71.40%	73.42%	72.20%	72.04%	72.61%	72.31%	70.74%	75.51%	73.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	1	2	0	0	3	1	0	0	0	1	0	2	0	0	1	1	0	3	0	0	1	0	2	0	0	0	0	1	1	1									
		0.04%	0.00%	0.08%	0.11%	0.00%	0.00%	0.23%	0.08%	0.00%	0.00%	0.00%	0.05%	0.00%	0.14%	0.00%	0.00%	0.09%	0.04%	0.00%	0.47%	0.00%	0.00%	0.05%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.06%	0.13%	0.04%									
24	"6. Политическая партия ""Гражданская Платформа"""	97	4	1	4	4	2	4	5	1	5	4	3	1	0	4	2	7	6	3	2	1	3	4	2	3	6	2	1	4	5	2	2									
		0.18%	0.21%	0.08%	0.22%	0.19%	0.09%	0.31%	0.40%	0.07%	0.25%	0.25%	0.15%	0.05%	0.00%	0.25%	0.11%	0.60%	0.25%	0.14%	0.31%	0.06%	0.43%	0.19%	0.11%	0.15%	0.31%	0.10%	0.05%	0.19%	0.28%	0.25%	0.08%									
