Выборы Президента Российской Федерации																															
Дата голосования: 18.03.2018																															
																															
Наименование Избирательной комиссии:    Шарыповская городская																															
																															
Сводная таблица итогов голосования																															
																															
	Число участковых избирательных комиссий	20																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	20																													
																															
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №2286									
1	"Число избирателей, включенных в список избирателей"	31980	1629	1429	2066	1958	1952	1856	1907	1508	2062	1701	2063	955	1321	985	1651	698	961	2107	2737	434									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30100	1400	1300	1900	1900	1900	1800	1900	1400	1900	1600	2000	900	1200	900	1600	600	900	2000	2600	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19071	968	896	1166	1172	1274	1161	1173	889	1338	953	1307	537	802	521	956	442	562	1114	1674	166									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	748	41	15	134	20	28	22	26	17	29	19	36	7	12	48	22	14	33	62	38	125									
6	Число погашенных избирательных бюллетеней	10281	391	389	600	708	598	617	701	494	533	628	657	356	386	331	622	144	305	824	888	109									
7	Число избирательных бюллетеней в переносных ящиках для голосования	748	41	15	134	20	28	22	26	17	29	19	36	7	12	48	22	14	33	62	38	125									
8	Число бюллетеней в стационарных ящиках для голосования	19065	967	896	1164	1172	1273	1161	1173	889	1337	953	1307	537	801	521	956	442	562	1114	1674	166									
9	Число недействительных избирательных бюллетеней	229	11	11	9	7	8	13	15	13	14	15	16	7	14	3	11	4	17	18	21	2									
10	Число действительных избирательных бюллетеней	19584	997	900	1289	1185	1293	1170	1184	893	1352	957	1327	537	799	566	967	452	578	1158	1691	289									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
13	Бабурин Сергей Николаевич	142	9	8	10	8	1	11	7	6	8	5	9	0	6	2	12	3	5	10	21	1									
		0.72%	0.89%	0.88%	0.77%	0.67%	0.08%	0.93%	0.58%	0.66%	0.59%	0.51%	0.67%	0.00%	0.74%	0.35%	1.23%	0.66%	0.84%	0.85%	1.23%	0.34%									
14	Грудинин Павел Николаевич	3104	163	147	182	179	203	179	193	142	201	149	211	90	136	75	151	103	101	185	296	18									
		15.67%	16.17%	16.14%	14.02%	15.02%	15.60%	15.13%	16.10%	15.67%	14.71%	15.33%	15.71%	16.54%	16.73%	13.18%	15.44%	22.59%	16.97%	15.73%	17.29%	6.19%									
15	Жириновский Владимир Вольфович	1415	79	61	103	76	102	85	59	48	102	80	92	44	64	45	65	25	47	110	107	21									
		7.14%	7.84%	6.70%	7.94%	6.38%	7.84%	7.19%	4.92%	5.30%	7.47%	8.23%	6.85%	8.09%	7.87%	7.91%	6.65%	5.48%	7.90%	9.35%	6.25%	7.22%									
16	Путин Владимир Владимирович	14380	715	656	951	892	945	863	899	675	995	700	974	394	577	431	714	305	408	814	1224	248									
		72.58%	70.93%	72.01%	73.27%	74.83%	72.64%	72.95%	74.98%	74.50%	72.84%	72.02%	72.52%	72.43%	70.97%	75.75%	73.01%	66.89%	68.57%	69.22%	71.50%	85.22%									
17	Собчак Ксения Анатольевна	185	15	15	15	10	9	11	9	8	16	9	18	1	7	3	6	5	7	14	7	0									
		0.93%	1.49%	1.65%	1.16%	0.84%	0.69%	0.93%	0.75%	0.88%	1.17%	0.93%	1.34%	0.18%	0.86%	0.53%	0.61%	1.10%	1.18%	1.19%	0.41%	0.00%									
18	Сурайкин Максим Александрович	171	11	5	20	8	16	11	6	5	15	10	10	3	2	5	5	6	4	12	17	0									
		0.86%	1.09%	0.55%	1.54%	0.67%	1.23%	0.93%	0.50%	0.55%	1.10%	1.03%	0.74%	0.55%	0.25%	0.88%	0.51%	1.32%	0.67%	1.02%	0.99%	0.00%									
19	Титов Борис Юрьевич	106	4	4	3	4	9	5	7	6	8	3	8	2	4	2	9	4	5	6	13	0									
		0.54%	0.40%	0.44%	0.23%	0.34%	0.69%	0.42%	0.58%	0.66%	0.59%	0.31%	0.60%	0.37%	0.49%	0.35%	0.92%	0.88%	0.84%	0.51%	0.76%	0.00%									
20	Явлинский Григорий Алексеевич	81	1	4	5	8	8	5	4	3	7	1	5	3	3	3	5	1	1	7	6	1									
		0.41%	0.10%	0.44%	0.39%	0.67%	0.61%	0.42%	0.33%	0.33%	0.51%	0.10%	0.37%	0.55%	0.37%	0.53%	0.51%	0.22%	0.17%	0.60%	0.35%	0.34%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
