Выборы Президента Российской Федерации																																
																																
"Наименование Избирательной комиссии:    Липецк, Левобережная"																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25					
1	"Число избирателей, внесенных в список"	40907	1436	1375	1454	1149	1014	2210	1387	1728	1778	1538	1653	1998	1884	1030	1151	2821	1296	1236	2586	2176	1927	2537	2199	1136	208					
2	Число полученных избирательных бюллетеней	40413	1390	1320	1390	1090	970	2200	1380	1670	1690	1530	1650	2030	1880	1030	1100	2850	1280	1200	2510	2160	1950	2580	2220	1150	193					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	25304	805	832	914	703	615	1329	911	1228	1093	993	1022	1357	1195	605	586	1811	663	617	1452	1441	1319	1477	1418	738	180					
5	"Число избирательных бюллетеней, выданных вне помещения"	1367	68	27	41	37	68	58	33	37	54	29	45	63	49	63	61	49	128	105	181	33	51	42	33	12	0					
6	Число погашенных избирательных бюллетеней	13742	517	461	435	350	287	813	436	405	543	508	583	610	636	362	453	990	489	478	877	686	580	1061	769	400	13					
7	Число избирательных бюллетеней в переносных ящиках	1367	68	27	41	37	68	58	33	37	54	29	45	63	49	63	61	49	128	105	181	33	51	42	33	12	0					
8	Число бюллетеней в стационарных ящиках для голосования	25296	805	832	914	703	615	1326	910	1228	1093	993	1022	1357	1195	605	586	1811	663	617	1452	1441	1318	1477	1415	738	180					
9	Число недействительных избирательных бюллетеней	291	12	11	10	17	8	13	17	15	11	10	18	8	10	11	8	12	10	1	22	12	20	21	8	6	0					
10	Число действительных избирательных бюллетеней	26372	861	848	945	723	675	1371	926	1250	1136	1012	1049	1412	1234	657	639	1848	781	721	1611	1462	1349	1498	1440	744	180					
11	Число полученных открепительных  удостоверений	948	50	30	30	30	28	40	30	30	30	50	50	60	50	30	30	50	30	30	40	30	40	50	50	40	20					
12	Число выданных открепительных удостоверений	418	10	14	14	9	21	22	23	18	12	13	21	39	19	12	11	21	6	11	24	16	21	23	18	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	586	39	10	17	74	56	29	23	58	28	12	21	20	11	7	59	13	11	17	14	10	7	5	15	8	22					
14	Число неиспользованных открепительных удостоверений	530	40	16	16	21	7	18	7	12	18	37	29	21	31	18	19	29	24	19	16	14	19	27	32	25	15					
15	"Число открепительных удостоверений, выданных в ТИК"	27	4	1	1	0	0	2	1	0	0	1	2	2	1	0	3	2	0	1	0	0	3	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	1279	31	34	36	27	39	83	42	72	43	57	45	73	43	27	26	84	37	21	64	96	67	89	85	51	7					
		4.80%	3.55%	3.96%	3.77%	3.65%	5.71%	6.00%	4.45%	5.69%	3.75%	5.58%	4.22%	5.14%	3.46%	4.04%	4.02%	4.52%	4.68%	2.91%	3.92%	6.51%	4.89%	5.86%	5.87%	6.80%	3.89%					
19	. Малышкин Олег Александрович	948	27	29	24	23	22	39	29	36	55	33	52	65	39	26	17	45	29	23	61	54	60	70	55	29	6					
		3.56%	3.09%	3.38%	2.51%	3.11%	3.22%	2.82%	3.08%	2.85%	4.80%	3.23%	4.87%	4.58%	3.14%	3.89%	2.63%	2.42%	3.67%	3.19%	3.74%	3.66%	4.38%	4.61%	3.80%	3.87%	3.33%					
20	. Миронов Сергей Михайлович	208	9	3	5	5	4	10	0	12	10	9	16	10	11	2	2	10	8	8	13	10	14	13	12	8	4					
		0.78%	1.03%	0.35%	0.52%	0.68%	0.59%	0.72%	0.00%	0.95%	0.87%	0.88%	1.50%	0.70%	0.88%	0.30%	0.31%	0.54%	1.01%	1.11%	0.80%	0.68%	1.02%	0.86%	0.83%	1.07%	2.22%					
21	. Путин Владимир Владимирович	17171	565	554	624	504	438	856	627	818	768	691	697	960	791	442	467	1261	418	491	1032	893	849	906	956	463	100					
		64.40%	64.72%	64.49%	65.34%	68.11%	64.13%	61.85%	66.49%	64.66%	66.96%	67.61%	65.32%	67.61%	63.59%	66.17%	72.18%	67.80%	52.84%	68.01%	63.20%	60.58%	62.02%	59.64%	66.02%	61.73%	55.56%					
22	. Хакамада Ирина Муцуовна	803	39	32	35	26	31	47	41	50	38	28	34	32	40	15	11	50	11	17	38	34	36	39	52	23	4					
		3.01%	4.47%	3.73%	3.66%	3.51%	4.54%	3.40%	4.35%	3.95%	3.31%	2.74%	3.19%	2.25%	3.22%	2.25%	1.70%	2.69%	1.39%	2.35%	2.33%	2.31%	2.63%	2.57%	3.59%	3.07%	2.22%					
23	. Харитонов Николай Михайлович	4323	133	131	151	110	96	258	125	172	123	130	140	172	225	105	87	296	238	136	326	262	256	295	186	122	48					
		16.21%	15.23%	15.25%	15.81%	14.86%	14.06%	18.64%	13.26%	13.60%	10.72%	12.72%	13.12%	12.11%	18.09%	15.72%	13.45%	15.91%	30.09%	18.84%	19.96%	17.77%	18.70%	19.42%	12.85%	16.27%	26.67%					
																																
24	Против всех	1640	57	65	70	28	45	78	62	90	99	64	65	100	85	40	29	102	40	25	77	113	67	86	94	48	11					
		6.15%	6.53%	7.57%	7.33%	3.78%	6.59%	5.64%	6.57%	7.11%	8.63%	6.26%	6.09%	7.04%	6.83%	5.99%	4.48%	5.48%	5.06%	3.46%	4.72%	7.67%	4.89%	5.66%	6.49%	6.40%	6.11%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
