Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    район Соколиная гора																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №3100	УИК №3101	УИК №3102	УИК №3103					
1	"Число избирателей, внесенных в список"	57586	2648	1623	2716	2560	2598	2152	2755	2570	2573	1675	2268	1785	2736	2987	2432	2775	2407	2286	2363	2380	2223	2684	2921	389	695	192	107	86					
2	Число полученных избирательных бюллетеней	55500	2500	1500	2600	2400	2500	2000	2600	2500	2400	1600	2200	1700	2500	2300	2300	2600	2300	2200	2200	2300	2100	2400	2800	400	1200	1000	200	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31488	1204	869	1407	1407	1379	1155	1637	1406	1486	921	1158	914	1513	1845	1545	1492	1217	1141	1212	1278	1229	1352	1409	246	681	192	107	86					
5	"Число избирательных бюллетеней, выданных вне помещения"	861	49	47	53	39	31	36	29	39	46	28	31	38	50	26	55	21	33	31	39	24	26	46	34	10	0	0	0	0					
6	Число погашенных избирательных бюллетеней	23151	1247	584	1140	954	1090	809	934	1055	868	651	1011	748	937	429	700	1087	1050	1028	949	998	845	1002	1357	144	519	808	93	114					
7	Число избирательных бюллетеней в переносных ящиках	861	49	47	53	39	31	36	29	39	46	28	31	38	50	26	55	21	33	31	39	24	26	46	34	10	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	31338	1203	865	1402	1403	1368	1151	1637	1384	1484	919	1158	914	1513	1798	1537	1492	1213	1141	1208	1250	1229	1348	1409	246	681	192	107	86					
9	Число недействительных избирательных бюллетеней	236	6	6	11	5	9	3	9	16	6	3	5	14	6	12	7	20	17	12	8	14	9	8	14	4	10	0	1	1					
10	Число действительных избирательных бюллетеней	31963	1246	906	1444	1437	1390	1184	1657	1407	1524	944	1184	938	1557	1812	1585	1493	1229	1160	1239	1260	1246	1386	1429	252	671	192	106	85					
11	Число полученных открепительных  удостоверений	1510	60	40	70	70	70	60	70	70	70	40	60	50	70	70	70	80	70	70	70	60	60	70	80	10	0	0	0	0					
12	Число выданных открепительных удостоверений	758	49	20	33	33	24	25	38	42	30	20	23	25	43	32	39	28	33	32	25	50	34	31	48	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1392	50	24	29	40	18	31	62	25	42	21	15	14	156	485	34	62	33	21	33	30	20	34	24	16	35	22	13	3					
14	Число неиспользованных открепительных удостоверений	752	11	20	37	37	46	35	32	28	40	20	37	25	27	38	31	52	37	38	45	10	26	39	32	9	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	2073	76	68	85	87	71	103	140	130	119	66	76	70	102	87	81	88	83	84	67	59	91	76	86	18	43	6	9	2					
		6.44%	6.07%	7.46%	5.84%	6.03%	5.08%	8.68%	8.40%	9.14%	7.78%	6.97%	6.39%	7.35%	6.53%	4.77%	5.09%	5.82%	6.66%	7.17%	5.37%	4.63%	7.25%	5.45%	5.96%	7.03%	6.31%	3.12%	8.41%	2.33%					
19	. Малышкин Олег Александрович	402	24	4	16	18	20	12	18	7	17	14	15	12	26	17	24	18	17	16	20	15	14	17	24	4	6	5	2	0					
		1.25%	1.92%	0.44%	1.10%	1.25%	1.43%	1.01%	1.08%	0.49%	1.11%	1.48%	1.26%	1.26%	1.66%	0.93%	1.51%	1.19%	1.36%	1.37%	1.60%	1.18%	1.12%	1.22%	1.66%	1.56%	0.88%	2.60%	1.87%	0.00%					
20	. Миронов Сергей Михайлович	208	6	2	6	9	10	10	11	9	11	0	11	8	8	13	10	15	6	15	10	5	8	14	2	0	9	0	0	0					
		0.65%	0.48%	0.22%	0.41%	0.62%	0.71%	0.84%	0.66%	0.63%	0.72%	0.00%	0.93%	0.84%	0.51%	0.71%	0.63%	0.99%	0.48%	1.28%	0.80%	0.39%	0.64%	1.00%	0.14%	0.00%	1.32%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	21877	867	565	984	993	1002	755	1005	898	934	556	777	623	1086	1343	1187	1004	908	796	880	910	884	950	1028	177	483	149	70	63					
		67.94%	69.25%	61.95%	67.63%	68.86%	71.62%	63.61%	60.32%	63.11%	61.05%	58.71%	65.35%	65.44%	69.48%	73.63%	74.56%	66.36%	72.87%	67.92%	70.57%	71.43%	70.44%	68.15%	71.24%	69.14%	70.93%	77.60%	65.42%	73.26%					
22	. Хакамада Ирина Муцуовна	2709	104	117	128	129	100	129	207	130	174	143	111	92	130	108	76	152	58	82	80	103	75	123	87	13	32	15	3	8					
		8.41%	8.31%	12.83%	8.80%	8.95%	7.15%	10.87%	12.42%	9.14%	11.37%	15.10%	9.34%	9.66%	8.32%	5.92%	4.77%	10.05%	4.65%	7.00%	6.42%	8.08%	5.98%	8.82%	6.03%	5.08%	4.70%	7.81%	2.80%	9.30%					
23	. Харитонов Николай Михайлович	2547	96	78	127	93	92	98	140	124	152	91	112	65	102	137	109	116	83	104	116	103	96	120	107	19	44	9	13	1					
		7.91%	7.67%	8.55%	8.73%	6.45%	6.58%	8.26%	8.40%	8.71%	9.93%	9.61%	9.42%	6.83%	6.53%	7.51%	6.85%	7.67%	6.66%	8.87%	9.30%	8.08%	7.65%	8.61%	7.42%	7.42%	6.46%	4.69%	12.15%	1.16%					
																																			
24	Против всех	2147	73	72	98	108	95	77	136	109	117	74	82	68	103	107	98	100	74	63	66	65	78	86	95	21	54	8	9	11					
		6.67%	5.83%	7.89%	6.74%	7.49%	6.79%	6.49%	8.16%	7.66%	7.65%	7.81%	6.90%	7.14%	6.59%	5.87%	6.16%	6.61%	5.94%	5.38%	5.29%	5.10%	6.22%	6.17%	6.58%	8.20%	7.93%	4.17%	8.41%	12.79%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
