Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Усть-Катавская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312					
1	"Число избирателей, внесенных в список избирателей"	21817	1453	1419	1691	1168	1642	1199	768	900	672	1516	1615	1055	874	1832	1114	227	1438	453	451	227	103					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18600	1250	1200	1450	1000	1400	1000	650	750	600	1300	1350	900	750	1550	900	200	1250	400	400	200	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12494	846	884	1018	723	1014	662	452	435	333	884	1041	662	572	992	562	102	615	266	250	128	53					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	914	16	20	33	25	25	45	29	59	19	60	47	25	27	98	130	11	131	33	55	11	15					
6	Число погашенных избирательных бюллетеней	5192	388	296	399	252	361	293	169	256	248	356	262	213	151	460	208	87	504	101	95	61	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	914	16	20	33	25	25	45	29	59	19	60	47	25	27	98	130	11	131	33	55	11	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12494	846	884	1018	723	1014	662	452	435	333	884	1041	662	572	992	562	102	615	266	250	128	53					
9	Число недействительных избирательных бюллетеней	217	13	11	12	14	12	17	12	6	1	25	20	12	10	16	14	3	9	3	3	4	0					
10	Число действительных избирательных бюллетеней	13191	849	893	1039	734	1027	690	469	488	351	919	1068	675	589	1074	678	110	737	296	302	135	68					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	248	25	20	27	12	31	12	8	7	2	22	15	6	13	18	9	1	10	5	3	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	243	25	20	27	12	31	12	7	7	2	20	15	6	12	18	9	0	10	5	3	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	5	7	7	10	1	3	5	1	8	11	4	9	7	1	8	3	14	4	2	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	72	7	7	4	3	8	1	1	1	3	10	7	3	3	3	3	2	3	1	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3008	197	215	257	177	252	153	109	87	70	235	256	175	139	228	165	18	116	41	89	23	6					
		22.43%	22.85%	23.78%	24.45%	23.66%	24.25%	21.64%	22.66%	17.61%	19.89%	24.89%	23.53%	25.47%	23.21%	20.92%	23.84%	15.93%	15.55%	13.71%	29.18%	16.55%	8.82%					
