Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Усть-Катавская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312					
1	"Число избирателей, внесенных в списки избирателей"	22277	1479	655	2649	1187	1767	1132	762	870	660	1597	1731	1117	959	1774	1046	209	1476	410	471	219	107					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20350	1350	600	2400	1100	1600	1000	700	800	600	1500	1600	1000	900	1650	850	200	1350	400	450	200	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12003	772	351	1597	626	914	487	399	394	334	880	992	605	577	877	455	119	941	220	261	132	70					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	958	32	6	53	39	34	38	21	70	20	29	43	28	35	167	83	7	141	30	44	22	16					
6	Число погашенных избирательных бюллетеней	7389	546	243	750	435	652	475	280	336	246	591	565	367	288	606	312	74	268	150	145	46	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	958	32	6	53	39	34	38	21	70	20	29	43	28	35	167	83	7	141	30	44	22	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12003	772	351	1597	626	914	487	399	394	334	880	992	605	577	877	455	119	941	220	261	132	70					
9	Число недействительных избирательных бюллетеней	149	10	4	29	4	12	10	2	4	4	10	10	10	5	14	5	0	6	0	8	2	0					
10	Число действительных избирательных бюллетеней	12812	794	353	1621	661	936	515	418	460	350	899	1025	623	607	1030	533	126	1076	250	297	152	86					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	253	21	8	40	8	20	10	5	9	5	19	15	14	18	23	4	2	20	5	1	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	229	20	6	40	6	18	8	4	9	5	19	13	13	16	23	2	2	20	4	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	125	8	3	7	5	4	4	9	2	6	3	6	4	18	6	17	3	10	3	5	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	24	1	2	0	2	2	2	1	0	0	0	2	1	2	0	2	0	0	1	1	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	2	2	4	3	9	1	1	0	3	5	1	4	3	1	3	1	3	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	278	12	5	44	14	17	10	11	12	4	40	12	13	8	25	9	4	15	3	14	5	1					
		2.14%	1.49%	1.40%	2.67%	2.11%	1.79%	1.90%	2.62%	2.59%	1.13%	4.40%	1.16%	2.05%	1.31%	2.39%	1.67%	3.17%	1.39%	1.20%	4.59%	3.25%	1.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	113	10	5	33	4	8	6	5	9	2	6	5	8	2	2	3	0	3	1	1	0	0					
		0.87%	1.24%	1.40%	2.00%	0.60%	0.84%	1.14%	1.19%	1.94%	0.56%	0.66%	0.48%	1.26%	0.33%	0.19%	0.56%	0.00%	0.28%	0.40%	0.33%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	28	2	0	14	2	1	1	1	1	2	2	0	0	0	0	1	1	0	0	0	0	0					
		0.22%	0.25%	0.00%	0.85%	0.30%	0.11%	0.19%	0.24%	0.22%	0.56%	0.22%	0.00%	0.00%	0.00%	0.00%	0.19%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1782	93	66	212	93	132	74	57	49	25	142	166	117	115	125	84	7	87	30	64	25	19					
		13.75%	11.57%	18.49%	12.85%	13.98%	13.92%	14.10%	13.57%	10.56%	7.06%	15.62%	16.04%	18.48%	18.79%	11.97%	15.61%	5.56%	8.04%	12.00%	20.98%	16.23%	22.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	61	4	0	13	1	4	5	6	2	4	2	5	6	4	2	3	0	0	0	0	0	0					
		0.47%	0.50%	0.00%	0.79%	0.15%	0.42%	0.95%	1.43%	0.43%	1.13%	0.22%	0.48%	0.95%	0.65%	0.19%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	50	7	0	5	1	11	4	0	1	0	3	6	3	3	1	0	0	3	0	0	0	2					
		0.39%	0.87%	0.00%	0.30%	0.15%	1.16%	0.76%	0.00%	0.22%	0.00%	0.33%	0.58%	0.47%	0.49%	0.10%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	2.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	895	59	24	124	45	57	44	35	22	33	61	60	59	43	68	42	1	75	20	11	9	3					
		6.91%	7.34%	6.72%	7.52%	6.77%	6.01%	8.38%	8.33%	4.74%	9.32%	6.71%	5.80%	9.32%	7.03%	6.51%	7.81%	0.79%	6.93%	8.00%	3.61%	5.84%	3.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1341	79	39	168	49	117	41	59	46	22	115	144	108	99	97	54	2	68	14	12	5	3					
		10.35%	9.83%	10.92%	10.18%	7.37%	12.34%	7.81%	14.05%	9.91%	6.21%	12.65%	13.91%	17.06%	16.18%	9.29%	10.04%	1.59%	6.28%	5.60%	3.93%	3.25%	3.49%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	224	9	4	39	13	13	8	4	5	3	14	17	12	10	17	14	0	34	6	2	0	0					
		1.73%	1.12%	1.12%	2.36%	1.95%	1.37%	1.52%	0.95%	1.08%	0.85%	1.54%	1.64%	1.90%	1.63%	1.63%	2.60%	0.00%	3.14%	2.40%	0.66%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7875	501	207	936	432	562	319	239	309	252	501	591	293	314	685	308	110	784	174	193	107	58					
		60.76%	62.31%	57.98%	56.73%	64.96%	59.28%	60.76%	56.90%	66.59%	71.19%	55.12%	57.10%	46.29%	51.31%	65.61%	57.25%	87.30%	72.46%	69.60%	63.28%	69.48%	67.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	165	18	3	33	7	14	3	1	4	3	13	19	4	9	8	15	1	7	2	0	1	0					
		1.27%	2.24%	0.84%	2.00%	1.05%	1.48%	0.57%	0.24%	0.86%	0.85%	1.43%	1.84%	0.63%	1.47%	0.77%	2.79%	0.79%	0.65%	0.80%	0.00%	0.65%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
