Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Сунтарская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14521	348	111	433	204	550	61	1010	160	446	252	163	928	1133	1232	995	1270	977	99	206	147	493	75	220	285	298	413	770	310	462	67	403									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14805	392	169	514	238	675	73	1037	182	589	313	202	963	908	1010	850	1016	793	96	259	170	512	83	280	336	374	468	918	356	490	75	464									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	26	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	4	0	0	0	0	7									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8324	230	88	274	187	366	52	715	116	329	200	128	363	446	507	497	535	407	60	131	104	334	59	173	160	202	255	471	226	315	58	336									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	508	35	6	39	1	27	2	50	6	19	2	3	27	15	12	10	10	8	2	9	4	22	1	7	18	13	22	75	15	19	2	27									
6	Число погашенных избирательных бюллетеней	5947	127	75	201	50	282	19	270	60	241	111	71	573	447	491	343	471	378	34	115	62	147	23	100	158	159	187	372	115	156	15	94									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	534	35	6	39	1	27	2	52	6	19	2	3	27	15	12	10	10	8	2	13	4	31	1	7	18	13	26	75	15	19	2	34									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8324	230	88	274	187	366	52	715	116	329	200	128	363	446	507	497	535	407	60	131	104	334	59	173	160	202	255	471	226	315	58	336									
9	Число недействительных избирательных бюллетеней	130	3	2	8	3	9	1	14	1	2	4	6	8	8	7	3	5	4	0	3	0	3	0	3	1	2	3	8	8	3	1	7									
10	Число действительных избирательных бюллетеней	8728	262	92	305	185	384	53	753	121	346	198	125	382	453	512	504	540	411	62	141	108	362	60	177	177	213	278	538	233	331	59	363									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	393	20	10	13	5	25	4	59	10	20	10	5	6	10	8	7	8	7	5	13	5	19	5	10	10	10	15	25	10	10	5	24									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	393	20	10	13	5	25	4	59	10	20	10	5	6	10	8	7	8	7	5	13	5	19	5	10	10	10	15	25	10	10	5	24									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	119	6	0	3	4	0	0	6	3	1	5	4	6	5	6	20	10	7	2	7	0	1	1	0	0	2	3	2	1	2	3	9									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	207	7	1	4	6	11	0	5	3	10	7	14	11	13	15	20	13	13	5	8	4	5	2	1	6	5	2	7	3	3	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
