Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Староминская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717	УИК №4718	УИК №4719	УИК №4720	УИК №4721									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	31961	1966	2258	1345	1889	2257	1719	1833	2042	2282	1415	2234	2842	215	486	305	1415	566	1151	357	1467	1917									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31250	1900	2200	1300	1900	2200	1700	1800	2000	2200	1400	2200	2800	200	450	300	1400	550	1100	350	1400	1900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14496	665	877	491	850	861	824	823	1084	1026	882	1326	1237	118	285	168	478	158	497	171	709	966									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2381	145	108	98	56	100	44	65	137	196	141	203	186	12	31	26	169	129	153	44	204	134									
6	Число погашенных избирательных бюллетеней	14373	1090	1215	711	994	1239	832	912	779	978	377	671	1377	70	134	106	753	263	450	135	487	800									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2381	145	108	98	56	100	44	65	137	196	141	203	186	12	31	26	169	129	153	44	204	134									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14493	665	877	491	850	861	824	823	1084	1026	882	1326	1237	118	285	168	475	158	497	171	709	966									
9	Число недействительных избирательных бюллетеней	279	37	26	19	16	19	11	7	12	11	6	10	24	2	5	7	15	5	8	1	16	22									
10	Число действительных избирательных бюллетеней	16595	773	959	570	890	942	857	881	1209	1211	1017	1519	1399	128	311	187	629	282	642	214	897	1078									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	443	30	22	11	31	27	20	20	20	31	15	43	20	10	10	14	25	12	17	10	25	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	435	30	22	10	31	27	20	16	17	31	15	43	20	10	10	14	25	12	17	10	25	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	185	5	3	51	22	4	4	12	2	10	10	12	8	8	7	3	9	5	4	3	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	1	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0									
