Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Чердаклинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749					
1	"Число избирателей, внесенных в списки избирателей"	32447	2494	2490	866	486	808	2093	2338	2501	2647	644	716	646	310	291	424	354	320	438	360	579	533	697	504	1168	587	1437	952	2646	382	1465	271					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31460	2400	2300	850	500	800	1850	2000	2200	2300	680	690	680	350	330	470	370	360	450	370	610	600	770	580	1250	610	1450	950	2500	420	1500	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23236	1808	2119	656	334	657	1358	1317	1891	1707	387	464	378	297	257	261	256	282	309	281	409	431	623	393	978	411	1151	637	1812	237	933	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2128	115	23	14	20	52	230	195	102	208	73	52	96	8	7	72	46	11	43	31	59	51	57	50	42	62	183	34	58	23	96	15					
6	Число погашенных избирательных бюллетеней	6096	477	158	180	146	91	262	488	207	385	220	174	206	45	66	137	68	67	98	58	142	118	90	137	230	137	116	279	630	160	471	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2128	115	23	14	20	52	230	195	102	208	73	52	96	8	7	72	46	11	43	31	59	51	57	50	42	62	183	34	58	23	96	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23229	1802	2118	656	334	657	1358	1317	1891	1707	387	464	378	297	257	261	256	282	309	281	409	431	623	393	978	411	1151	637	1812	237	933	202					
9	Число недействительных избирательных бюллетеней	272	10	10	4	1	4	17	12	13	4	4	2	1	12	2	0	1	3	1	0	9	27	7	3	16	1	3	2	93	1	3	6					
10	Число действительных избирательных бюллетеней	25085	1907	2131	666	353	705	1571	1500	1980	1911	456	514	473	293	262	333	301	290	351	312	459	455	673	440	1004	472	1331	669	1777	259	1026	211					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1542	146	49	35	25	30	80	44	40	41	45	20	34	35	35	50	20	45	20	35	40	68	75	70	113	41	69	25	100	32	65	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1540	146	49	35	25	30	80	44	40	41	45	20	34	35	35	50	20	45	20	35	40	68	73	70	113	41	69	25	100	32	65	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	418	17	55	7	4	5	15	27	18	12	8	55	5	2	5	5	5	2	6	11	7	7	14	8	29	13	31	5	19	1	13	7					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	428	42	66	25	2	7	13	23	15	16	13	6	9	4	1	4	9	1	6	11	18	21	4	0	15	14	15	9	32	5	20	2					
