Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Саратов, Кировская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174									
1	Число избирателей, включенных в список избирателей	110540	2632	2565	1750	180	1778	2411	2572	1426	1390	2196	985	2800	1652	2185	2382	2116	1053	1543	2102	1915	2384	1682	2600	2061	1966	2214	2392	2230	2346	1283	1192	1096	1316	1779	1880	1251	2260	1143	2006	1502	2553	1881	2199	1295	1578	1441	2382	2172	1501	2688	1850	1881	911	2303	2304	2258	1638	1678	1111	700									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	102100	2400	2400	1750	300	1600	2250	2350	1350	1300	2000	800	2600	1600	2000	2200	1850	1000	1400	1900	1750	2200	1550	2500	1800	2050	2250	2200	2100	2200	1200	1100	1000	1200	1650	1700	1100	2050	1050	1850	1400	2400	1750	2050	1200	1500	1200	2200	1950	1400	2500	1700	1750	800	1950	2100	2250	1400	1400	900	750									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	62789	1562	1587	920	180	963	1361	1189	833	801	1144	586	1967	1019	1225	1107	1473	959	849	1169	1164	1626	1147	1654	1190	1278	1763	1613	703	1450	677	704	536	769	1020	900	756	924	288	1121	821	1233	563	907	529	706	767	1191	1401	1040	1433	649	1070	593	1365	1243	1623	1124	1090	564	700									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7148	163	224	323	0	33	116	27	143	158	150	44	40	223	87	28	27	9	236	72	46	104	69	34	136	476	92	54	295	176	239	215	47	66	133	151	33	208	228	168	51	87	277	92	79	64	120	103	143	91	63	62	250	15	63	126	84	222	25	58	0									
6	Число погашенных избирательных бюллетеней	32158	675	589	507	120	604	773	1134	374	341	706	170	593	358	688	1065	350	32	315	659	540	470	334	812	474	296	395	533	1102	574	284	181	417	365	497	649	311	918	534	561	528	1080	910	1051	592	730	313	906	406	269	1004	989	430	192	522	731	543	54	280	278	50									
